課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
IBM AI Engineering,4.6 out of 5 stars,20K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,,"Regression Analysis, Data Manipulation, Tensorflow, Generative AI Agents, Machine Learning, Unsupervised Learning, Reinforcement Learning, Applied Machine Learning, Generative AI, Deep Learning, PyTorch (Machine Learning Library), Scikit Learn (Machine Learning Library)",Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,"Sina Nazeri, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Ricky Shi, Romeo Kienzler, Joseph Santarcangelo, Alex Aklson, Roodra Pratap Kanwar, Samaya Madhavan, JEREMY NILMEIER, Jeff Grossman"
Introduction to AI and Machine Learning on Google Cloud,4.7 out of 5 stars,244 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud,6 modules,"Machine Learning, Large Language Modeling, Application Programming Interface (API), Prompt Engineering, Artificial Intelligence and Machine Learning (AI/ML), MLOps (Machine Learning Operations), Cloud Infrastructure, Generative AI, Cloud Platforms, Google Cloud Platform, Natural Language Processing",Introduction | AI Foundations | AI Development Options | AI Development Workflow | Generative AI | Summary,"Google Cloud Training, Google Cloud"
IBM AI Product Manager,4.7 out of 5 stars,27K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ai-product-manager,,"Innovation, Product Planning, Artificial Intelligence, Business Development, Product Roadmaps, ChatGPT, Generative AI, Product Development, Product Testing, Product Lifecycle Management, Prompt Engineering, Commercialization",Product Management: An Introduction | Product Management: Foundations & Stakeholder Collaboration | Product Management: Initial Product Strategy and Plan | Product Management: Developing and Delivering a New Product | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Foundation Models and Platforms | Product Management: Building AI-Powered Products | Generative AI: Supercharge Your Product Management Career,"Daniel C. Yeomans, Matt Versdahl, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech"
Artificial Intelligence,4.6 out of 5 stars,27 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/illinois-tech-artificial-intelligence,9 modules,"Business Ethics, Applied Machine Learning, Emerging Technologies, Supervised Learning, Human Machine Interfaces, OpenAI, Deep Learning, Market Data, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Business, Technology Strategies, Market Intelligence, Ethical Standards And Conduct, Artificial Intelligence, Machine Learning","Module 1: AI Overview/Landscape | Module 2: Defining and Clarifying AI and Machine-Learning Concepts | Module 3: AI and Technology Convergence | Module 4: AI Abilities Versus Human Abilities, Human/Machine Collaboration | Module 5: AIâs Impact on Work, Jobs, Humans, Productivity | Module 6: AIâs Impact Assessment from Other Dimensions - Multiple Perspectives | Module 7: Generative AI and Explainable AI | Module 8: AI Ethics and Responsible AI | Summative Course Assessment","Siva Balasubramanian, Illinois Tech"
Artificial Intelligence (AI) Education for Teachers,4.7 out of 5 stars,889 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/artificial-intelligence-education-for-teachers,6 modules,"Machine Learning, Computer Science, Artificial Intelligence, Ethical Standards And Conduct, Algorithms, Creativity, Design Thinking, Computational Thinking, Data Quality","Introduction | Knowledge Module: What is AI, History of AI, and Applications of AI | Skills Module - Part A: Design Thinking, and Critical and Creative Thinking | Skills Module â Part B: Data Fluency, and Computational Thinking | Values Module: Ethical Decision Making, and Bias Awareness | Conclusion","Dr Anne Forbes, Dr Markus Powling, Macquarie University"
Microsoft AI & ML Engineering,4.6 out of 5 stars,171 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,,"Microsoft Azure, Application Deployment, Artificial Intelligence, Generative AI Agents, Cloud Infrastructure, Unsupervised Learning, Reinforcement Learning, Applied Machine Learning, Infrastructure Architecture, Generative AI, Data Management, Deep Learning",Foundations of AI and Machine Learning | AI and Machine Learning Algorithms and Techniques | Building Intelligent Troubleshooting Agents | Microsoft Azure for AI and Machine Learning | Advanced AI and Machine Learning Techniques and Capstone,
Introduction to AI,4.9 out of 5 stars,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-introduction-to-ai,1 module,"Data Quality, Innovation, Machine Learning Software, Critical Thinking, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Machine Learning",Introduction to AI,
Artificial Intelligence: Ethics & Societal Challenges,4.7 out of 5 stars,276 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics,4 modules,"Data Ethics, Social Justice, Law, Regulation, and Compliance, Ethical Standards And Conduct, Emerging Technologies, Artificial Intelligence, Information Privacy, Algorithms, Governance, Political Sciences",Algorithmic Bias and Surveillance | Democracy | Artificial Consciousness | Responsibility and Control,"Maria Hedlund, Lena LindstrÃ¶m, Erik Persson, Lund University"
Google Business Intelligence,4.8 out of 5 stars,3.4K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-business-intelligence,,"Database Design, Professional Development, Applicant Tracking Systems, Tableau Software, Data Visualization, Business Intelligence, Data Pipelines, Interviewing Skills, Data Modeling, Database Systems, Data Integration, SQL","Foundations of Business Intelligence | The Path to Insights: Data Models and Pipelines | Decisions, Decisions: Dashboards and Reports | Accelerate Your Job Search with AI",
Artificial Intelligence: an Overview,4.6 out of 5 stars,630 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/artificial-intelligence-overview,,"Governance, Artificial Intelligence, Machine Learning, Computer Science, Unsupervised Learning, Reinforcement Learning, Applied Machine Learning, General Data Protection Regulation (GDPR), Deep Learning, Machine Learning Algorithms, Information Technology Architecture, Supervised Learning",Artificial Intelligence: An Overview | Ethics of Artificial Intelligence | Artificial Intelligence and legal issues | Technologies and platforms for Artificial Intelligence | Machine Learning: an overview,"Marcello Restelli, Nicola Gatti, Viola Schiaffonati, Manuel Roveri, Annamaria Italiano, Politecnico di Milano"
Deep Learning,4.8 out of 5 stars,146K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/deep-learning,,"Tensorflow, Artificial Intelligence, Linear Algebra, Machine Learning, Computer Vision, Applied Machine Learning, Deep Learning, PyTorch (Machine Learning Library), Machine Learning Algorithms, Performance Tuning, Supervised Learning, Analysis","Neural Networks and Deep Learning | Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization | Structuring Machine Learning Projects | Convolutional Neural Networks | Sequence Models","Andrew Ng, Younes Bensouda Mourri, Kian Katanforoosh"
Generative AI for Everyone,4.8 out of 5 stars,3.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-everyone,3 modules,"Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), ChatGPT, Business Process Automation, Large Language Modeling, Generative AI, Prompt Engineering, Cloud Applications, Ethical Standards And Conduct, Automation, OpenAI",Introduction to Generative AI | Generative AI Projects | Generative AI in Business and Society,Andrew Ng
IBM Generative AI Engineering,4.6 out of 5 stars,88K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,,"Application Deployment, Regression Analysis, Unsupervised Learning, Applied Machine Learning, Flask (Web Framework), Data Import/Export, ChatGPT, Generative AI, Predictive Modeling, Deep Learning, PyTorch (Machine Learning Library), Scikit Learn (Machine Learning Library)","Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Data Analysis with Python | Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain","IBM Skills Network Team, Sina Nazeri, Abhishek Gagneja, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Alex Aklson, Rav Ahuja, Antonio Cangiano, Roodra Pratap Kanwar, Ramesh Sannareddy, Jeff Grossman"
Introduction to Generative AI,4.7 out of 5 stars,7.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai,1 module,"Artificial Intelligence, Application Development, Google Cloud Platform, Machine Learning Methods, Generative AI",Introduction to Generative AI,"Google Cloud Training, Google Cloud"
Exploring Artificial Intelligence Use Cases and Applications,4.3 out of 5 stars,79 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/exploring-artificial-intelligence-use-cases-and-applications,1 module,"Machine Learning, Machine Learning Methods, Generative AI, Performance Metric, Key Performance Indicators (KPIs), Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Algorithms, Business Metrics, Applied Machine Learning, Artificial Intelligence",Exploring Artificial Intelligence Use Cases and Applications,"AWS Instructor, Amazon Web Services"
CertNexus Certified Artificial Intelligence Practitioner,4.6 out of 5 stars,271 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/certified-artificial-intelligence-practitioner,,"Regression Analysis, Data Collection, Linear Algebra, Unsupervised Learning, Random Forest Algorithm, Productivity, Applied Machine Learning, Learning Strategies, Statistical Analysis, Deep Learning, Machine Learning Algorithms, Decision Tree Learning","Solve Business Problems with AI and Machine Learning | Follow a Machine Learning Workflow | Build Regression, Classification, and Clustering Models | Build Decision Trees, SVMs, and Artificial Neural Networks | Preparing for Your CertNexus Certification Exam","RenÃ©e Cummings, Megan Smith Branch, Stacey McBrine, Anastas Stoyanovsky"
Introduction to Artificial Intelligence,4.6 out of 5 stars,18 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intro-to-artificial-intelligence,4 modules,"Ethical Standards And Conduct, Governance, Unsupervised Learning, Generative AI, Artificial Neural Networks, Business Analytics, Emerging Technologies, Regression Analysis, Data Ethics, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Law, Regulation, and Compliance, Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Vision",Module 1: History and Overview of Artificial Intelligence | Module 2: Machine Learning Basics | Module 3: Deep Learning and Generative AI | Module 4: The Future of AI and Artificial General Intelligence (AGI),"Robert J. Brunner, University of Illinois Urbana-Champaign"
AI for Business: Generation & Prediction,4.5 out of 5 stars,101 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-business-generation-and-prediction,1 module,"Digital Transformation, Analytical Skills, Artificial Intelligence, Business Technologies, Business Ethics, Content Creation, Strategic Thinking, Innovation, Artificial Intelligence and Machine Learning (AI/ML), Data-Driven Decision-Making, Financial Forecasting, Generative AI",AI For Business - Generation & Prediction,"Kelley O'Connell, Coursera Instructor Network"
Generative AI for Software Development,4.6 out of 5 stars,570 reviews,Beginner · Professional Certificate · 1 - 3 Months,https://www.coursera.org/professional-certificates/generative-ai-for-software-development,,"Software Documentation, System Design and Implementation, Database Design, Software Architecture, Artificial Intelligence, Machine Learning, Software Design Patterns, Software Engineering, ChatGPT, Generative AI, Software Testing, Code Review",Introduction to Generative AI for Software Development | Team Software Engineering with AI | AI-Powered Software and System Design,Laurence Moroney
AI Agents and Agentic AI in Python: Powered by Generative AI,4.8 out of 5 stars,6.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-python,,"Artificial Intelligence, Generative AI Agents, Agentic systems, Productivity, Prototyping, Persona (User Experience), ChatGPT, Generative AI, Business Logic, Software Development Tools, Brainstorming, Transaction Processing",AI Agents and Agentic AI with Python & Generative AI | Prompt Engineering for ChatGPT | AI Agents and Agentic AI Architecture in Python,"Dr. Jules White, Vanderbilt University"
IBM Machine Learning,4.6 out of 5 stars,3.2K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-machine-learning,,"Regression Analysis, Machine Learning, Unsupervised Learning, Reinforcement Learning, Applied Machine Learning, Feature Engineering, Generative AI, Statistical Analysis, Predictive Modeling, Deep Learning, Machine Learning Algorithms, Supervised Learning",Exploratory Data Analysis for Machine Learning | Supervised Machine Learning: Regression | Supervised Machine Learning: Classification | Unsupervised Machine Learning | Deep Learning and Reinforcement Learning | Machine Learning Capstone,"Kopal Garg, Xintong Li, Artem Arutyunov, Joseph Santarcangelo, Mark J Grover, Miguel Maldonado, Yan Luo, Svitlana (Lana) Kramar"
Artificial Intelligence,N/A,N/A,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/artificial-intelligence-1,18 modules,"Probability & Statistics, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Algorithms, Natural Language Processing, Computational Logic, Machine Learning, Strategic Thinking, Decision Tree Learning, Information Architecture, Strategic Decision-Making, Algorithms, Text Mining, Bayesian Statistics, Supervised Learning, Artificial Intelligence, Game Design, Complex Problem Solving, Taxonomy, Business Strategy, Decision Support Systems",Welcome to Artificial Intelligence | Introduction to Artificial Intelligence | Problem Solving in Artificial Intelligence | Weekly Summative Assessment | Searching Techniques - Uninformed Search | Informed or Heuristic Search | Knowledge Representation | Propositional and Predicate Logic | Weekly Summative Assessment | Game Playing | Reasoning with Uncertainty | Weekly Summative Assessment | Natural Language Processing | Learning | Classification Algorithms and Fuzzy Logic | Expert Systems | Weekly Summative Assessment | Term-End Staff Graded Assignment,"Dr. Arpit Singh, O.P. Jindal Global University"
AI in Healthcare,4.7 out of 5 stars,2.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-healthcare,,"Health Systems, Artificial Intelligence, Machine Learning, Unstructured Data, Applied Machine Learning, Feature Engineering, Clinical Research, Pharmaceuticals, Data Mining, Data Ethics, Healthcare Industry Knowledge, Health Technology",Introduction to Healthcare | Introduction to Clinical Data | Fundamentals of Machine Learning for Healthcare | Evaluations of AI Applications in Healthcare | AI in Healthcare Capstone,"Matthew Lungren, Serena Yeung, Mildred Cho, Tina Hernandez-Boussard, Laurence Baker, Steven Bagley, Nigam Shah, David Magnus, Stanford University"
AI Engineering,4.7 out of 5 stars,178 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-engineering,,"Application Deployment, Cloud Hosting, User Interface (UI), Artificial Intelligence, Generative AI Agents, API Gateway, Software Engineering, ChatGPT, Generative AI, JavaScript Frameworks, Open Source Technology, Development Environment",Intro to AI Engineering | Deploy AI Apps with Cloudflare | Open-source AI Models | Retrieval-Augmented Generation (RAG) with Embeddings & Vector Databases | Learn AI Agents | Intro to Dall-E and GPT Vision | Learn OpenAI's Assistant API | Build AI Apps with LangChain.js,"Per Harald Borgen, Tom Chant, Bob Ziroll, Guil Hernandez"
AI Infrastructure and Operations Fundamentals,4.6 out of 5 stars,366 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals,4 modules,"Tensorflow, Cloud Infrastructure, Data Centers, Computer Architecture, Cloud Computing, Generative AI, PyTorch (Machine Learning Library), Artificial Intelligence, Data Storage, IT Infrastructure, Machine Learning, Deep Learning, Hardware Architecture, Network Infrastructure, MLOps (Machine Learning Operations), Large Language Modeling",Introduction to AI  |  NVIDIA Training | AI Infrastructure | AI Operations | NVIDIA Training | Course Completion Quiz,NVIDIA Training
Artificial Intelligence on Microsoft Azure,4.6 out of 5 stars,818 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,1 module,"Microsoft Azure, Machine Learning, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Computer Vision, Natural Language Processing, Data Ethics, Anomaly Detection",Artificial Intelligence workloads and considerations,
AI in Education: Leveraging ChatGPT for Teaching,4.8 out of 5 stars,176 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,4 modules,"Education Software and Technology, Teaching, Generative AI Agents, Data Ethics, Prompt Engineering, Information Privacy, AI Personalization, ChatGPT, Generative AI, Artificial Intelligence",Transforming Classrooms with Generative AI: A Practical Guide for Educators | Working with AI | Building AI Exercises for Students | Creating GPTs for Educators and Students,"Ethan Mollick, University of Pennsylvania"
Developing AI Applications with Python and Flask,4.4 out of 5 stars,1.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-project-for-ai-application-development,3 modules,"Programming Principles, Unit Testing, Restful API, Debugging, Development Environment, Web Applications, IBM Cloud, Artificial Intelligence, Code Review, Python Programming, API Design, Application Deployment, Flask (Web Framework)",Python Coding Practices and Packaging Concepts | Web App Deployment using Flask | Creating AI Application and Deploy using Flask,"Abhishek Gagneja, Ramesh Sannareddy"
Build a computer vision app with Azure Cognitive Services,4.4 out of 5 stars,308 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-a-computer-vision-app-with-azure-cognitive-services,,"Microsoft Azure, Artificial Intelligence, Cloud Computing, Image Analysis, Application Programming Interface (API), Cloud Solutions, Computer Vision, Artificial Intelligence and Machine Learning (AI/ML), User Accounts, Software Development",,Catalin Popa
"AI, Business & the Future of Work",4.6 out of 5 stars,2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-business-future-of-work,4 modules,"Interviewing Skills, Organizational Strategy, Strategic Thinking, Digital Transformation, Human Machine Interfaces, Business Leadership, Thought Leadership, Business Strategy, Business Risk Management, Automation, Artificial Intelligence, Data Ethics, Organizational Change, Business Ethics, Machine Learning",Introduction to AI in work and business | What AI can do | Risks with AI | AI and the future of work,"Anamaria Dutceac Segesten, Lund University"
Innovations in Investment Technology: Artificial Intelligence,4.7 out of 5 stars,389 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/invest-tech,4 modules,"Investments, Machine Learning, Financial Market, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Wealth Management, Big Data, FinTech, Investment Management, Portfolio Management, Asset Management, Financial Trading, Artificial Intelligence",Introduction | Robo Advising | Stock Selection & Asset Management | Big Data,"Andrew Wu, Robert Dittmar, University of Michigan"
Artificial Intelligence in Marketing,4.6 out of 5 stars,296 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,4 modules,"Business Strategy, Customer experience improvement, Data-Driven Decision-Making, Competitive Analysis, Digital Transformation, Marketing Analytics, Marketing, Digital Marketing, Network Analysis, Customer Engagement, Artificial Intelligence, Marketing Strategies, Algorithms",What Is AI? | Networks and Network Effects | Data-Driven AI | AI Relationship Moments,"Rajkumar Venkatesan, University of Virginia"
Adobe Marketing Specialist,4.7 out of 5 stars,1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/adobe-marketing-specialist,,"Content Strategy, Campaign Management, Market Research, Web Content Accessibility Guidelines, Visual Design, Graphic Design, Generative AI, Content Creation, Content Marketing, Advertising, Digital Marketing, Promotional Strategies",Design Fundamentals with AI | Generative AI Content Creation | Digital Marketing | Social Media Content and Strategy | Multichannel Content Marketing,
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",4.4 out of 5 stars,163 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4,6 modules,"Artificial Intelligence, ChatGPT, Prompt Engineering, Cloud API, Data Ethics, Generative AI, Image Analysis, GitHub, Version Control, Web Development Tools, Application Security, OpenAI, Application Programming Interface (API), Large Language Modeling, Application Deployment, Real Time Data",ð¨ Intro to AI Engineering 01 - Foundations and API Basics | ð¨ Intro to AI Engineering 02 - Advanced Topics and Applications | ð¨ Test your AI Engineering Knowledge â Graded Assignment | ð¦ Deploying your AI App 01 - Security and API integration | ð¦ Deploying your AI App 02 - Advanced Features and Deployment | ð¦ Test your AI Deployment Knowledge,Tom Chant
Artificial Intelligence Essentials,4.4 out of 5 stars,22 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-essentials,4 modules,"Python Programming, Computer Science, Agentic systems, Algorithms, Computer Programming, Artificial Intelligence, Theoretical Computer Science",Module 1: Artificial Intelligence Overview | Module 2: Task Environment and Python Review | Module 3: Uninformed Search | Module 4: Informed Search,"Chris Callison-Burch, University of Pennsylvania"
"Big Data, Artificial Intelligence, and Ethics",4.6 out of 5 stars,621 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/big-data-ai-ethics,3 modules,"Social Sciences, Artificial Intelligence, Data Mining, Natural Language Processing, Algorithms, Machine Learning, Data Ethics, Big Data, Research, Research Methodologies",Getting Started and Artificial Intelligence (AI) | Big Data Opportunities & Limitations | Ethics and Social Media,"Martin Hilbert, University of California, Davis"
Build a website using Wix Artificial Design Intelligence,4.4 out of 5 stars,64 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-website-using-wix-artificial-design-intelligence,,"Design Elements And Principles, AI Personalization, Web Content, Responsive Web Design, Automation, Web Design, User Interface and User Experience (UI/UX) Design",,"Abhishek Jha, Coursera Project Network"
