課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Data Science Fundamentals with Python and SQL,4.6 out of 5 stars,72K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,,"Data Analysis Software, Probability Distribution, Statistical Hypothesis Testing, Statistical Analysis, Jupyter, Descriptive Statistics, SQL, Data Visualization, Computer Programming Tools, Dashboard, Python Programming, Data Visualization Software","Tools for Data Science | Python for Data Science, AI & Development | Python Project for Data Science | Statistics for Data Science with Python | Databases and SQL for Data Science with Python","Murtaza Haider, Romeo Kienzler, Joseph Santarcangelo, Rav Ahuja, Hima Vasudevan, Azim Hirjani, Aije Egwaikhide, Svetlana Levitan"
Google Data Analytics,4.8 out of 5 stars,170K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-data-analytics,,"Tableau Software, Applicant Tracking Systems, Interviewing Skills, Sampling (Statistics), Presentations, Ggplot2, Data Visualization, Data Cleansing, Interactive Data Visualization, Data Visualization Software, LinkedIn, Data Validation","Foundations: Data, Data, Everywhere | Ask Questions to Make Data-Driven Decisions | Prepare Data for Exploration | Process Data from Dirty to Clean | Analyze Data to Answer Questions | Share Data Through the Art of Visualization | Data Analysis with R Programming | Google Data Analytics Capstone: Complete a Case Study | Accelerate Your Job Search with AI",
Google Advanced Data Analytics,4.7 out of 5 stars,6.8K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,,"Tableau Software, Statistical Hypothesis Testing, Statistical Analysis, Interviewing Skills, Sampling (Statistics), Descriptive Statistics, Data Visualization, Exploratory Data Analysis, Python Programming, Data Visualization Software, Regression Analysis, Data Science",Foundations of Data Science | Get Started with Python | Go Beyond the Numbers: Translate Data into Insights | The Power of Statistics | Regression Analysis: Simplify Complex Data Relationships | The Nuts and Bolts of Machine Learning | Google Advanced Data Analytics Capstone | Accelerate Your Job Search with AI,
Data Analysis with Python,4.7 out of 5 stars,19K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-analysis-with-python,6 modules,"Data Analysis, Pandas (Python Package), Matplotlib, Supervised Learning, Feature Engineering, Descriptive Statistics, Regression Analysis, Data Visualization, Data Wrangling, Exploratory Data Analysis, Data Cleansing, Predictive Modeling, Data Import/Export, Scikit Learn (Machine Learning Library), Python Programming, Data Pipelines, NumPy, Data-Driven Decision-Making, Data Manipulation, Statistical Modeling",Importing Data Sets | Data Wrangling | Exploratory Data Analysis | Model Development | Model Evaluation and Refinement | Final Assignment,Joseph Santarcangelo
Data Science Foundations,4.6 out of 5 stars,113K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-foundations,,"Project Management, Machine Learning Algorithms, Jupyter, Correlation Analysis, NumPy, Computer Programming Tools, Dashboard, Python Programming, Web Scraping, Data Visualization Software, Data Literacy, Algorithms","The Data Science Profession â Student View | What is Data Science? | Tools for Data Science | Problems, Algorithms and Flowcharts | Python for Data Science, AI & Development | Statistics and Clustering in Python | Data Science Project Capstone: Predicting Bicycle Rental | Python Project for Data Science","Romeo Kienzler, Robert Zimmer, Joseph Santarcangelo, Alex Aklson, Rav Ahuja, Azim Hirjani, Aije Egwaikhide, Svetlana Levitan, University of London"
Applied Data Science,4.6 out of 5 stars,59K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/applied-data-science,,"Matplotlib, Jupyter, Data Wrangling, Data Visualization, Plotly, Interactive Data Visualization, Dashboard, Exploratory Data Analysis, Python Programming, Web Scraping, Data Visualization Software, Data Science","Python for Data Science, AI & Development | Python Project for Data Science | Data Analysis with Python | Data Visualization with Python | Applied Data Science Capstone","Dr. Pooja, Joseph Santarcangelo, Saishruthi Swaminathan, Azim Hirjani, Yan Luo"
A Crash Course in Data Science,4.5 out of 5 stars,8.3K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-course,1 module,"Software Engineering, Project Design, Data Analysis, Machine Learning, Predictive Modeling, Data Science, Performance Metric, Statistical Inference, Data Management, Data-Driven Decision-Making",A Crash Course in Data Science,"Jeff Leek, PhD, Brian Caffo, PhD, Roger D. Peng, PhD, Johns Hopkins University"
Data Science Challenge,4.7 out of 5 stars,165 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-challenge,,"Data Science, Predictive Analytics, Applied Machine Learning, Python Programming, Machine Learning, Data Analysis, Machine Learning Algorithms, Predictive Modeling, Jupyter",,Coursera Project Network
Microsoft Data Visualization,4.7 out of 5 stars,80 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-data-visualization,,"Database Design, Data Analysis Expressions (DAX), Statistical Analysis, Power BI, Business Intelligence, Correlation Analysis, Data Visualization, Data Cleansing, Interactive Data Visualization, Dashboard, Data Visualization Software, Extract, Transform, Load",Data Visualization Fundamentals | Data Preparation and Management | Data Modeling and Architecture | Visualization for Data Analysis with Power BI | Building Powerful Reports and Dashboards in Power BI,
IBM Data Analyst,4.6 out of 5 stars,93K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-analyst,,"IBM Cognos Analytics, Matplotlib, Jupyter, Data Wrangling, Generative AI, Big Data, Professional Networking, SQL, Data Visualization, Plotly, Interactive Data Visualization, Dashboard","Introduction to Data Analytics | Excel Basics for Data Analysis | Data Visualization and Dashboards with Excel and Cognos | Python for Data Science, AI & Development | Python Project for Data Science | Databases and SQL for Data Science with Python | Data Analysis with Python | Data Visualization with Python | IBM Data Analyst Capstone Project | Generative AI: Enhance your Data Analytics Career | Data Analyst Career Guide and Interview Preparation","IBM Skills Network Team, Dr. Pooja, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Saishruthi Swaminathan, Hima Vasudevan, Sandip Saha Joy, Azim Hirjani, Steve Ryan, Kevin McFaul, Ramesh Sannareddy"
Genomic Data Science,4.5 out of 5 stars,6.6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/genomic-data-science,,"R Programming, Data Analysis Software, Unix, Statistical Hypothesis Testing, Statistical Analysis, Data Management, Linux Commands, Statistical Methods, Jupyter, Command-Line Interface, Bioinformatics, Statistical Modeling",Introduction to Genomic Technologies | Python for Genomic Data Science | Algorithms for DNA Sequencing | Command Line Tools for Genomic Data Science | Bioconductor for Genomic Data Science | Statistics for Genomic Data Science,"Mihaela Pertea, PhD, Steven Salzberg, PhD, Kasper Daniel Hansen, PhD, Jacob Pritt, Liliana Florea, PhD, Jeff Leek, PhD, Ben Langmead, PhD, Johns Hopkins University"
Introduction to Data Science in Python,4.5 out of 5 stars,27K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-data-analysis,4 modules,"Probability & Statistics, Programming Principles, Data Science, Data Cleansing, Data Analysis, Data Manipulation, Data Import/Export, Pandas (Python Package), NumPy, Jupyter, Python Programming, Statistical Analysis, Pivot Tables And Charts",Fundamentals of Data Manipulation with Python | Basic Data Processing with Pandas | More Data Processing with Pandas | Answering Questions with Messy Data,"Christopher Brooks, University of Michigan"
Data Science Methodology,4.6 out of 5 stars,21K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-methodology,4 modules,"Data Quality, Decision Tree Learning, Analytical Skills, Data Mining, Data Modeling, Data Analysis, Business Analysis, Peer Review, User Feedback, Data Storytelling, Data Cleansing, Jupyter, Stakeholder Engagement, Predictive Modeling, Data Science",From Problem to Approach and From Requirements to Collection | From Understanding to Preparation and From Modeling to Evaluation | From Deployment to Feedback and Final Evaluation | Final Project and Assessment,"Alex Aklson, Polong Lin"
Data Science: Foundations using R,4.6 out of 5 stars,48K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-foundations-r,,"R Programming, Statistical Analysis, GitHub, Data Wrangling, Statistical Programming, Data Sharing, Ggplot2, Data Visualization, Knitr, Data Cleansing, Git (Version Control System), Exploratory Data Analysis",The Data Scientistâs Toolbox | R Programming | Getting and Cleaning Data | Exploratory Data Analysis | Reproducible Research,"Roger D. Peng, PhD, Brian Caffo, PhD, Jeff Leek, PhD, Johns Hopkins University"
DeepLearning.AI Data Analytics,4.7 out of 5 stars,113 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/data-analytics,,"Tableau Software, Statistical Analysis, Large Language Modeling, Descriptive Statistics, Data Visualization, Dashboard, Web Scraping, Data Visualization Software, Data Validation, Spreadsheet Software, Data Literacy, Extract, Transform, Load",Data Analytics Foundations | Applied Statistics for Data Analytics | Python for Data Analytics | Data I/O and Preprocessing with Python and SQL | Data Storytelling,Sean Barnes
Data Science Fundamentals,4.2 out of 5 stars,241 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-fundamentals,,"Social Media, Predictive Analytics, Statistical Analysis, Text Mining, Business Analytics, Cloud Computing, Statistical Modeling, Big Data, Analytics, Natural Language Processing, Decision Tree Learning, Regression Analysis","Intro to Analytic Thinking, Data Science, and Data Mining | Predictive Modeling, Model Fitting, and Regression Analysis | Cluster Analysis, Association Mining, and Model Evaluation | Natural Language Processing and Capstone Assignment","Julie Pai, University of California, Irvine"
Data Science Coding Challenge: Loan Default Prediction,4.7 out of 5 stars,94 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-coding-challenge-loan-default-prediction,,"Applied Machine Learning, Python Programming, Predictive Analytics, Jupyter, Data Analysis, Predictive Modeling, Data Manipulation, Data Processing, Machine Learning, Data Science",,Coursera Project Network
Tools for Data Science,4.5 out of 5 stars,30K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/open-source-tools-for-data-science,7 modules,"Software Development Tools, Big Data, Query Languages, Data Science, R Programming, Data Analysis Software, Cloud Services, Git (Version Control System), Cloud Computing, Jupyter, Open Source Technology, Computer Programming Tools, Statistical Programming, Other Programming Languages, Machine Learning, Application Programming Interface (API), Development Environment, Python Programming, Version Control, GitHub","Overview of Data Science Tools | Languages of Data Science | Packages, APIs, Data Sets, and Models | Jupyter Notebooks and JupyterLab | RStudio & GitHub | Create and Share your Jupyter Notebook | [Optional] IBM Watson Studio","Aije Egwaikhide, Svetlana Levitan, Romeo Kienzler"
Introduction to Data Analytics,4.8 out of 5 stars,19K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-data-analytics,5 modules,"Microsoft Excel, Apache Hive, Data Collection, Analytics, Statistical Analysis, Data Cleansing, Extract, Transform, Load, Data Visualization Software, Data Wrangling, Data Warehousing, Apache Hadoop, Data Science, Data Mart, Data Lakes, Apache Spark, Data Visualization, Data Analysis, Big Data",What is Data Analytics | The Data Ecosystem | Gathering and Wrangling Data | Mining & Visualizing Data and Communicating Results | Career Opportunities and Data Analysis in Action,Rav Ahuja
Introduction to Statistics,4.6 out of 5 stars,4.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/stanford-statistics,12 modules,"Data Analysis, Statistical Analysis, Exploratory Data Analysis, Statistical Methods, Statistics, Quantitative Research, Descriptive Statistics, Data Collection, Probability Distribution, Statistical Modeling, Statistical Inference, Regression Analysis, Sampling (Statistics), Statistical Hypothesis Testing, Probability",Introduction and Descriptive Statistics for Exploring Data | Producing Data and Sampling | Probability | Normal Approximation and Binomial Distribution | Sampling Distributions and the Central Limit Theorem | Regression | Confidence Intervals | Tests of Significance | Resampling | Analysis of Categorical Data | One-Way Analysis of Variance (ANOVA) | Multiple Comparisons,"Guenther Walther, Stanford University"
Data Science for Professionals,4.6 out of 5 stars,16 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-science-for-professionals,1 module,"Exploratory Data Analysis, Data Processing, Business Analytics, Statistical Analysis, Pandas (Python Package), Statistics, Data Visualization Software, Data Wrangling, Predictive Modeling, Data Manipulation, Data Analysis, Data-Driven Decision-Making, Data Science, Data Visualization, Machine Learning, Data Cleansing",Data Science for Professionals,"Caio Avelino, Coursera Instructor Network"
Learn SQL Basics for Data Science,4.6 out of 5 stars,17K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/learn-sql-basics-data-science,,"Database Design, Statistical Analysis, Databricks, Presentations, Data Pipelines, Descriptive Statistics, SQL, Data Visualization, Apache Spark, Exploratory Data Analysis, Complex Problem Solving, Data Lakes",SQL for Data Science | SQL Problem Solving | SQL for Data Science Capstone Project,"Don Noxon, Conor Murphy, Katrina Glaeser Poole, Brooke Wenig, Sadie St. Lawrence, University of California, Davis"
Statistics for Data Science with Python,4.5 out of 5 stars,438 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/statistics-for-data-science-python,9 modules,"Data Science, Data Analysis, Probability Distribution, Data Visualization, Probability & Statistics, Matplotlib, Statistical Hypothesis Testing, Statistical Analysis, Jupyter, Statistics, Probability, Descriptive Statistics, Pandas (Python Package), Exploratory Data Analysis, Correlation Analysis, Regression Analysis",Course Introduction and Python Basics | Introduction & Descriptive Statistics | Data Visualization | Introduction to Probability Distributions | Hypothesis testing | Regression Analysis | Project Case: Boston Housing Data | Final Exam | Other Resources,"Murtaza Haider, Aije Egwaikhide"
Foundations of Data Science: K-Means Clustering in Python,4.6 out of 5 stars,721 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/data-science-k-means-clustering-python,5 modules,"Pandas (Python Package), Matplotlib, Data Science, Unsupervised Learning, Data Visualization, Statistics, Machine Learning Algorithms, Data Manipulation, Descriptive Statistics, NumPy, Probability & Statistics, Python Programming, Machine Learning, Data Analysis",Week 1: Foundations of Data Science: K-Means Clustering in Python | Week 2: Means and Deviations in Mathematics and Python | Week 3: Moving from One to Two Dimensional Data | Week 4: Introducing Pandas and Using K-Means to Analyse Data | Week 5: A Data Clustering Project,"Dr Matthew Yee-King, Dr Betty Fyn-Sydney, Dr Jamie A Ward, Dr Larisa Soldatova, University of London, Goldsmiths, University of London"
Applied Data Science with R,4.5 out of 5 stars,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/applied-data-science-r,,"Database Design, R Programming, Shiny (R Package), Data Wrangling, Leaflet (Software), SQL, Ggplot2, Data Visualization, Interactive Data Visualization, Dashboard, Exploratory Data Analysis, Web Scraping",Introduction to R Programming for Data Science | SQL for Data Science with R | Data Analysis with R | Data Visualization with R | Data Science with R - Capstone Project,"Rav Ahuja, Saishruthi Swaminathan, Yan Luo, Yiwen Li, Gabriela de Queiroz, Jeff Grossman, Tiffany Zhu"
Mathematics for Machine Learning,4.6 out of 5 stars,15K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/mathematics-machine-learning,,"Linear Algebra, Statistical Analysis, Derivatives, Applied Mathematics, Machine Learning Algorithms, Calculus, Jupyter, NumPy, Artificial Neural Networks, Python Programming, Algorithms, Regression Analysis",Mathematics for Machine Learning: Linear Algebra | Mathematics for Machine Learning: Multivariate Calculus | Mathematics for Machine Learning: PCA,"David Dye, Samuel J. Cooper, Marc Peter Deisenroth, A.Â Freddie Page, Imperial College London"
Executive Data Science,4.5 out of 5 stars,11K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/executive-data-science,,"Team Motivation, Management Training And Development, Communication, Organizational Leadership, Data Management, Project Management, Interviewing Skills, Technical Communication, Exploratory Data Analysis, Employee Onboarding, Leadership, Data Science",A Crash Course in Data Science | Building a Data Science Team | Managing Data Analysis | Data Science in Real Life | Executive Data Science Capstone,"Roger D. Peng, PhD, Brian Caffo, PhD, Jeff Leek, PhD, Johns Hopkins University"
Fractal Data Science,4.5 out of 5 stars,358 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/fractal-data-science,,"Database Design, Data Analysis Expressions (DAX), Applied Machine Learning, Human Centered Design, Critical Thinking, Power BI, Decision Making, SQL, Data Visualization, Interactive Data Visualization, Exploratory Data Analysis, Python Programming",Structured Approach to Problem Solving | Data Analysis Using SQL | Insights of Power BI | Python for Data Science | Human Decision Making and its Biases | Foundations of Machine Learning | Advanced Machine Learning Algorithms | Data Storytelling,"Analytics Vidhya, Fractal Analytics Academy, Ajoy Singh, Srikanth Velamakanni, Fractal Analytics"
Pandas for Data Science,4 out of 5 stars,10 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pandas-data-science,4 modules,"Data Import/Export, Pandas (Python Package), Python Programming, Query Languages, NumPy, Data Cleansing, Data Integration, Data Analysis, Debugging, Data Manipulation",Intro to Pandas For Data Science + Strings and I/O | Module 2: Tabular Data with Pandas | Module 3: Loading and Cleaning Data | Module 4: Data Manipulation,"Genevieve M. Lipp, Nick Eubank, Kyle Bradbury, Andrew D. Hilton, Duke University"
Data Science with Real World Data in Pharma,4.8 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-science-in-rwd-analysis,5 modules,"Data Science, Biostatistics, Statistical Analysis, Data Analysis, Healthcare Industry Knowledge, Epidemiology, Data Quality, Clinical Trials, Clinical Research, Real Time Data, Health Informatics, Statistical Methods, Pharmaceuticals",Real world evidence: what it is and how it fits into the drug development | Understanding the Limitations of Real-World Data | Study designs and methods to control for bias | Designing and conducting your own Real World Data study | Real World Evidence: what for? From two different stakeholder perspectives,"Adriana Reyes, Otto Fajardo"
Introduction to R Programming for Data Science,4.5 out of 5 stars,568 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introducton-r-programming-data-science,5 modules,"R Programming, Data Manipulation, Exploratory Data Analysis, Programming Principles, Jupyter, Web Scraping, Data Structures, Data Import/Export, Integrated Development Environments, Data Science, Data Analysis",R Basics | Common Data Structures | R Programming Fundamentals | Working with Data | Final Project,Yan Luo
Statistics For Data Science,4 out of 5 stars,34 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/statistics-data-science,,"Probability Distribution, Data Science, Statistics, Statistical Analysis, Probability & Statistics, Statistical Inference, Correlation Analysis, Data Analysis, Descriptive Statistics",,"Muhammad Saad uddin, Coursera Project Network"
Statistics with Python,4.6 out of 5 stars,3.3K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/statistics-with-python,,"Matplotlib, Statistical Hypothesis Testing, Statistical Analysis, Statistical Methods, Jupyter, Sampling (Statistics), Statistical Programming, Statistical Modeling, Bayesian Statistics, Data Visualization, Statistical Visualization, Exploratory Data Analysis",Understanding and Visualizing Data with Python | Inferential Statistical Analysis with Python | Fitting Statistical Models to Data with Python,"Brenda Gunderson, Brady T. West, Kerby Shedden, University of Michigan"
Advanced Statistical Techniques for Data Science,4.5 out of 5 stars,39 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/advanced-statistical-techniques-for-data-science,,"R Programming, Applied Machine Learning, Statistical Analysis, Machine Learning Algorithms, Statistical Methods, Statistical Modeling, Bayesian Statistics, Analytics, Data Visualization, Data Cleansing, Exploratory Data Analysis, Data Validation","Linear Regression | Model Diagnostics and Remedial Measures | Variable Selection, Model Validation, Nonlinear Regression | Bayesian Computational Statistics | Data Preparation and Analysis","Ming-Long Lam, Shahrzad (Sarah) Jamshidi, Jawahar Panchal, Kiah Ong, Illinois Tech"
Clinical Data Science,4.5 out of 5 stars,471 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/clinical-data-science,,"Database Design, R Programming, Risk Modeling, Text Mining, Intensive Care Unit, Bioinformatics, Statistical Modeling, Natural Language Processing, Clinical Data Management, Data Processing, Extract, Transform, Load, Data Manipulation",Introduction to Clinical Data Science | Clinical Data Models and Data Quality Assessments | Identifying Patient Populations | Clinical Natural Language Processing | Predictive Modeling and Transforming Clinical Practice | Advanced Clinical Data Science,"Laura K. Wiley, PhD, Michael G. Kahn, MD, PhD, University of Colorado System"
Expressway to Data Science: Python Programming,4.7 out of 5 stars,288 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/python-programming-data-science,,"Software Engineering, Scripting, Matplotlib, Programming Principles, Functional Design, Data Visualization, NumPy, Scripting Languages, Histogram, Python Programming, Data Visualization Software, Plot (Graphics)",Introduction to Python Fundamentals | Introduction to Python Functions | Python Packages for Data Science,"Di Wu, University of Colorado Boulder"
Process Mining: Data science in Action,4.7 out of 5 stars,1.2K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/process-mining,6 modules,"Data Science, Business Process Management, Big Data, Process Improvement, Data Mining, Data Processing, Verification And Validation, Business Process Modeling, Process Analysis, Process Optimization, Performance Analysis, Real Time Data",Introduction and Data Mining | Process Models and Process Discovery | Different Types of Process Models | Process Discovery Techniques and Conformance Checking | Enrichment of Process Models | Operational Support and Conclusion,"Wil van der Aalst, Eindhoven University of Technology"
Data Science with R,4.7 out of 5 stars,14 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-science-r,,"R Programming, Data Collection, Data Wrangling, Statistical Programming, Ggplot2, Data Visualization, Data Cleansing, Exploratory Data Analysis, Web Scraping, Data Visualization Software, Data Manipulation, Data Science",Data Visualization and Transformation with R | Data Tidying and Importing with R | Data Science Ethics with R,"Dr. Elijah Meyer, Mine Ãetinkaya-Rundel, Duke University"
Data Science for Health Research,5 out of 5 stars,9 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-science-for-health-research,,"R Programming, Predictive Analytics, Statistical Analysis, Statistical Methods, Data Wrangling, Statistical Modeling, Ggplot2, Data Visualization, Scatter Plots, Statistical Visualization, Exploratory Data Analysis, Data Visualization Software",Arranging and Visualizing Data in R | Linear Regression Modeling for Health Data | Logistic Regression and Prediction for Health Data,"Bhramar Mukherjee, Philip S. Boonstra, University of Michigan"
