課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Artificial Intelligence (AI) Education for Teachers,4.7 out of 5 stars,898 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/artificial-intelligence-education-for-teachers,6 modules,"Computational Thinking, Computer Science, Artificial Intelligence, Design Thinking, Data Quality, Machine Learning, Creativity, Algorithms, Ethical Standards And Conduct","Introduction | Knowledge Module: What is AI, History of AI, and Applications of AI | Skills Module - Part A: Design Thinking, and Critical and Creative Thinking | Skills Module â Part B: Data Fluency, and Computational Thinking | Values Module: Ethical Decision Making, and Bias Awareness | Conclusion","Dr Anne Forbes, Dr Markus Powling, Macquarie University",Starts Jul 17,Flexible schedule,Approx. 16 hours.Learn at your own pace
Exploring Artificial Intelligence Use Cases and Applications,4.3 out of 5 stars,82 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/exploring-artificial-intelligence-use-cases-and-applications,1 module,"Performance Metric, Business Metrics, Machine Learning, Artificial Intelligence, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Algorithms, Key Performance Indicators (KPIs), Applied Machine Learning, Machine Learning Methods",Exploring Artificial Intelligence Use Cases and Applications,"AWS Instructor, Amazon Web Services",Starts Jul 17,1 hour to complete,
Artificial Intelligence on Microsoft Azure,4.6 out of 5 stars,829 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,1 module,"Artificial Intelligence, Anomaly Detection, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Natural Language Processing, Computer Vision, Data Ethics, Microsoft Azure",Artificial Intelligence workloads and considerations,,Starts Jul 17,Flexible schedule,Approx. 3 hours.Learn at your own pace
Artificial Intelligence: Ethics & Societal Challenges,4.7 out of 5 stars,287 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics,4 modules,"Data Ethics, Artificial Intelligence, Information Privacy, Governance, Political Sciences, Law, Regulation, and Compliance, Social Justice, Emerging Technologies, Algorithms, Ethical Standards And Conduct",Algorithmic Bias and Surveillance | Democracy | Artificial Consciousness | Responsibility and Control,"Maria Hedlund, Lena LindstrÃ¶m, Erik Persson, Lund University",Starts Jul 17,Flexible schedule,Approx. 13 hours.Learn at your own pace
Artificial Intelligence: an Overview,4.6 out of 5 stars,632 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/artificial-intelligence-overview,,"General Data Protection Regulation (GDPR), Artificial Intelligence, Machine Learning, Governance, Applied Machine Learning, Reinforcement Learning, Computer Science, Unsupervised Learning, Information Technology Architecture, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Ethical Standards And Conduct",Artificial Intelligence: An Overview | Ethics of Artificial Intelligence | Artificial Intelligence and legal issues | Technologies and platforms for Artificial Intelligence | Machine Learning: an overview,"Marcello Restelli, Nicola Gatti, Viola Schiaffonati, Manuel Roveri, Annamaria Italiano, Politecnico di Milano",Starts Jul 17,1 month,at 10 hours. a week
Artificial Intelligence Essentials,4.4 out of 5 stars,23 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-essentials,4 modules,"Algorithms, Computer Programming, Computer Science, Agentic systems, Theoretical Computer Science, Artificial Intelligence, Python Programming",Module 1: Artificial Intelligence Overview | Module 2: Task Environment and Python Review | Module 3: Uninformed Search | Module 4: Informed Search,"Chris Callison-Burch, University of Pennsylvania",Starts Jul 17,18 hours to complete,
IBM AI Engineering,4.6 out of 5 stars,20K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,,"Tensorflow, Machine Learning, Applied Machine Learning, Reinforcement Learning, Feature Engineering, Generative AI Agents, Unsupervised Learning, Generative AI, PyTorch (Machine Learning Library), Supervised Learning, Natural Language Processing, Data Science",Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,"Sina Nazeri, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Ricky Shi, Romeo Kienzler, Joseph Santarcangelo, Alex Aklson, Roodra Pratap Kanwar, Samaya Madhavan, JEREMY NILMEIER, Jeff Grossman",Starts Jul 17,Flexible schedule,"4 months, 10 hours. a weekLearn at your own pace"
Deep Learning,4.8 out of 5 stars,146K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/deep-learning,,"Artificial Intelligence, Tensorflow, Machine Learning, Applied Machine Learning, Computer Vision, Artificial Neural Networks, PyTorch (Machine Learning Library), Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Debugging, Natural Language Processing","Neural Networks and Deep Learning | Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization | Structuring Machine Learning Projects | Convolutional Neural Networks | Sequence Models","Andrew Ng, Younes Bensouda Mourri, Kian Katanforoosh",Starts Jul 17,Flexible schedule,"3 months, 10 hours. a weekLearn at your own pace"
Microsoft AI & ML Engineering,4.6 out of 5 stars,185 reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-ai-and-ml-engineering,,"Artificial Intelligence, Applied Machine Learning, Reinforcement Learning, Data Management, Infrastructure Architecture, Generative AI Agents, Unsupervised Learning, Generative AI, Cloud Infrastructure, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Natural Language Processing",Foundations of AI and Machine Learning | AI and Machine Learning Algorithms and Techniques | Building Intelligent Troubleshooting Agents | Microsoft Azure for AI and Machine Learning | Advanced AI and Machine Learning Techniques and Capstone,,Starts Jul 17,6 months,at 7 hours. a week
IBM AI Developer,4.6 out of 5 stars,71K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,,"Machine Learning, Flask (Web Framework), Software Development Life Cycle, Software Design Patterns, ChatGPT, Data Import/Export, Generative AI, Software Architecture, Software Engineering, Data Science, Cascading Style Sheets (CSS), Prompt Engineering","Introduction to Software Engineering | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Introduction to HTML, CSS, & JavaScript | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Generative AI:Â Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sina Nazeri, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Antonio Cangiano, Upkar Lidder, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan",Starts Jul 17,Flexible schedule,"6 months, 4 hours. a weekLearn at your own pace"
IBM AI Product Manager,4.7 out of 5 stars,28K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ai-product-manager,,"Artificial Intelligence, Product Planning, Product Development, Product Roadmaps, ChatGPT, Business Development, Generative AI, New Product Development, Stakeholder Engagement, Product Strategy, Product Management, Prompt Engineering",Product Management: An Introduction | Product Management: Foundations & Stakeholder Collaboration | Product Management: Initial Product Strategy and Plan | Product Management: Developing and Delivering a New Product | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Foundation Models and Platforms | Product Management: Building AI-Powered Products | Generative AI: Supercharge Your Product Management Career,"Daniel C. Yeomans, Matt Versdahl, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 17,3 months,at 10 hours. a week
AI Foundations for Everyone,4.7 out of 5 stars,29K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-foundations-for-everyone,,"Artificial Intelligence, Machine Learning, Business Process Automation, Computer Science, ChatGPT, Robotic Process Automation, Business Intelligence, Generative AI, Data Governance, Natural Language Processing, Data Science, Workflow Management",Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Building AI Powered Chatbots Without Programming,"Rav Ahuja, Antonio Cangiano",Starts Jul 17,1 month,at 10 hours. a week
Google Business Intelligence,4.8 out of 5 stars,3.6K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-business-intelligence,,"Tableau Software, Professional Development, Database Design, Applicant Tracking Systems, Data Pipelines, Business Intelligence, Data Visualization, Dashboard, Stakeholder Engagement, Business Process, Business Analysis, SQL","Foundations of Business Intelligence | The Path to Insights: Data Models and Pipelines | Decisions, Decisions: Dashboards and Reports | Accelerate Your Job Search with AI",,Starts Jul 17,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
AI in Healthcare,4.7 out of 5 stars,2.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-healthcare,,"Health Systems, Unstructured Data, Artificial Intelligence, Machine Learning, Applied Machine Learning, Feature Engineering, Electronic Medical Record, Artificial Intelligence and Machine Learning (AI/ML), Data Mining, Health Care, Clinical Data Management, Statistical Machine Learning",Introduction to Healthcare | Introduction to Clinical Data | Fundamentals of Machine Learning for Healthcare | Evaluations of AI Applications in Healthcare | AI in Healthcare Capstone,"Matthew Lungren, Serena Yeung, Mildred Cho, Tina Hernandez-Boussard, Laurence Baker, Steven Bagley, Nigam Shah, David Magnus, Stanford University",Starts Jul 17,1 month,at 10 hours. a week
Deep Learning,4.8 out of 5 stars,146K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/deep-learning,,"Artificial Intelligence, Tensorflow, Machine Learning, Applied Machine Learning, Computer Vision, Artificial Neural Networks, PyTorch (Machine Learning Library), Performance Tuning, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Debugging, Natural Language Processing","Neural Networks and Deep Learning | Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization | Structuring Machine Learning Projects | Convolutional Neural Networks | Sequence Models","Andrew Ng, Younes Bensouda Mourri, Kian Katanforoosh",Starts Jul 17,Flexible schedule,"3 months, 10 hours. a weekLearn at your own pace"
IBM Machine Learning,4.6 out of 5 stars,3.2K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-machine-learning,,"Predictive Modeling, Machine Learning, Applied Machine Learning, Reinforcement Learning, Statistical Hypothesis Testing, Feature Engineering, Unsupervised Learning, Generative AI, Statistical Analysis, Exploratory Data Analysis, Supervised Learning, Data Science",Exploratory Data Analysis for Machine Learning | Supervised Machine Learning: Regression | Supervised Machine Learning: Classification | Unsupervised Machine Learning | Deep Learning and Reinforcement Learning | Machine Learning Capstone,"Kopal Garg, Xintong Li, Artem Arutyunov, Joseph Santarcangelo, Mark J Grover, Miguel Maldonado, Yan Luo, Svitlana (Lana) Kramar",Starts Jul 17,3 months,at 10 hours. a week
Exploring Artificial Intelligence Use Cases and Applications,4.3 out of 5 stars,82 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/exploring-artificial-intelligence-use-cases-and-applications,1 module,"Performance Metric, Business Metrics, Machine Learning, Artificial Intelligence, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Algorithms, Key Performance Indicators (KPIs), Applied Machine Learning, Machine Learning Methods",Exploring Artificial Intelligence Use Cases and Applications,"AWS Instructor, Amazon Web Services",Starts Jul 17,1 hour to complete,
Generative AI for Everyone,4.8 out of 5 stars,3.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-everyone,3 modules,"Prompt Engineering, Automation, Business Process Automation, Cloud Applications, Ethical Standards And Conduct, Artificial Intelligence, Large Language Modeling, ChatGPT, OpenAI, Generative AI, Artificial Intelligence and Machine Learning (AI/ML)",Introduction to Generative AI | Generative AI Projects | Generative AI in Business and Society,Andrew Ng,Starts Jul 17,Flexible schedule,Approx. 5 hours.Learn at your own pace
Artificial Intelligence: Ethics & Societal Challenges,4.7 out of 5 stars,287 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics,4 modules,"Data Ethics, Artificial Intelligence, Information Privacy, Governance, Political Sciences, Law, Regulation, and Compliance, Social Justice, Emerging Technologies, Algorithms, Ethical Standards And Conduct",Algorithmic Bias and Surveillance | Democracy | Artificial Consciousness | Responsibility and Control,"Maria Hedlund, Lena LindstrÃ¶m, Erik Persson, Lund University",Starts Jul 17,Flexible schedule,Approx. 13 hours.Learn at your own pace
AI in Healthcare,4.7 out of 5 stars,2.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-healthcare,,"Health Systems, Unstructured Data, Artificial Intelligence, Machine Learning, Applied Machine Learning, Feature Engineering, Electronic Medical Record, Artificial Intelligence and Machine Learning (AI/ML), Data Mining, Health Care, Clinical Data Management, Statistical Machine Learning",Introduction to Healthcare | Introduction to Clinical Data | Fundamentals of Machine Learning for Healthcare | Evaluations of AI Applications in Healthcare | AI in Healthcare Capstone,"Matthew Lungren, Serena Yeung, Mildred Cho, Tina Hernandez-Boussard, Laurence Baker, Steven Bagley, Nigam Shah, David Magnus, Stanford University",Starts Jul 17,1 month,at 10 hours. a week
Artificial Intelligence: an Overview,4.6 out of 5 stars,632 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/artificial-intelligence-overview,,"General Data Protection Regulation (GDPR), Artificial Intelligence, Machine Learning, Governance, Applied Machine Learning, Reinforcement Learning, Computer Science, Unsupervised Learning, Information Technology Architecture, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning, Ethical Standards And Conduct",Artificial Intelligence: An Overview | Ethics of Artificial Intelligence | Artificial Intelligence and legal issues | Technologies and platforms for Artificial Intelligence | Machine Learning: an overview,"Marcello Restelli, Nicola Gatti, Viola Schiaffonati, Manuel Roveri, Annamaria Italiano, Politecnico di Milano",Starts Jul 17,,
Generative AI Leader,4.6 out of 5 stars,84 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/generative-ai-for-leaders,,"Unstructured Data, Artificial Intelligence, Cloud Computing, Data Management, Generative AI Agents, Generative AI, Organizational Strategy, Cloud Infrastructure, Data Governance, Google Workspace, Workflow Management, Productivity Software",Gen AI: Beyond the Chatbot | Gen AI: Unlock Foundational Concepts | Gen AI: Navigate the Landscape | Gen AI Apps: Transform Your Work | Gen AI Agents: Transform Your Organization,"Google Cloud Training, Google Cloud",Starts Jul 17,1 month,at 2 hours. a week
AI Agents in Java with Generative AI,4.8 out of 5 stars,6.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-java,,"Artificial Intelligence, Productivity, Agentic systems, Business Logic, Secure Coding, ChatGPT, Generative AI Agents, Generative AI, Java, Brainstorming, Creative Thinking, Collaborative Software",AI Agents in Java with Generative AI | AI Agent Architecture in Java with Generative AI | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 17,2 months,at 10 hours. a week
Google Business Intelligence,4.8 out of 5 stars,3.6K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-business-intelligence,,"Tableau Software, Professional Development, Database Design, Applicant Tracking Systems, Data Pipelines, Business Intelligence, Data Visualization, Dashboard, Stakeholder Engagement, Business Process, Business Analysis, SQL","Foundations of Business Intelligence | The Path to Insights: Data Models and Pipelines | Decisions, Decisions: Dashboards and Reports | Accelerate Your Job Search with AI",,Starts Jul 17,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
Developing AI Applications with Python and Flask,4.4 out of 5 stars,1.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-project-for-ai-application-development,3 modules,"Debugging, Development Environment, Programming Principles, Flask (Web Framework), Artificial Intelligence, API Design, Restful API, Web Applications, IBM Cloud, Unit Testing, Application Deployment, Python Programming, Code Review",Python Coding Practices and Packaging Concepts | Web App Deployment using Flask | Creating AI Application and Deploy using Flask,"Abhishek Gagneja, Ramesh Sannareddy",Starts Jul 17,Flexible schedule,Approx. 11 hours.Learn at your own pace
Google Ads for Beginners,4.4 out of 5 stars,5.7K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/google-ads-beginner,,"Online Advertising, Marketing, Google Ads, Return On Investment, Target Audience, Advertising Campaigns, Search Engine Marketing, Digital Advertising, Campaign Management, Keyword Research, Pay Per Click Advertising, Digital Marketing",,"Ishita Sinha, Coursera Project Network",,2 hours,Learn at your own pace
Build a website using Wix Artificial Design Intelligence,4.4 out of 5 stars,64 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/build-website-using-wix-artificial-design-intelligence,,"Web Design, Responsive Web Design, AI Personalization, Automation, Design Elements And Principles, Web Content, User Interface and User Experience (UI/UX) Design",,"Abhishek Jha, Coursera Project Network",,1.5 hours,Learn at your own pace
AI Engineering,4.7 out of 5 stars,186 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-engineering,,"Artificial Intelligence, API Gateway, ChatGPT, Generative AI Agents, Generative AI, Software Engineering, Development Environment, Image Analysis, Prompt Engineering, User Interface (UI), OpenAI, Cloud Applications",Intro to AI Engineering | Deploy AI Apps with Cloudflare | Open-source AI Models | Retrieval-Augmented Generation (RAG) with Embeddings & Vector Databases | Learn AI Agents | Intro to Dall-E and GPT Vision | Learn OpenAI's Assistant API | Build AI Apps with LangChain.js,"Per Harald Borgen, Tom Chant, Bob Ziroll, Guil Hernandez",Starts Jul 17,1 month,at 10 hours. a week
IBM RAG and Agentic AI,4.5 out of 5 stars,57 reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-rag-and-agentic-ai,,"Artificial Intelligence, Flask (Web Framework), Full-Stack Web Development, Agentic systems, Real Time Data, Database Management, Generative AI Agents, Generative AI, Data Governance, Artificial Intelligence and Machine Learning (AI/ML), NoSQL, Prompt Engineering","Develop Generative AI Applications: Get Started | Build RAG Applications: Get Started | Vector Databases for RAG: An Introduction | Advanced RAG with Vector Databases and Retrievers | Build Multimodal Generative AI Applications | Fundamentals of Building AI Agents | Agentic AI  with LangChain and LangGraph | Agentic AI with LangGraph, CrewAI, AutoGen and BeeAI","IBM Skills Network Team, Wojciech 'Victor' Fulmyk, Faranak Heidari, Kunal Makwana, Karan Goswami, Hailey Quach, Joseph Santarcangelo, Martin Keen",Starts Jul 17,,
Artificial Intelligence on Microsoft Azure,4.6 out of 5 stars,829 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-microsoft-azure,1 module,"Artificial Intelligence, Anomaly Detection, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Natural Language Processing, Computer Vision, Data Ethics, Microsoft Azure",Artificial Intelligence workloads and considerations,,Starts Jul 17,Flexible schedule,Approx. 3 hours.Learn at your own pace
AI Infrastructure and Operations Fundamentals,4.6 out of 5 stars,377 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals,4 modules,"Computer Architecture, Data Centers, Cloud Computing, Large Language Modeling, Artificial Intelligence, Machine Learning, Network Infrastructure, Data Storage, Tensorflow, PyTorch (Machine Learning Library), MLOps (Machine Learning Operations), Deep Learning, IT Infrastructure, Generative AI, Artificial Neural Networks, Cloud Infrastructure",Introduction to AI  |  NVIDIA Training | AI Infrastructure | AI Operations | NVIDIA Training | Course Completion Quiz,NVIDIA Training,Starts Jul 17,Flexible schedule,Approx. 11 hours.Learn at your own pace
Artificial Intelligence Essentials,4.4 out of 5 stars,23 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-essentials,4 modules,"Algorithms, Computer Programming, Computer Science, Agentic systems, Theoretical Computer Science, Artificial Intelligence, Python Programming",Module 1: Artificial Intelligence Overview | Module 2: Task Environment and Python Review | Module 3: Uninformed Search | Module 4: Informed Search,"Chris Callison-Burch, University of Pennsylvania",Starts Jul 17,18 hours to complete,
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",4.4 out of 5 stars,164 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4,6 modules,"Application Programming Interface (API), Large Language Modeling, Prompt Engineering, Web Development Tools, Image Analysis, Real Time Data, Generative AI, Cloud API, ChatGPT, Version Control, Application Deployment, GitHub, Artificial Intelligence, Data Ethics, OpenAI, Application Security",ð¨ Intro to AI Engineering 01 - Foundations and API Basics | ð¨ Intro to AI Engineering 02 - Advanced Topics and Applications | ð¨ Test your AI Engineering Knowledge â Graded Assignment | ð¦ Deploying your AI App 01 - Security and API integration | ð¦ Deploying your AI App 02 - Advanced Features and Deployment | ð¦ Test your AI Deployment Knowledge,Tom Chant,Starts Jul 17,4 hours to complete,
