課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
AI in Education: Leveraging ChatGPT for Teaching,4.8 out of 5 stars,190 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,4 modules,"Education Software and Technology, Prompt Engineering, ChatGPT, Artificial Intelligence, Data Ethics, AI Personalization, Teaching, Generative AI, Generative AI Agents, Information Privacy",Transforming Classrooms with Generative AI: A Practical Guide for Educators | Working with AI | Building AI Exercises for Students | Creating GPTs for Educators and Students,"Ethan Mollick, University of Pennsylvania",Starts Jul 15,5 hours to complete,
Generative AI and ChatGPT for K-12 Educators,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-k12-educators,,"Productivity, Interactive Design, Brainstorming, Game Design, Generative AI, ChatGPT, Ingenuity, AI Personalization, Creative Problem-Solving, Education Software and Technology, Creative Thinking, Prompt Engineering","Innovative Teaching with ChatGPT | Generative AI for Kids, Parents, and Teachers | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
ChatGPT Prompt Engineering for Developers,4.7 out of 5 stars,1.7K reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-prompt-engineering-for-developers-project,,"OpenAI, Application Development, ChatGPT, Prompt Engineering, Large Language Modeling, Generative AI, Application Programming Interface (API), Jupyter",,"Andrew Ng, Isa Fulford",,1 hour,Learn at your own pace
Accelerate Your Learning with ChatGPT,4.8 out of 5 stars,503 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learning-chatgpt,2 modules,"AI Personalization, Artificial Intelligence, Technical Communication, ChatGPT, Artificial Neural Networks, Creative Thinking, Constructive Feedback, Curiosity, Lifelong Learning, Generative AI, Prompt Engineering, Learning Strategies, Critical Thinking","GenAI Landscape and Neural Networks â Parallels in Machine and Human Learning | AI-Enhanced Learning Strategies â Retrieval, Motivation, and Cognitive Amplification","Dr. Jules White, Dr. Barbara Oakley, Deep Teaching Solutions",Starts Jul 15,,
Generative AI: Introduction and Applications,4.7 out of 5 stars,2.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-introduction-and-applications,3 modules,"Content Creation, ChatGPT, Virtual Environment, Artificial Intelligence, OpenAI, Large Language Modeling, Prompt Engineering, Program Development, Image Analysis, Generative AI","Introduction and Capabilities of Generative AI | Applications and Tools of Generative AIÂ | Course Quiz, Project, and Wrap-up",Rav Ahuja,Starts Jul 15,Flexible schedule,Approx. 7 hoursLearn at your own pace
OpenAI GPTs: Creating Your Own Custom AI Assistants,4.8 out of 5 stars,469 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/openai-custom-gpts,3 modules,"Productivity Software, Travel Arrangements, Innovation, Personalized Service, ChatGPT, Expense Management, Artificial Intelligence, Prompt Engineering, Scenario Testing, Generative AI, AI Personalization",Custom GPTs Fundamentals | THINK: Create Great GPTs (Part I) | THINK: Create Great GPTs (Part II),"Dr. Jules White, Vanderbilt University",Starts Jul 15,Flexible schedule,Approx. 7 hoursLearn at your own pace
ChatGPT + Zapier: AI-Powered Email Mastery,4.8 out of 5 stars,6.2K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/chatgpt-zapier-email,,"Productivity, Automation, Business Process Automation, Brainstorming, Generative AI, ChatGPT, Ingenuity, Calendar Management, Data Integration, HubSpot CRM, Google Sheets, Gmail",ChatGPT + Zapier: Automate Email Replies with AI | ChatGPT + Zapier: Easy Inbox Intelligence for Smarter Email | ChatGPT + Zapier: From Email Inbox to Excel Spreadsheet | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 3 hours a week
Prompt Engineering,4.8 out of 5 stars,6.9K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prompt-engineering,,"Productivity, Verification And Validation, Information Management, Data Analysis, Microsoft Excel, Brainstorming, Ideation, Generative AI, Risk Management Framework, ChatGPT, Ingenuity, Document Management",Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
ChatGPT for Beginners: SciFi Writing with Dall-e,4.5 out of 5 stars,459 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-dall-e-scifi-writing,,"Storytelling, Generative AI, OpenAI, ChatGPT, Creativity, Storyboarding, Ideation, Editing, Prompt Engineering, Writing, Critical Thinking, Artificial Intelligence",,"Danilo Oliveira Vaz, Coursera Project Network",,2 hours,Learn at your own pace
Generative AI Automation,4.8 out of 5 stars,7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-automation,,"Productivity, Verification And Validation, Data Synthesis, Data Analysis, Microsoft Excel, Ideation, Generative AI, Risk Management Framework, ChatGPT, Document Management, Computer Vision, Data Validation",Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI | GPT Vision: Seeing the World through Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
AI for Everyday Life,4.8 out of 5 stars,91 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyday-life,2 modules,"Generative AI, Prompt Engineering, Predictive Modeling, Artificial Intelligence, ChatGPT, Ethical Standards And Conduct, Natural Language Processing, Communication, Data Ethics",Course Introduction | AI Skills for Everyday Life,"Jeanne Beatrix Law, Kennesaw State University",Starts Jul 15,4 hours to complete,
Copywriting with ChatGPT: Produce Compelling Copy That Sells,4.8 out of 5 stars,62 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/rudi-hinds-ai-copywriting-with-chatgpt-produce-compelling-copy-that-sell,,"Writing and Editing, Marketing Communications, Target Audience, Target Market, Product Knowledge, Marketing Collateral, User Research, Brand Management, Editing, Marketing Materials, ChatGPT, Prompt Engineering, Content Creation, Value Propositions, Customer Insights, Copywriting",,"Rudi Hinds, Coursera Project Network",,2 hours,Learn at your own pace
Building Systems with the ChatGPT API,4.7 out of 5 stars,234 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/building-systems-with-the-chatgpt-api-project,,"Cloud API, Prompt Engineering, ChatGPT, Generative AI, Python Programming, Self Service Technologies, Large Language Modeling, OpenAI",,"Andrew Ng, Isa Fulford",,1 hour,Learn at your own pace
Advanced Prompt Engineering for Everyone,4.8 out of 5 stars,330 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-prompt-engineering-for-everyone,5 modules,"Large Language Modeling, Prompt Engineering, Generative AI, Artificial Intelligence, ChatGPT, AI Personalization, Verification And Validation","Writing & In-context Learning | Think More, Not Less, Prompting for Options | Prompt Engineering: Machine Learning for Everyone | Controlling Output Formatting In-depth | Retrieval Augmented Generation (RAG)","Dr. Jules White, Vanderbilt University",Starts Jul 15,8 hours to complete,
ChatGPT for Beginners: Using AI for Market Research,4.4 out of 5 stars,77 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-for-beginners-market-research-ai,,"ChatGPT, Language Interpretation, Translation, and Studies, Marketing, Prompt Engineering, Generative AI, Content Marketing, Market Analysis, Marketing Collateral, Market Research",,"Ranjan Relan, Coursera Project Network",,45 mins,Learn at your own pace
Agentic AI and AI Agents for Leaders,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ai-agents-for-leaders,,"Productivity, Automation, Business Process Automation, Technology Strategies, Artificial Intelligence and Machine Learning (AI/ML), Agentic systems, Generative AI, ChatGPT, Ingenuity, Productivity Software, Generative AI Agents, AI Personalization",Agentic AI and AI Agents: A Primer for Leaders | OpenAI GPTs: Creating Your Own Custom AI Assistants | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 3 hours a week
Introduction to Artificial Intelligence (AI),4.7 out of 5 stars,20K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ai,4 modules,"Generative AI, ChatGPT, Market Opportunities, Natural Language Processing","Introduction and Applications of AI | AI Concepts, Terminology, and Application Domains | Business and Career Transformation Through AI | Issues, Concerns, and Ethical Considerations",Rav Ahuja,Starts Jul 15,Flexible schedule,Approx. 12 hoursLearn at your own pace
"ChatGPT + Excel: Master Data, Make Decisions, Tell Stories",4.8 out of 5 stars,83 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel,1 module,"Data Validation, Generative AI, Exploratory Data Analysis, Data Storytelling, Data Integration, Data Synthesis, Data Quality, Data Visualization, Excel Formulas, Data Presentation, ChatGPT, Pivot Tables And Charts, Data Analysis, Microsoft Excel, Prompt Engineering, Data Cleansing, Data Transformation, Large Language Modeling",Data Exploration with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University",Starts Jul 15,3 hours to complete,
Generative AI for Project Managers,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-project-managers,,"Machine Learning, Content Creation, Generative AI, ChatGPT, Project Management, Risk Management, Project Documentation, Project Planning, Team Building, IBM Cloud, Image Analysis, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Unleash Your Project Management Potential,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 15,1 month,at 10 hours a week
ChatGPT (and other AI) for Product Management & Innovation,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-and-other-ai-for-product-management--innovation,1 module,"Product Strategy, User Story, ChatGPT, Agile Methodology, Business Strategy, Market Research, Generative AI, Product Development, Prompt Engineering, Competitive Analysis, Sprint Planning, Product Roadmaps, Microsoft Copilot, Product Management",ChatGPT (and other AI) for Product Management & Innovation,Vipesh Singla,Starts Jul 15,Flexible schedule,Learn at your own pace
"ChatGPT for Project Management: Execution, Tracking, Success",4.7 out of 5 stars,70 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-project-management-execution,2 modules,"Management Reporting, Brainstorming, Taking Meeting Minutes, Project Implementation, Project Management, Meeting Facilitation, Generative AI, Prompt Engineering, ChatGPT, Scheduling, Team Oriented, Project Documentation","Tracking Status Updates from Email, Meetings, & More | Amazing Meeting Coordination with ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 15,4 hours to complete,
Customer Service with Python:  Build a Chatbot using ChatGPT,4.4 out of 5 stars,21 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/customer-service-with-python-build-a-chatbot-using-chatgpt,,"Python Programming, Test Case, Application Programming Interface (API), User Flows, Artificial Intelligence, ChatGPT, Debugging, E-Commerce, Customer Service, Development Environment, Prompt Engineering, OpenAI",,"Mo Rebaie, Coursera Project Network",,1 hour,Learn at your own pace
IBM Generative AI Engineering,4.6 out of 5 stars,89K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,,"Unsupervised Learning, Flask (Web Framework), PyTorch (Machine Learning Library), Supervised Learning, Data Analysis, Data Cleansing, Generative AI, ChatGPT, Data Transformation, Deep Learning, Scikit Learn (Machine Learning Library), Restful API","Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Data Analysis with Python | Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain","IBM Skills Network Team, Sina Nazeri, Abhishek Gagneja, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Alex Aklson, Rav Ahuja, Antonio Cangiano, Roodra Pratap Kanwar, Ramesh Sannareddy, Jeff Grossman",Starts Jul 15,6 months,at 6 hours a week
Generative AI for Everyone,4.8 out of 5 stars,3.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-everyone,3 modules,"OpenAI, ChatGPT, Prompt Engineering, Ethical Standards And Conduct, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Automation, Artificial Intelligence, Business Process Automation, Large Language Modeling, Cloud Applications",Introduction to Generative AI | Generative AI Projects | Generative AI in Business and Society,Andrew Ng,Starts Jul 15,Flexible schedule,Approx. 5 hoursLearn at your own pace
Generative AI Data Analyst,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-data-analyst,,"Pivot Tables And Charts, Productivity, Data Synthesis, Data Analysis, Microsoft Excel, Data Cleansing, Generative AI, ChatGPT, Data Transformation, Data Integration, Document Management, SQL","Chat with Your Data: Generative AI-Powered SQL Data Analysis | ChatGPT + Excel: Master Data, Make Decisions, Tell Stories | ChatGPT Advanced Data Analysis | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
ChatGPT & Zapier: Agentic AI for Everyone,4.7 out of 5 stars,79 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agentic-ai-chatgpt-zapier,4 modules,"Google Sheets, Business Process Automation, Google Workspace, Generative AI, Workflow Management, Generative AI Agents, Artificial Intelligence, ChatGPT, Natural Language Processing, Travel Arrangements, Automation, AI Personalization, Expense Management, Expense Reports, Prompt Engineering, OpenAI, Agentic systems, Application Programming Interface (API)","Agentic AI Concepts | Overview of Custom GPTs | Building an Agent with Zapier | Multi-Agent Systems, Memory, Reflection","Dr. Jules White, Vanderbilt University",Starts Jul 15,8 hours to complete,
AI-assisted MATLAB Programming with ChatGPT,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/matlab-programming-with-chatgpt,4 modules,"Matlab, Generative AI, OpenAI, Integrated Development Environments, ChatGPT, Debugging, Prompt Engineering",Introduction | Prompt Engineering for Programming | ChatGPT as a MATLAB Tutor | Code Generation and Debugging,"Akos Ledeczi, Mike Fitzpatrick, Vanderbilt University",Starts Jul 15,Flexible schedule,Learn at your own pace
Inteligencia Artificial (IA): Interacciones y prompts,4.9 out of 5 stars,797 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inteligencia-artificial-interacciones-y-prompts,4 modules,"AI Personalization, Content Creation, Generative AI, Artificial Intelligence, Ethical Standards And Conduct, Large Language Modeling, ChatGPT, Prompt Engineering",Principales conceptos de la Inteligencia Artificial | Descubriendo Prompts Simples y Patrones de Prompts | Refinando y encadenando Prompts | Aplicaciones prÃ¡cticas de ChatGPT,"Patricio O'Gorman, Universidad de Palermo",Starts Jul 15,Flexible schedule,Approx. 14 hoursLearn at your own pace
ChatGPT & Zapier: Agentic AI for Everyone,4.7 out of 5 stars,79 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agentic-ai-chatgpt-zapier,4 modules,"Google Sheets, Business Process Automation, Google Workspace, Generative AI, Workflow Management, Generative AI Agents, Artificial Intelligence, ChatGPT, Natural Language Processing, Travel Arrangements, Automation, AI Personalization, Expense Management, Expense Reports, Prompt Engineering, OpenAI, Agentic systems, Application Programming Interface (API)","Agentic AI Concepts | Overview of Custom GPTs | Building an Agent with Zapier | Multi-Agent Systems, Memory, Reflection","Dr. Jules White, Vanderbilt University",Starts Jul 15,8 hours to complete,
Generative AI Assistants,4.8 out of 5 stars,6.8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-assistants,,"Productivity, Verification And Validation, Brainstorming, Ideation, Generative AI, Risk Management Framework, ChatGPT, Ingenuity, Productivity Software, AI Personalization, Travel Arrangements, Personalized Service",Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
IBM Generative AI Engineering,4.6 out of 5 stars,89K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,,"Unsupervised Learning, Flask (Web Framework), PyTorch (Machine Learning Library), Supervised Learning, Data Analysis, Data Cleansing, Generative AI, ChatGPT, Data Transformation, Deep Learning, Scikit Learn (Machine Learning Library), Restful API","Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Data Analysis with Python | Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain","IBM Skills Network Team, Sina Nazeri, Abhishek Gagneja, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Joseph Santarcangelo, Alex Aklson, Rav Ahuja, Antonio Cangiano, Roodra Pratap Kanwar, Ramesh Sannareddy, Jeff Grossman",Starts Jul 15,,
AI Agent Developer,4.8 out of 5 stars,7.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents,,"Productivity, Verification And Validation, Microsoft Excel, Agentic systems, Ideation, Generative AI, Risk Management Framework, ChatGPT, Generative AI Agents, AI Personalization, Document Management, Software Development",AI Agents and Agentic AI with Python & Generative AI | AI Agents and Agentic AI Architecture in Python | OpenAI GPTs: Creating Your Own Custom AI Assistants | Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University",Starts Jul 15,2 months,at 10 hours a week
Generative AI for Everyone,4.8 out of 5 stars,3.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-everyone,3 modules,"OpenAI, ChatGPT, Prompt Engineering, Ethical Standards And Conduct, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Automation, Artificial Intelligence, Business Process Automation, Large Language Modeling, Cloud Applications",Introduction to Generative AI | Generative AI Projects | Generative AI in Business and Society,Andrew Ng,Starts Jul 15,Flexible schedule,Approx. 5 hoursLearn at your own pace
Generative AI Leadership & Strategy,4.8 out of 5 stars,6.9K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-leadership-strategy,,"Productivity, Verification And Validation, Succession Planning, Proposal Writing, Business Writing, Ideation, Generative AI, ChatGPT, Risk Management, Meeting Facilitation, Business Leadership, Data Validation",Generative AI for Leaders | Prompt Engineering for ChatGPT | Trustworthy Generative AI,"Dr. Jules White, Bob Higgins, Vanderbilt University",Starts Jul 15,1 month,at 10 hours a week
"ChatGPT for Project Management: Insight, Planning, & Success",4.7 out of 5 stars,41 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-project-management,3 modules,"Prompt Engineering, Timelines, Workflow Management, Large Language Modeling, Project Planning, ChatGPT, Risk Analysis, Project Risk Management, Key Performance Indicators (KPIs), Project Documentation, Project Schedules, Project Management, Generative AI, Milestones (Project Management), Business Metrics",Introduction to Mastering ChatGPT for Project Management | Organizing Project Elements with ChatGPT | Analyzing with ChatGPT,"Dr. Jules White, Vanderbilt University",Starts Jul 15,Flexible schedule,Learn at your own pace
ChatGPT + Excel: Master AI-driven Formulas & Visualizations,4.9 out of 5 stars,51 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel-formulas-visualizations,3 modules,"ChatGPT, Data Import/Export, Excel Macros, Business Process Automation, Prototyping, Microsoft Excel, Generative AI, Spreadsheet Software, Data Validation, Productivity Software, Interactive Data Visualization, Data Visualization, Excel Formulas, Prompt Engineering, Debugging",Formula Building with ChatGPT + Excel | Robust Analysis & Checking to Spot Human and AI Errors | Building Visualizations with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University",Starts Jul 15,4 hours to complete,
AI Foundations: Prompt Engineering with ChatGPT,4.1 out of 5 stars,75 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-foundations-prompt-engineering-with-chatgpt,6 modules,"Creativity, ChatGPT, Large Language Modeling, Generative AI, Ideation, Data Ethics, Prompt Engineering, Research",Launch Pad: Getting Started and First Steps | Foundations and RACCCA | Prompt Formulation and Refinement | Prompt Templates | Imaginative Prompt Engineering | Course Conclusion,Arizona State University,Starts Jul 15,6 hours to complete,
Generative AI for Human Resources (HR) Professionals,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-human-resources,,"Human Resources Management and Planning, Content Creation, Recruitment, Generative AI, ChatGPT, Human Resources Software, HR Tech, Data Ethics, Workforce Planning, IBM Cloud, Image Analysis, Prompt Engineering",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Advance Your Human Resources (HR) Career,"Skill-Up EdTech Team, Jayashree Sridhar, Rav Ahuja, Antonio Cangiano, SkillUp EdTech",Starts Jul 15,,
