課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Python for Cybersecurity,4.5 out of 5 stars,512 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/pythonforcybersecurity,,"Threat Detection, Cyber Operations, Scripting, Command-Line Interface, Cyber Threat Hunting, Network Monitoring, System Monitoring, Cyber Threat Intelligence, Cyber Security Strategy, Network Security, Authorization (Computing), Incident Response","Introduction to Python for Cybersecurity | Execution, persistence, privilege escalation and evasion | Credential Access, discovery, lateral movement & collection | Python for Command-and-control, Exfiltration and Impact | Python for Active Defense",Howard Poston,Starts Jul 18,1 month,at 10 hours. a week
Google Cloud Cybersecurity,4.6 out of 5 stars,333 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate,,"Intrusion Detection and Prevention, Computer Security Incident Management, Disaster Recovery, Generative AI, Cyber Threat Hunting, Threat Management, Google Cloud Platform, Incident Management, Large Language Modeling, Event Monitoring, Data Security, Vulnerability Management","Introduction to Security Principles in Cloud Computing | Strategies for Cloud Security Risk Management | Cloud Security Risks: Identify and Protect Against Threats | Detect, Respond, and Recover from Cloud Cybersecurity Attacks | Put It All Together: Prepare for a Cloud Security Analyst Job","Google Cloud Training, Google Cloud",Starts Jul 18,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
Automate Cybersecurity Tasks with Python,4.8 out of 5 stars,3.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4 modules,"Computer Programming, Algorithms, Scripting, Programming Principles, File Management, Integrated Development Environments, Python Programming, Cybersecurity, Data Structures, Automation, Cyber Security Assessment, Debugging",Introduction to Python | Write effective Python code | Work with strings and lists | Python in practice,,Starts Jul 18,Flexible schedule,Approx. 24 hours.Learn at your own pace
Introduction to Cybersecurity Tools & Cyberattacks,4.6 out of 5 stars,16K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,5 modules,"Network Security, Infrastructure Security, Cyber Attacks, Computer Security Incident Management, Security Controls, Security Awareness, Threat Management, Incident Response, Multi-Factor Authentication, Identity and Access Management, Authorization (Computing), Cybersecurity, Threat Detection, Distributed Denial-Of-Service (DDoS) Attacks, Authentications, Malware Protection",Cybersecurity Insights | Cybersecurity Threats | Cybersecurity Controls | Identity and Physical Controls | Final Project and Course Wrap-Up,"IBM Skills Network Team, Dee Dee Collette",Starts Jul 18,Flexible schedule,Approx. 11 hours.Learn at your own pace
Cybersecurity Fundamentals,4.8 out of 5 stars,1.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cybersecurity-fundamentals,,"Endpoint Security, Cyber Attacks, Threat Detection, Computer Security Incident Management, Data Security, Advanced Encryption Standard (AES), Security Awareness, Cyber Security Strategy, Technical Support and Services, Cryptographic Protocols, Network Security, Hardening",Introduction to Cybersecurity Essentials | Cybersecurity Architecture | Encryption and Cryptography Essentials | Introduction to Cybersecurity Careers,"IBM Skills Network Team, Dee Dee Collette, Jeff Crume, Dr. Manish Kumar, Rav Ahuja",Starts Jul 18,3 months,at 2 hours. a week
IT Fundamentals for Cybersecurity,4.6 out of 5 stars,22K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,,"Cyber Attacks, Computer Security Incident Management, TCP/IP, Malware Protection, Linux Servers, Windows Servers, Linux, Networking Hardware, IT Service Management, Information Technology Infrastructure Library, Network Security, Incident Response","Introduction to Cybersecurity Tools & Cyberattacks | Operating Systems: Overview, Administration, and Security | Cybersecurity Compliance Framework, Standards & Regulations | Computer Networks and Network Security","IBM Skills Network Team, Dee Dee Collette, Dr. Manish Kumar",Starts Jul 18,1 month,at 10 hours. a week
IBM and ISC2 Cybersecurity Specialist,4.7 out of 5 stars,13K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist,,"Computer Security Incident Management, Security Controls, Disaster Recovery, Cloud Computing Architecture, Peripheral Devices, Configuration Management, Governance, Cloud Services, Network Security, Incident Response, Cryptography, Cybersecurity","Introduction to Cybersecurity Careers | Introduction to Hardware and Operating Systems | Introduction to Software, Programming, and Databases | Introduction to Networking and Storage | Introduction to Cloud Computing | Introduction to Cybersecurity Essentials | Security Principles | Incident Response, BC, and DR Concepts | Access Control Concepts | Network Security | Security Operations | Cybersecurity Case Studies and Capstone Project","IBM Skills Network Team, Dee Dee Collette, Rav Ahuja, ISC2 Education & Training",Starts Jul 18,Flexible schedule,"3 months, 10 hours. a weekLearn at your own pace"
Cybersecurity Attack and Defense Fundamentals,4.6 out of 5 stars,729 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,,"Intrusion Detection and Prevention, Threat Detection, Malware Protection, Security Controls, Mobile Security, Vulnerability Assessments, Wireless Networks, Data Security, Security Awareness, Cyber Threat Intelligence, Network Security, Authorization (Computing)",Ethical Hacking Essentials (EHE) | Network Defense Essentials (NDE) | Digital Forensics Essentials (DFE),,Starts Jul 18,5 months,at 5 hours. a week
Data & Cybersecurity,4.7 out of 5 stars,288 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-cybersecurity,6 modules,"Cyber Threat Intelligence, Security Management, Email Security, Anomaly Detection, Computer Security Incident Management, Data Processing, Data Security, Authentications, Crisis Management, Cyber Attacks, Data Science, Malware Protection, Cybersecurity, Security Information and Event Management (SIEM), Incident Response, Safety and Security, Time Series Analysis and Forecasting, Security Awareness",INTRODUCCIÃN | ESSENTIALS I | ESSENTIALS II | CRISIS MANAGEMENT | DATA INFORMATION SECURITY | APPLYING AI&ML FOR CYBERSECURITY OPERATIONS,Campus BBVA,Starts Jul 18,Flexible schedule,Approx. 9 hours.Learn at your own pace
Palo Alto Networks Cybersecurity,4.6 out of 5 stars,802 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,,"Endpoint Security, Cloud-Native Computing, TCP/IP, Malware Protection, Network Infrastructure, General Networking, Cloud Infrastructure, Security Information and Event Management (SIEM), Zero Trust Network Access, Cloud Services, Cyber Threat Intelligence, Network Security",Palo Alto Networks Cybersecurity Foundation | Palo Alto Networks Network Security Fundamentals | Palo Alto Networks Cloud Security Fundamentals | Palo Alto Networks Security Operations  Fundamentals,"James Dalton, Palo Alto Networks",Starts Jul 18,1 month,at 10 hours. a week
Cybersecurity Leadership and Management,4.5 out of 5 stars,129 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cybersecurity-leadership,,"Security Controls, Disaster Recovery, Security Management, Leadership and Management, Technical Communication, Incident Management, Security Requirements Analysis, Cyber Governance, Key Performance Indicators (KPIs), Governance, Cyber Security Strategy, Asset Management",Leadership | Management | Governance and Strategy,"Cicero Chimbanda, infosec instructor, InfoSec Institute Instructor",Starts Jul 18,1 month,at 10 hours. a week
Managing Cybersecurity,4.7 out of 5 stars,1.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/managing-cybersecurity,,"Contingency Planning, Cyber Attacks, Computer Security Incident Management, Disaster Recovery, Security Management, Vulnerability Assessments, General Networking, Network Monitoring, Cyber Governance, Risk Management, Vulnerability Management, Crisis Management",The Foundations of Cybersecurity | The GRC Approach to Managing Cybersecurity | Managing Network Security | Managing Cybersecurity Incidents and Disasters | Road to the CISO â Culminating Project Course,"Herbert J. Mattord, Ph.D., CISM, CISSP, CDP, Michael Whitman, Ph.D., CISM, CISSP, Kennesaw State University",Starts Jul 18,2 months,at 10 hours. a week
NIST Cybersecurity and Risk Management Frameworks,4.7 out of 5 stars,27 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-nist-cybersecurity-and-risk-management-frameworks,,"Computer Security Incident Management, Security Strategy, Security Controls, Disaster Recovery, Security Management, Vulnerability Assessments, Threat Management, Risk Management, Configuration Management, Risk Analysis, System Monitoring, Authorization (Computing)","Foundations of NIST Cybersecurity Frameworks | Incident Response and Risk Management | Advanced Risk Management, Security Controls & Monitoring",Packt - Course Instructors,Starts Jul 18,1 month,at 10 hours. a week
Cybersecurity Architecture,4.9 out of 5 stars,121 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-architecture,5 modules,"Cybersecurity, Application Security, Authentications, Secure Coding, Security Controls, Data Governance, Cyber Attacks, Network Security, Authorization (Computing), Security Information and Event Management (SIEM), Cyber Security Strategy, Data Security, Endpoint Security, Firewall, Identity and Access Management, Threat Detection","Cybersecurity Architecture Overview | Access Management and Endpoint Security | Network, Application, and Data Security | Detection and Response | Final Project, Exam, and Course Wrap-Up",Jeff Crume,Starts Jul 18,Flexible schedule,Approx. 12 hours.Learn at your own pace
IBM Generative AI for Cybersecurity Professionals,4.7 out of 5 stars,7.5K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-cybersecurity-professionals,,"Content Creation, Artificial Intelligence, ChatGPT, Threat Detection, Malware Protection, Generative AI, Natural Language Processing, Incident Management, Large Language Modeling, OpenAI, Security Information and Event Management (SIEM), Vulnerability Management",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Boost Your Cybersecurity Career,"Dr. Manish Kumar, Rav Ahuja, Antonio Cangiano",Starts Jul 18,3 months,at 5 hours. a week
Cybersecurity Architecture,4.9 out of 5 stars,121 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-architecture,5 modules,"Cybersecurity, Application Security, Authentications, Secure Coding, Security Controls, Data Governance, Cyber Attacks, Network Security, Authorization (Computing), Security Information and Event Management (SIEM), Cyber Security Strategy, Data Security, Endpoint Security, Firewall, Identity and Access Management, Threat Detection","Cybersecurity Architecture Overview | Access Management and Endpoint Security | Network, Application, and Data Security | Detection and Response | Final Project, Exam, and Course Wrap-Up",Jeff Crume,Starts Jul 18,Flexible schedule,Approx. 12 hours.Learn at your own pace
NIST Cybersecurity and Risk Management Frameworks,4.7 out of 5 stars,27 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-nist-cybersecurity-and-risk-management-frameworks,,"Computer Security Incident Management, Security Strategy, Security Controls, Disaster Recovery, Security Management, Vulnerability Assessments, Threat Management, Risk Management, Configuration Management, Risk Analysis, System Monitoring, Authorization (Computing)","Foundations of NIST Cybersecurity Frameworks | Incident Response and Risk Management | Advanced Risk Management, Security Controls & Monitoring",Packt - Course Instructors,Starts Jul 18,1 month,at 10 hours. a week
Certified Ethical Hacking (v12),4.7 out of 5 stars,227 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/certified-ethical-hacking-v12-cehv12-exam-prep-course,,"Intrusion Detection and Prevention, Cyber Attacks, Threat Detection, Malware Protection, Mobile Security, Security Testing, Cloud Infrastructure, Cloud Services, Cyber Threat Intelligence, Network Security, Information Systems Security, Cryptography",Ethical Hacking Fundamentals | System and Network Security | Advanced Cybersecurity | CEH (v12) Practice Projects and Exam Simulators,,Starts Jul 18,2 months,at 3 hours. a week
Wireshark for Beginners: Capture Packets,4.6 out of 5 stars,124 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/wireshark-for-beginners-capture-packets,,"Network Monitoring, Linux, Network Analysis, TCP/IP, Software Installation, Network Security, Network Protocols, General Networking",,"David Dalsveen, Coursera Project Network",,1.5 hours,Learn at your own pace
Cybersecurity Assessment: CompTIA Security+ & CYSA+,4.8 out of 5 stars,1.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-assessment-comptia-security-cysa,2 modules,"Cyber Security Assessment, Cybersecurity, Vulnerability Management, Cyber Attacks, Network Architecture, Incident Response, Security Testing",Practice for CompTIA Security+ Certification | Practice for CompTIA CySA+ Certification,"Dee Dee Collette, Dr. Manish Kumar, IBM Skills Network Team",Starts Jul 18,Flexible schedule,Approx. 8 hours.Learn at your own pace
Cybersecurity Best Practices,4.8 out of 5 stars,46 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-best-practices,1 module,"Incident Response, Disaster Recovery, Data Security, Security Awareness, Enterprise Security, Cyber Risk, Information Assurance, Security Controls, Computer Security Awareness Training, Data Integrity, Cybersecurity, Security Management, Threat Management, Cyber Security Strategy, Cyber Security Policies, Network Security, Threat Detection",Welcome to Cybersecurity Best Practices!,"Andry Rakotomalala, Coursera Instructor Network",Starts Jul 18,2 hours to complete,
Cybersecurity Foundations,4.7 out of 5 stars,622 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/cybersecurity-foundations,,"Linux Commands, Command-Line Interface, Security Management, Vulnerability Assessments, Linux, General Networking, Network Monitoring, Cyber Governance, Risk Management Framework, Microsoft Windows, Cloud Computing, Cybersecurity",Introduction to Cybersecurity Foundations | Operating System Foundations | Cybersecurity Policy Foundations,Keatron Evans,Starts Jul 18,1 month,at 10 hours. a week
Cybersecurity for Tech Professionals,4.7 out of 5 stars,175 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-for-tech-professionals,7 modules,"Threat Management, Computer Security Awareness Training, Identity and Access Management, E-Commerce, Incident Response, Computer Security Incident Management, Application Security, Authentications, Mobile Security, Security Awareness, Threat Detection, Cyber Attacks, Security Information and Event Management (SIEM), Cybersecurity, Data Security",INTRODUCCIÃN | ESSENTIALS I | ESSENTIALS II | SECOPS FUNDAMENTALS | CRISIS MANAGEMENT | DATA INFORMATION SECURITY | FIGHT FRAUD,Campus BBVA,Starts Jul 18,Flexible schedule,Approx. 11 hours.Learn at your own pace
Kali Linux,4.2 out of 5 stars,200 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/kali-linux,2 modules,"Penetration Testing, Cybersecurity, Linux, Intrusion Detection and Prevention, Encryption, Software Installation, Cyber Security Assessment, Network Monitoring, Network Security, Virtual Private Networks (VPN), Vulnerability Assessments, Command-Line Interface, Network Analysis",Exploring the Basics of Kali Linux | Practical Applications and Security Basics,Board Infinity,Starts Jul 18,4 hours to complete,
Introduction to Cybersecurity & Risk Management,4.7 out of 5 stars,300 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/information-security,,"Security Strategy, Asset Protection, Security Management, Vulnerability Assessments, Vendor Management, Cyber Governance, Risk Management, Risk Analysis, Risk Mitigation, Regulatory Compliance, Business Continuity Planning, Risk Management Framework",Security Governance & Compliance | Introduction to Risk Management | Personnel & Third-Party Security,"Qasim Ijaz, Jacob Horne, University of California, Irvine",Starts Jul 18,1 month,at 10 hours. a week
Homeland Security and Cybersecurity,4.7 out of 5 stars,626 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/homeland-security-cybersecurity,,"Cyber Attacks, Infrastructure Security, Public Safety and National Security, Cyber Operations, Security Management, Network Infrastructure, Cyber Governance, Technology Roadmaps, Legal Risk, Risk Management Framework, Cyber Security Strategy, Incident Response",Homeland Security & Cybersecurity Connection - It's Not About the Terrorists | Cybersecurity Policy for Water and Electricity Infrastructures | Cybersecurity Policy for Aviation and Internet Infrastructures | Homeland Security and Cybersecurity Future,"Richard White, University of Colorado System",Starts Jul 18,1 month,at 10 hours. a week
Gen AI in Cybersecurity,3.7 out of 5 stars,38 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gen-ai-in-cybersecurity,1 module,"Threat Detection, Cyber Security Strategy, Incident Response, Secure Coding, Artificial Intelligence, Cybersecurity, IT Security Architecture, Network Security, Generative AI, Application Security, Cyber Threat Intelligence, Machine Learning, Data Analysis",Integrating Gen AI into Cybersecurity,,Starts Jul 18,3 hours to complete,
Analyze Network Traffic with TCPDump: Build a Logging Tool,4.6 out of 5 stars,7 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/analyze-network-traffic-tcpdump-build-logging-tool,,"Network Security, Linux, Shell Script, Network Protocols, Network Analysis, TCP/IP, Linux Commands, Scripting, Network Monitoring",,"Harrison Kong, Coursera Project Network",,Hands-on learning,Learn more
Introduction to Cyber Security,4.7 out of 5 stars,3.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/intro-cyber-security,,"Cyber Attacks, Infrastructure Security, Security Controls, Mobile Security, Security Engineering, Computer Security, Authentications, Cyber Security Strategy, Network Security, Network Architecture, Data Encryption Standard, Public Key Infrastructure",Introduction to Cyber Attacks | Cyber Attack Countermeasures | Real-Time Cyber Threat Detection and Mitigation | Enterprise and Infrastructure Security,"Dr. Edward G. Amoroso, New York University",Starts Jul 18,2 months,at 10 hours. a week
"Cybersecurity Compliance Framework, Standards & Regulations",4.7 out of 5 stars,3.4K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-compliance-framework-standards-regulations,5 modules,"Payment Card Industry (PCI) Data Security Standards, Risk Management Framework, Security Management, Information Technology, NIST 800-53, Information Technology Infrastructure Library, General Data Protection Regulation (GDPR), IT Service Management, Cyber Governance, Cybersecurity, Open Web Application Security Project (OWASP), Cyber Risk, Control Objectives for Information and Related Technology (COBIT), Risk Management, Artificial Intelligence, ISO/IEC 27001, Data Ethics",Introduction to Information Security and Compliance | Foundations of IT Service Management and Risk GovernanceÂ | Understanding Cybersecurity Laws and RegulationsÂ | Understanding Cybersecurity Standards and AuditsÂ | Final Project,"IBM Skills Network Team, Dee Dee Collette",Starts Jul 18,,
Cyber Threat Hunting,4.5 out of 5 stars,119 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cyber-threat-hunting,9 modules,"Network Analysis, System Monitoring, Threat Detection, MITRE ATT&CK Framework, Security Information and Event Management (SIEM), Event Monitoring, Linux, Cyber Threat Hunting, Anomaly Detection, Cyber Threat Intelligence, Threat Modeling, Malware Protection, Endpoint Detection and Response, Intrusion Detection and Prevention, Generative AI",Cyber threat hunting introduction | Threat hunting artifacts and types | Threat hunting techniques and generative AI | Threat hunting methodologies | Threat hunting data and technologies | Cyber threat hunting process | Cyber threat hunting scenarios | Hunting for network-based threats | Hunting for host-based threats,Keatron Evans,Starts Jul 18,8 hours to complete,
Cybersecurity in Healthcare (Hospitals & Care Centres),4.6 out of 5 stars,393 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-in-healthcare,5 modules,"Cybersecurity, Information Privacy, Health Technology, Data Security, Cyber Attacks, Security Awareness, Human Factors (Security), General Data Protection Regulation (GDPR), Malware Protection, Telehealth, Cyber Security Policies, Email Security, Encryption, Cyber Risk, Computer Security Awareness Training, Safety and Security, Patient Safety","Cybersecurity in healthcare: technology, data, and human behaviour | Social aspects of cybersecurity: social engineering and social media | Data breaches, hackers, and malware in healthcare | Cyber hygiene: practices to improve cybersecurity | Security culture: creating positive environment to practice cybersecurity","Tessa A. P. Oomen, Erasmus University Rotterdam",Starts Jul 18,Flexible schedule,Approx. 15 hours.Learn at your own pace
Cybersecurity in the Cloud,4.3 out of 5 stars,161 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cybersecurity-cloud,,"General Data Protection Regulation (GDPR), Authentications, Threat Management, Open Web Application Security Project (OWASP), Data Security, Cloud Applications, Cloud Services, Network Security, Authorization (Computing), Key Management, Cloud Storage, Personally Identifiable Information",Cloud Security Basics | Cloud Data Security | Cloud Application Security | Cloud Top Ten Risks,"Rick Smith, University of Minnesota",Starts Jul 18,1 month,at 10 hours. a week
Metasploit for Beginners: Ethical Penetration Testing,4.8 out of 5 stars,57 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/metasploit-for-beginners-ethical-penetration-testing,,"Technical Communication, Cybersecurity, Command-Line Interface, Linux, Vulnerability Assessments, Cyber Security Assessment, Virtual Machines, Vulnerability Scanning, Penetration Testing",,"Ryan Nigro, Coursera Project Network",,3,Learn at your own pace
Advanced Python Scripting for Cybersecurity,4.5 out of 5 stars,74 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/advanced-python-scripting-for-cybersecurity,,"Threat Detection, Automation, Cyber Operations, TCP/IP, Scripting, Authentications, System Programming, Network Monitoring, Anomaly Detection, Network Analysis, Network Security, MITRE ATT&CK Framework",Advanced Python - Reconnaissance | Establishing Command-and-Control and Finding Credentials | Defensive Python,Howard Poston,Starts Jul 18,1 month,at 10 hours. a week
