課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Meta Front-End Developer,4.7 out of 5 stars,22K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-front-end-developer,,"HTML and CSS, Javascript, Persona (User Experience), Version Control, Bootstrap (Front-End Framework), Cascading Style Sheets (CSS), React.js, Front-End Web Development, User Experience Design, Unix Commands, Usability Testing, Interaction Design",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Principles of UX/UI Design | Front-End Developer Capstone | Coding Interview Preparation,Taught by Meta Staff
Microsoft Full-Stack Developer,4.5 out of 5 stars,167 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,,"Application Deployment, Graph Theory, HTML and CSS, Continuous Integration, CI/CD, C# (Programming Language), Full-Stack Web Development, Role-Based Access Control (RBAC), Authentications, Debugging, SQL, Microsoft Copilot",Foundations of Coding Full-Stack | Introduction to Programming With C# | Introduction to Web Development | Blazor for Front-End Development | Back-End Development with .NET | Database Integration and Management | Full-Stack Integration | Security and Authentication | Performance Optimization and Scalability | Data Structures and Algorithms | Deployment and DevOps | Full-Stack Developer Capstone Project,
Meta Front-End Developer,4.7 out of 5 stars,22K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-front-end-developer,,"HTML and CSS, Javascript, Persona (User Experience), Version Control, Bootstrap (Front-End Framework), Cascading Style Sheets (CSS), React.js, Front-End Web Development, User Experience Design, Unix Commands, Usability Testing, Interaction Design",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Principles of UX/UI Design | Front-End Developer Capstone | Coding Interview Preparation,Taught by Meta Staff
Microsoft Full-Stack Developer,4.5 out of 5 stars,167 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,,"Application Deployment, Graph Theory, HTML and CSS, Continuous Integration, CI/CD, C# (Programming Language), Full-Stack Web Development, Role-Based Access Control (RBAC), Authentications, Debugging, SQL, Microsoft Copilot",Foundations of Coding Full-Stack | Introduction to Programming With C# | Introduction to Web Development | Blazor for Front-End Development | Back-End Development with .NET | Database Integration and Management | Full-Stack Integration | Security and Authentication | Performance Optimization and Scalability | Data Structures and Algorithms | Deployment and DevOps | Full-Stack Developer Capstone Project,
Mobile Security,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-mobile-security,6 modules,"Analysis, Android (Operating System), Malware Protection, Computer Security, Debugging, Investigation, Mobile Development, Application Security, Disaster Recovery, Security Strategy, Computer Security Incident Management, Apple iOS, File Systems, Encryption, Legal Proceedings, Cloud Security, Cybersecurity, Criminal Investigation and Forensics, Secure Coding, Mobile Security",Mobile Device Fundamentals | Forensic Analysis of Mobile Operating Systems | Mobile Forensics Tools | Digital Evidence Acquisition | Digital Investigation of Mobile Apps | Mobile Device Security,"Matt Bushby, Macquarie University"
"Backend Development: Node.js, Express, MongoDB & REST APIs",N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/backend-development-nodejs-express-mongodb-restapis,3 modules,"Full-Stack Web Development, API Design, Software Architecture, Authorization (Computing), JavaScript Frameworks, Database Design, Node.JS, Web Applications, MongoDB, Authentications, Server Side, Scalability, Database Management, Restful API, Back-End Web Development, Secure Coding, NoSQL",Introduction to Server-Side Development | Working with Databases | Building and Consuming APIs,Board Infinity
"Web Security, Social Engineering & External Attacks",N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-web-security-social-engineering-external-attacks-5eje3,11 modules,"Cybersecurity, Malware Protection, Secure Coding, Javascript, Security Awareness, Application Security, Vulnerability Assessments, Network Security, Cyber Attacks, Penetration Testing, Web Applications",Attacks On Users | Social Engineering | Social Media Security | Beef | External Network Attacks | Fake Game Website Attacks | Post Hacking Sessions | Hacker Methodology | Website Reconnaissance | Website Pentesting | Cross Site Scripting,Packt - Course Instructors
GraphQL Mastery: From Fundamentals to Production,N/A,N/A,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/graphql-mastery-from-fundamentals-to-production,,"Application Deployment, Secure Coding, Application Performance Management, JavaScript Frameworks, Cloud Applications, Authentications, Cloud API, Application Programming Interface (API), Maintainability","GraphQL FundamentalsâDesign APIs,Schema,Frontend Integration | GraphQL API Development: Schema Design,Security & Deployment | Advanced GraphQL for Developers: Optimize & Scale Modern API",Board Infinity
DevSecOps,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mq-csa-devsecops,6 modules,"Security Engineering, Software Design, IT Security Architecture, DevSecOps, Secure Coding, DevOps, Git (Version Control System), API Design, Cybersecurity, Infrastructure as Code (IaC), Software Architecture, Cloud-Native Computing, Microsoft Azure, Hardening, Software Engineering, Web Applications, Kubernetes, Containerization, Role-Based Access Control (RBAC), Azure DevOps",Development and Operations with Security | Secure Software Development | Application Aspects of DevSecOps | DevSecOps in Pipelines | DevSecOps in Cloud Environment (based on Azure) | Threats and Attacks,"Matt Bushby, Macquarie University"
The Billing and Collection Process,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/the-billing-and-collection-process,6 modules,"Health Information Management, Accounts Receivable, Billing, Billing Systems, Claims Processing, Revenue Cycle Management, Billing & Invoicing, Health Care Procedure and Regulation, Medical Billing and Coding, Regulatory Compliance, Payment Processing and Collection, ICD Coding (ICD-9/ICD-10)",Intro Video | Module 1 - Claim Forms | Module 2 - Billing | Module 3 - A/R and Collection Concepts | Final Exam | Wrap-up Video,Katherine Abel
Using R for Geostatistical Geospatial Modeling,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/using-r-for-geostatistical-geospatial-modeling,6 modules,"Spatial Analysis, Rmarkdown, Statistical Modeling, Statistical Methods, Simulations, Box Plots, Exploratory Data Analysis, Data Cleansing, Geostatistics, Plot (Graphics), Data Analysis, R Programming, Geospatial Information and Technology, Descriptive Statistics, Spatial Data Analysis",Introduction | Overview of R | Analytics for Geostatistical Modeling | Geostatistical Spatial Modeling (Variograms) | Geostatistical Estimation- Kriging in R | Conditional Simulation and Post Processing Geostatistical Models,"Jeffrey Yarus, Case Western Reserve University"
Insurance Specifics,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/insurance-specifics,7 modules,"Regulatory Compliance, Healthcare Industry Knowledge, Insurance, ICD Coding (ICD-9/ICD-10), Revenue Cycle Management, Medical Billing and Coding, Medicare, Insurance Policies, Billing & Invoicing, Health Information Management, Claims Processing","Intro Video | Module 1 â Government Carriers (Medicare, Medicaid, and TRICARE) | Module 2 â Blue Cross/Blue Shield | Module 3 â Commercial Insurance Carriers | Module 4 â Workersâ Compensation | Final Exam | Wrap-up Video",Katherine Abel
Introduction to Certified Professional Biller,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-certified-professional-biller,6 modules,"Healthcare Industry Knowledge, Health Care Procedure and Regulation, Administration, Revenue Cycle Management, Insurance, Medicare, Patient Registration, Health Systems, Medical Billing and Coding",Intro Video | Module 1 - Introduction to Healthcare | Module 2 - Health Insurance Models | Module 3 - Patient Registration Process/Data Capture | Final Exam | Wrap-up Video,Katherine Abel
Case Studies in Geostatistical Modeling,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/case-studies-in-geostatistical-modeling,7 modules,"Statistical Analysis, Geospatial Information and Technology, Simulation and Simulation Software, Statistical Modeling, Estimation, Spatial Analysis, Data Integration, Geostatistics, Data Analysis, Exploratory Data Analysis, Statistical Methods, Data Cleansing",Introduction | Data Loading | EDA (Exploratory Data Analysis) | Spatial Modeling | Interpolation | Simulation | Conclusion,"Jeffrey Yarus, Case Western Reserve University"
Microsoft Front-End Developer,4.4 out of 5 stars,100 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-front-end-developer,,"User Interface (UI), HTML and CSS, Javascript, Open Web Application Security Project (OWASP), C# (Programming Language), Secure Coding, Web Design, Front-End Web Development, Authentications, User Interface and User Experience (UI/UX) Design, Debugging, Microsoft Copilot",Foundations of Coding Front-End | Introduction to Programming With C# | Introduction to Web Development | Blazor for Front-End Development | UI/UX Design Principles | Web Application Security,
Basic Principles of Geostatistical Geospatial Modeling,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/basic-principles-of-geostatistical-geospatial-modeling,5 modules,"Descriptive Statistics, Exploratory Data Analysis, Statistical Analysis, R Programming, Statistical Methods, Correlation Analysis, Regression Analysis, Data Validation, Spatial Analysis, Geospatial Mapping, Geostatistics, Probability & Statistics, Histogram, Statistical Modeling, Box Plots, Data Analysis, Geospatial Information and Technology, Simulation and Simulation Software, Spatial Data Analysis",Introduction | Exploratory Data Analytics | Spatial Modeling | Kriging | Simulation and Post-Processing,"Jeffrey Yarus, Case Western Reserve University"
Excel Basics for Data Analysis,4.8 out of 5 stars,9.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,5 modules,"Spreadsheet Software, Data Import/Export, Pivot Tables And Charts, Data Analysis, Google Sheets, Data Cleansing, Data Wrangling, Microsoft Excel, Information Privacy, Data Quality, Data Manipulation, Data Visualization Software, Data Science, Excel Formulas",Introduction to Data Analysis Using Spreadsheets | Getting Started with Using Excel Spreadsheets | Cleaning & Wrangling Data Using Spreadsheets | Analyzing Data Using Spreadsheets | Final Project,"Sandip Saha Joy, Steve Ryan"
Programming with JavaScript,4.7 out of 5 stars,4.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-with-javascript,5 modules,"Debugging, Programming Principles, Functional Design, JSON, Package and Software Management, Event-Driven Programming, Program Development, Javascript, Unit Testing, Data Structures, Jest (JavaScript Testing Framework), Front-End Web Development, Object Oriented Programming (OOP), Computer Programming, Node.JS, Web Applications",Introduction to Javascript | The Building Blocks of a Program | Programming Paradigms | Testing | End-of-Course Graded Assessment,Taught by Meta Staff
Microsoft Back-End Developer,4.6 out of 5 stars,120 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-back-end-developer,,"Application Deployment, Graph Theory, Continuous Integration, CI/CD, C# (Programming Language), Database Management, Role-Based Access Control (RBAC), Authentications, Debugging, SQL, Microsoft Copilot, Back-End Web Development",Foundations of Coding Back-End | Introduction to Programming With C# | Back-End Development with .NET | Database Integration and Management | Security and Authentication | Performance Optimization and Scalability | Data Structures and Algorithms | Deployment and DevOps,
Medical Office Procedures and Administration Fundamentals,4.8 out of 5 stars,806 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals,,"Care Coordination, Cultural Sensitivity, Professional Development, Medical Privacy, Health Information Management, Practice Management Software, Professionalism, Medical Office Procedures, Cultural Responsiveness, Patient Registration, Electronic Medical Record, Cultural Diversity",Professionalism in Allied Health | Medical Administrative Assistants and the Healthcare Team | Medical Administrative Assistants and Office Procedures,Jennifer Zabel
Data Science Coding Challenge: Loan Default Prediction,4.7 out of 5 stars,94 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-science-coding-challenge-loan-default-prediction,,"Jupyter, Predictive Modeling, Applied Machine Learning, Data Science, Data Analysis, Data Processing, Python Programming, Machine Learning, Data Manipulation, Predictive Analytics",,Coursera Project Network
Introduction to Basic Game Development using Scratch,4.5 out of 5 stars,1.5K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-to-basic-game-development-using-scratch,,"Event-Driven Programming, Program Development, Computer Programming, Debugging, Video Game Development, Algorithms, Interactive Design, Computer Science, Animation and Game Design, Game Design, Integrated Development Environments, Programming Principles, Computer Programming Tools",,"Stacey Shanklin-Langford, Coursera Project Network"
Programming in Python,4.6 out of 5 stars,1.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-in-python,5 modules,"Django (Web Framework), Object Oriented Programming (OOP), Debugging, Test Driven Development (TDD), Integrated Development Environments, Software Testing, Python Programming, Unit Testing, Data Structures, Development Environment, Computer Programming, Programming Principles, Cloud Hosting","Getting started with Python | Basic Programming with Python | Programming paradigms | Modules, packages, libraries and tools | End-of-Course Graded Assessment",Taught by Meta Staff
Learn to Program: Crafting Quality Code,4.6 out of 5 stars,728 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/program-code,5 modules,"Debugging, Object Oriented Programming (OOP), Python Programming, Computational Thinking, Test Case, Unit Testing, Software Testing, Algorithms, Data Structures",Week 1 | Week 2 | Week 3 | Week 4 | Week 5,"Jennifer Campbell, Paul Gries, University of Toronto"
Learn to Program: The Fundamentals,4.7 out of 5 stars,6.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-to-program,7 modules,"Computer Programming, Integrated Development Environments, Software Documentation, File Management, Programming Principles, Data Structures, Debugging, Python Programming, Program Development","Python, Variables, and Functions | Strings and Designing Functions | Booleans, Import, Namespaces, and if Statements | For Loops and Fancy String Manipulation | While Loops, Lists, and Mutability | For Loops Over Indices, Parallel and Nested Lists and Strings, and Files | Tuples and Dictionaries","Jennifer Campbell, Paul Gries, University of Toronto"
"Revenue Cycle, Billing, and Coding",4.8 out of 5 stars,12 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/revenue-cycle-billing-and-coding,4 modules,"Health Information Management, Revenue Cycle Management, Medical Billing and Coding, Price Negotiation, ICD Coding (ICD-9/ICD-10), Payment Processing and Collection, Registration, Billing Systems, Revenue Management, Insurance, Patient Registration, Medicare, Billing, Claims Processing","Registration | Insurance | Basics of Billing and Coding | Denials, Collections, Estimates and Price Transparency","Maura McGuire, MD, CPC, FACP, Michelle J. Campbell, Johns Hopkins University"
Creative Coding: Hands-On Python,3.8 out of 5 stars,11 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/creative-coding,,"Data Manipulation, Scatter Plots, Development Testing, Integrated Development Environments, Database Management, Creative Design, Unit Testing, Debugging, Data Visualization Software, SQL, Data Transformation, Web Scraping",Big Ideas in Programming: Expressing Yourself with Python | The Power of Object-Oriented Programming | Debugging: Hunting and Squashing Bugs | Answering Interesting Questions with Data,"Barbara Ericson, University of Michigan"
AI Python for Beginners,4.8 out of 5 stars,127 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-python-for-beginners,4 modules,"ChatGPT, Data Structures, Application Programming Interface (API), Automation, Python Programming, Jupyter, Large Language Modeling, Computer Programming, Scripting, Prompt Engineering, Generative AI, Application Development, Artificial Intelligence, Data Analysis",Basics of AI Python Coding | Automating Tasks with Python | Working with Your Own Data and Documents in Python | Extending Python with Packages and APIs,Andrew Ng
Automate Cybersecurity Tasks with Python,4.8 out of 5 stars,3.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4 modules,"Automation, Scripting, File Management, Algorithms, Computer Programming, Debugging, Python Programming, Data Structures, Cybersecurity, Cyber Security Assessment, Programming Principles, Integrated Development Environments",Introduction to Python | Write effective Python code | Work with strings and lists | Python in practice,
C for Everyone: Structured Programming,4.6 out of 5 stars,772 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/c-structured-programming,6 modules,"C (Programming Language), Debugging, Computer Programming, Data Structures, C++ (Programming Language), File Systems, Algorithms, Command-Line Interface, Integrated Development Environments, Program Development",Week 1 | Week 2 | Week 3 | Week 4 | Week 5 | Final,"Ira Pohl, University of California, Santa Cruz"
Get Started with Python,4.8 out of 5 stars,1.6K reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/get-started-with-python,5 modules,"Algorithms, Data Structures, Jupyter, Pandas (Python Package), Object Oriented Programming (OOP), Scripting, Programming Principles, Data Visualization, Data Manipulation, NumPy, Python Programming, Data Analysis","Hello, Python! | Functions and conditional statements | Loops and strings | Data structures in Python | Course 2 end-of-course project",
Introduction to Computer Programming,4.1 out of 5 stars,906 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-computer-programming,3 modules,"Debugging, Human Computer Interaction, Interactive Design, Computer Graphics, Data Management, Animations, Development Environment, User Interface (UI), Javascript, Program Development, Computer Programming","Your development environment | Drawing in 2D | Variables, objects and interaction","Dr Edward Anstead, Dr Simon Katan, University of London, Goldsmiths, University of London"
Foundations of Coding Back-End,4.9 out of 5 stars,57 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-coding-back-end,6 modules,"Programming Principles, Data Structures, Version Control, Algorithms, Engineering Software, Microsoft Copilot, Git (Version Control System), Pseudocode, Back-End Web Development, Software Engineering, Computational Thinking, GitHub, C# (Programming Language), Program Development, Integrated Development Environments, Debugging","Introduction to Back-End Development | Introduction to Logical Thinking and Problem-Solving | Algorithms, Flowcharts, and Data Types | Control Structures and Loops | Functions, Methods, and Scope | Integrated Coding Practice and Project Development",
Bioinformatics,4.3 out of 5 stars,1.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/bioinformatics,,"Bioinformatics, Machine Learning, Biochemistry, Pharmacology, Statistical Analysis, Unsupervised Learning, Applied Machine Learning, Microbiology, Infectious Diseases, Biology, Life Sciences, Markov Model","Finding Hidden Messages in DNA (Bioinformatics I) | Genome Sequencing (Bioinformatics II) | Comparing Genes, Proteins, and Genomes (Bioinformatics III) | Molecular Evolution (Bioinformatics IV) | Genomic Data Science and Clustering (Bioinformatics V) | Finding Mutations in DNA and Proteins (Bioinformatics VI) | Bioinformatics Capstone: Big Data in Biology","Pavel  Pevzner, Phillip Compeau, Nikolay Vyahhi, University of California San Diego"
Programming Fundamentals,4.7 out of 5 stars,6.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-fundamentals,4 modules,"Computer Programming, Software Testing, Pseudocode, Algorithms, Computational Thinking, Problem Solving, Debugging, Programming Principles, Data Structures",Introduction | Reading Code | Types | Project,"Andrew D. Hilton, Genevieve M. Lipp, Anne Bracy, Duke University"
Python and Statistics for Financial Analysis,4.4 out of 5 stars,4.5K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-statistics-financial-analysis,4 modules,"Probability & Statistics, Financial Modeling, Financial Data, Financial Trading, Financial Analysis, Risk Analysis, Pandas (Python Package), Python Programming, Statistical Methods, Statistical Inference, Statistical Analysis, Data Visualization, Data Manipulation, Regression Analysis, Jupyter",Visualizing and Munging Stock Data | Random variables and distribution | Sampling and Inference | Linear Regression Models for Financial Analysis,"Xuhu Wan, The Hong Kong University of Science and Technology"
Introduction to Python Programming,4.6 out of 5 stars,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-programming-intro,4 modules,"Computational Thinking, File Management, Jupyter, Data Import/Export, Scripting, Computer Programming, Python Programming, Data Structures, Integrated Development Environments, Programming Principles, Software Development Tools","Module 1 : Course Introduction, Intro to Programming and The Python Language, Variables, Conditionals, Jupyter Notebook, and IDLE | Module 2 : Intro to Lists, Loops, and Functions | Module 3 : More with Lists, Strings, Tuples, Sets, and PyCharm | Module 4 : Dictionaries and Files","Brandon Krakowsky, University of Pennsylvania"
IBM Applied DevOps Engineering,4.7 out of 5 stars,7.3K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,,"Application Deployment, System Monitoring, OpenShift, Continuous Integration, Kubernetes, CI/CD, Open Web Application Security Project (OWASP), Secure Coding, Containerization, Jenkins, Agile Methodology, Cloud Applications","Introduction to DevOps | Introduction to Agile Development and Scrum | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | DevOps Capstone Project","John Rofrano, Upkar Lidder, Alex Parker, Ramanujam Srinivasan"
Creative Coding: Hands-On Python,3.8 out of 5 stars,11 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/creative-coding,,"Data Manipulation, Scatter Plots, Development Testing, Integrated Development Environments, Database Management, Creative Design, Unit Testing, Debugging, Data Visualization Software, SQL, Data Transformation, Web Scraping",Big Ideas in Programming: Expressing Yourself with Python | The Power of Object-Oriented Programming | Debugging: Hunting and Squashing Bugs | Answering Interesting Questions with Data,"Barbara Ericson, University of Michigan"
AI Python for Beginners,4.8 out of 5 stars,127 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-python-for-beginners,4 modules,"ChatGPT, Data Structures, Application Programming Interface (API), Automation, Python Programming, Jupyter, Large Language Modeling, Computer Programming, Scripting, Prompt Engineering, Generative AI, Application Development, Artificial Intelligence, Data Analysis",Basics of AI Python Coding | Automating Tasks with Python | Working with Your Own Data and Documents in Python | Extending Python with Packages and APIs,Andrew Ng
Automate Cybersecurity Tasks with Python,4.8 out of 5 stars,3.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4 modules,"Automation, Scripting, File Management, Algorithms, Computer Programming, Debugging, Python Programming, Data Structures, Cybersecurity, Cyber Security Assessment, Programming Principles, Integrated Development Environments",Introduction to Python | Write effective Python code | Work with strings and lists | Python in practice,
