課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Building Scalable Java Microservices with Spring Boot and Spring Cloud,4.3 out of 5 stars,1.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-cloud-java-spring,3 modules,"Google Cloud Platform, Data Migration, Microservices, Cloud Applications, Application Performance Management, Application Programming Interface (API), Kubernetes, Spring Boot, Databases, Cloud Services, Software Architecture, Java, Application Deployment",Course introduction | Introduction to Google Cloud Services and Spring Boot | Building the Demo Application,"Google Cloud Training, Google Cloud, Qwiklabs Terms of Service"
Introduction to Programming with Python and Java,4.5 out of 5 stars,1.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/programming-python-java,,"Eclipse (Software), Matplotlib, Software Testing, Programming Principles, Pivot Tables And Charts, Object Oriented Design, Unit Testing, Java Programming, Data Visualization, Debugging, Data Cleansing, Python Programming",Introduction to Python Programming | Data Analysis Using Python | Introduction to Java and Object-Oriented Programming | Inheritance and Data Structures in Java,"Brandon Krakowsky, University of Pennsylvania"
IBM Full Stack Software Developer,4.6 out of 5 stars,56K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,,"Software Architecture, Kubernetes, Software Development Life Cycle, Node.JS, Jupyter, Cloud Computing, Prompt Engineering, React Redux, Application Deployment, Git (Version Control System), Server Side, Restful API","Introduction to Software Engineering | Introduction to Cloud Computing | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Django Application Development with SQL and Databases | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Full Stack Application Development Capstone Project | Full Stack Software Developer Assessment | Generative AI:Â Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Abhishek Gagneja, Richa Arora, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Yan Luo, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan"
Programming with Java,4.3 out of 5 stars,53 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-with-java,4 modules,"Software Development, Object Oriented Design, File Management, Java, Debugging, Maintainability, Object Oriented Programming (OOP), Data Import/Export",Advanced OOP concepts | Defensive programming: Error handling | File handling | Final project and assessment: Programming with Java,
Object Oriented Programming in Java,4.7 out of 5 stars,5.8K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/object-oriented-java,6 modules,"Computer Programming, User Interface (UI), Software Documentation, Object Oriented Programming (OOP), Java, Event-Driven Programming, Data Structures, Algorithms, Debugging, Software Engineering, Java Programming, Interactive Data Visualization","Welcome and Project Overview: Visualizing Data | Memory Models, Scope, and Starting the Project | Graphical output: Creating GUIs and Displaying Data | Inheritance | GUIs: Responding to User Events | Searching and Sorting: From Code to Algorithms","Mia Minnes, Leo Porter, Christine Alvarado, University of California San Diego"
Core Java for Complete Beginners,4.7 out of 5 stars,67 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/core-java-course,,"Software Architecture, Software Testing, Programming Principles, Application Security, Java Platform Enterprise Edition (J2EE), Authentications, Software Design Patterns, Unit Testing, Java Programming, Debugging, JUnit, Secure Coding",Core Java - Foundations | Core Java - Multithreading and Classes | Core Java - Advanced Fundamentals | Core Java - Design Patterns,
Amazon Junior Software Developer,4.6 out of 5 stars,291 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/amazon-junior-software-developer,,"Software Development Life Cycle, Systems Development, Generative AI, Object Oriented Design, Database Management, Java Programming, SQL, JUnit, MySQL, Git (Version Control System), Restful API, Software Development",Introduction to Software Development | Programming with Java | Data Structures and Algorithms | Database Management with Java and SQL | Full Stack Web Development | Generative AI in Software Development | Application Development,
Introduction to Java,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-java,4 modules,"Software Development, Integrated Development Environments, Algorithms, Java, Computer Programming, Debugging, Java Programming, Programming Principles, Data Structures, Development Environment, Eclipse (Software), Object Oriented Programming (OOP)",Introduction to Java | Programming in Java | Troubleshooting with Java. Algorithms. Collections | Programming in Java. Input/output flows. Error handling,"Guido Chiesa, Universidad de Palermo"
Object-Oriented Programming with Java,4.7 out of 5 stars,11 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/object-oriented-programming-with-java-up,4 modules,"Software Design Patterns, Software Design, Java, Software Development, Object Oriented Design, Object Oriented Programming (OOP), Programming Principles",The fundamental concepts of OOP | Relationships between objects | Inheritance | Inheritance and polimorfism,"Guido Chiesa, Universidad de Palermo"
Java Programming for Beginners,5 out of 5 stars,25 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/java-for-programming-beginners,5 modules,"Integrated Development Environments, Development Environment, Programming Principles, Object Oriented Programming (OOP), Data Structures, Java Programming, Java, Computer Programming",Introduction to the Java Environment and Ecosystem | Building Blocks of Java Programming | Control Structures and String Handling | Robust Exception Handling | Final Project and Course Wrap-Up,"IBM Skills Network Team, Ramanujam Srinivasan"
Introduction to Java and Object-Oriented Programming,4.5 out of 5 stars,321 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/java-object-oriented-programming,3 modules,"Programming Principles, Object Oriented Design, Program Development, Computer Programming, Software Testing, Object Oriented Programming (OOP), Test Driven Development (TDD), Data Structures, Unit Testing, Java, Java Programming","Module 1 :  Introduction to Java, Classes, & Eclipse | Module 2 : Unit Testing, Arrays, & ArrayLists | Module 3 : Static Variables, Methods, & Polymorphism Using Overloading","Brandon Krakowsky, University of Pennsylvania"
Programming with JavaScript,4.7 out of 5 stars,4.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-with-javascript,5 modules,"Development Environment, Test Case, Front-End Web Development, Web Development Tools, Unit Testing, Object Oriented Programming (OOP), Jest (JavaScript Testing Framework), Javascript, Package and Software Management, Web Applications, Debugging, Node.JS, Computer Programming, Event-Driven Programming, JSON, Scripting Languages, Program Development, Programming Principles, Data Structures, Scripting",Introduction to Javascript | The Building Blocks of a Program | Programming Paradigms | Testing | End-of-Course Graded Assessment,Taught by Meta Staff
Advanced Java,4.4 out of 5 stars,48 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-java,3 modules,"Spring Boot, Spring Framework, Java, Systems Architecture, Restful API, Load Balancing, Web Applications, Apache Maven, Back-End Web Development, Server Side, Microservices, Java Programming, Scalability, Cloud Development, Software Architecture",Welcome & Module 1: Servlets and JSP | Module 2: Introduction to Maven + Backend Development using Spring Boot | Module 3: Microservices and Spring Cloud,Upasana Dewangan
Learn Java Programming,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learn-java-programming,4 modules,"Software Development, Computer Programming, Java Programming, Computational Logic, Object Oriented Programming (OOP), Algorithms, Java, Programming Principles","Introduction to Learn Java Programming | Elementary Programming | Conditional Statements, Mathematical Functions, Characters and Strings | Open Course Assessment","Christos Chrysoulas, Heriot-Watt University"
Data Structures & Backend with Java,4.3 out of 5 stars,110 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-structures--backend-with-java,3 modules,"Java Programming, Back-End Web Development, Java, Spring Framework, Web Services, Authentications, Restful API, Data Structures, Model View Controller, Spring Boot, Object Oriented Programming (OOP), Authorization (Computing)",Data Structures in Java | Spring and Spring Boot Introduction | RESTFul web services and Spring Boot Security,Board Infinity
Introducción a Java,4.1 out of 5 stars,939 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduccion-java,5 modules,"Java, Object Oriented Design, Object Oriented Programming (OOP), Algorithms, Computer Programming, User Interface (UI), Java Programming, Software Design, Data Structures",El proceso de programaciÃ³n | ProgramaciÃ³n bÃ¡sica en Java | Avanzando en la programaciÃ³n de Java | Arreglos y su manipulaciÃ³n | InteracciÃ³n con el usuario,"Elisa Viso Gurovich, Universidad Nacional AutÃ³noma de MÃ©xico"
Java Enterprise Edition,4.6 out of 5 stars,211 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/java-ee,,"Scripting, Middleware, Java Platform Enterprise Edition (J2EE), Model View Controller, Data Sharing, Apache Tomcat, Application Deployment, Application Frameworks, Web Applications, Enterprise Architecture, Server Side, Application Servers",Introduction to Java Enterprise Edition (EE) | Managing Scope in a Java Enterprise Edition Application | Java Servlet Pages (JSPs) | Enterprise Java Beans (EJBs) and the Jakarta Persistence API (JPA),"Ed Lance, Grayson Lyvers, Derek Parsons"
Spring Framework,3.9 out of 5 stars,676 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/spring-framework,,"Software Architecture, Spring Boot, API Gateway, Microservices, Model View Controller, Transaction Processing, Web Services, Java Programming, YAML, JUnit, Application Frameworks, Restful API","Spring - Ecosystem and Core | Spring MVC, Spring Boot  and Rest Controllers | Spring Data Repositories | Spring - Cloud Overview",Derek Parsons
IBM Full-Stack JavaScript Developer,4.6 out of 5 stars,7.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer,,"Cloud-Native Computing, Software Architecture, Kubernetes, Ajax, Software Development Life Cycle, CI/CD, Javascript, Node.JS, React Redux, Application Deployment, Development Environment, Git (Version Control System)","Introduction to Software Engineering | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | JavaScript Programming Essentials | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Get Started with Cloud Native, DevOps, Agile, and NoSQL | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Node.js & MongoDB: Developing Back-end Database Applications | JavaScript Full Stack Capstone Project | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Muhammad Yahya, Richa Arora, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Bethany Hudnutt, Ramanujam Srinivasan"
Introduction to Java Programming: Java Fundamental Concepts,4.4 out of 5 stars,172 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-to-java-programming-java-fundamental-concepts,,"Integrated Development Environments, Java, Computer Programming, Java Programming, Programming Principles, Debugging, Object Oriented Programming (OOP), Mobile Development",,"Nyanjui Arthur, Coursera Project Network"
Programming in Java: A Hands-on Introduction,4.6 out of 5 stars,186 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/hands-on-java,,"Programming Principles, Apache Maven, File Management, Integrated Development Environments, Unit Testing, Java Programming, Software Documentation, Debugging, JUnit, Restful API, Data Validation, Computer Programming","Java Basics: Selection and Iteration | Java Basic Structures: Arrays, Strings, and Files | Java Object Basics: Functions, Recursion, and Objects | Object-Oriented Java: Inheritance and Encapsulation | Core Java","Dmitrii Suchkov, Elise Deitrick, Patrick Ester, Anh Le"
Computer Science: Programming with a Purpose,4.7 out of 5 stars,1.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cs-programming-java,10 modules,"Object Oriented Programming (OOP), Computer Science, Java Programming, Performance Tuning, Debugging, Data Structures, Computational Thinking, Program Development, Java, Computer Programming, Animations, Algorithms, Programming Principles",BASIC PROGRAMMING CONCEPTS | CONDITIONALS AND LOOPS | ARRAYS | INPUT AND OUTPUT | FUNCTIONS AND LIBRARIES | RECURSION | PERFORMANCE | ABSTRACT DATA TYPES | CREATING DATA TYPES | PROGRAMMING LANGUAGES,"Robert Sedgewick, Kevin Wayne, Princeton University"
Data Structures and Algorithms,4.5 out of 5 stars,31 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developer-data-structures-and-algorithms,4 modules,"Version Control, Git (Version Control System), Data Structures, Development Testing, Software Development, Software Testing, Performance Tuning, Test Driven Development (TDD), Java Programming, Programming Principles, Debugging, Scalability, GitHub, Algorithms, JUnit, Computer Programming, Java, Unit Testing, Program Development",Data structures | Searching and sorting algorithms | Basic Testing | Final project and assessment: Data structures and algorithms,
Meta Front-End Developer,4.7 out of 5 stars,22K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-front-end-developer,,"HTML and CSS, Persona (User Experience), Javascript, GitHub, Usability Testing, React.js, Jest (JavaScript Testing Framework), Git (Version Control System), Front-End Web Development, Bootstrap (Front-End Framework), Interaction Design, Mobile Development",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Principles of UX/UI Design | Front-End Developer Capstone | Coding Interview Preparation,Taught by Meta Staff
Java程序设计,4.6 out of 5 stars,208 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/java-chengxu-sheji,12 modules,"Software Design Patterns, C and C++, Computer Programming, UI Components, Test Driven Development (TDD), Software Development Tools, Debugging, Network Model, Data Structures, Object Oriented Programming (OOP), Java Programming",Javaè¯­è¨ä¸é¢åå¯¹è±¡çç¨åºè®¾è®¡ | ç®åçJavaç¨åº | æ°æ®è¿ç®ãæµæ§å¶åæ°ç» | ç±»ãååæ¥å£ | æ·±å¥çè§£Javaè¯­è¨ | å¼å¸¸å¤ç | å·¥å·ç±»åå¸¸ç¨ç®æ³ | Javaçå¤çº¿ç¨ | æµãæä»¶ååºäºææ¬çåºç¨ | å¾å½¢ç¨æ·çé¢ | ç½ç»ãå¤åªä½ãæ°æ®åºç¼ç¨ | åå¥½ç¨åºåä¸äºæ·±å¥è¯é¢(*),Peking University
"Algorithms, Part I",4.9 out of 5 stars,12K reviews,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/algorithms-part1,13 modules,"Data Structures, Object Oriented Programming (OOP), Computer Programming, Performance Testing, Computational Thinking, Theoretical Computer Science, Java Programming, Algorithms, Java",Course Introduction | UnionâFind | Analysis of Algorithms | Stacks and Queues | Elementary Sorts | Mergesort | Quicksort | Priority Queues | Elementary Symbol Tables | Balanced Search Trees | Geometric Applications of BSTs | Hash Tables | Symbol Table Applications,"Kevin Wayne, Robert Sedgewick, Princeton University"
JavaScript for Beginners,4.7 out of 5 stars,1.1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/javascript-beginner,,"HTML and CSS, Game Design, Scripting, Animations, jQuery, UI Components, Ajax, Javascript, Event-Driven Programming, Web Design and Development, Scripting Languages, Web Applications",JavaScript Basics | Animation with JavaScript and jQuery | Interactivity with JavaScript and jQuery | Data Manipulation in JavaScript,"William Mead, University of California, Davis"
Java Development Deep Dive,4 out of 5 stars,9 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/java-development-deep-divep-dive,,"Java Platform Enterprise Edition (J2EE), Model View Controller, Software Design Patterns, Object Oriented Design, Java Programming, OS Process Management, Enterprise Application Management, Application Frameworks, Web Applications, Secure Coding, Enterprise Architecture, Extensible Markup Language (XML)",Mastering Spring Framework | Spring MVC for Developers: Techniques and Best Practices | Java EE Essentials: Best Practices for Enterprise Solutions | Java Multi-Threading Mastery: From Basics to Advanced,Board Infinity
"Parallel, Concurrent, and Distributed Programming in Java",4.6 out of 5 stars,1.6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/pcdp,,"Software Architecture, System Programming, Programming Principles, Systems Architecture, Apache Hadoop, Java Programming, Functional Design, Apache Spark, Application Frameworks, Dataflow, Apache Kafka, Algorithms",Parallel Programming in Java | Concurrent Programming in Java | Distributed Programming in Java,"Vivek Sarkar, Rice University"
Java: Data Structures and Algorithms,N/A,N/A,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/codio-java-dsa,,"Programming Principles, Java Programming, Theoretical Computer Science, Algorithms, Computer Programming, Computational Thinking, Java, Object Oriented Programming (OOP), Data Structures, Performance Tuning",Java: Algorithms | Java: Linear Data Structures and Trees | Java: Non-Linear Data Structures,"Patrick Ester, Kevin Noelsaint"
Java Development Capstone Project,N/A,N/A,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/java-development-capstone-project,6 modules,"Back-End Web Development, Restful API, Model View Controller, Java Platform Enterprise Edition (J2EE), Docker (Software), HTML and CSS, Database Application, Database Design, User Requirements Documents, CI/CD, User Story, Hibernate (Java), Java, Spring Boot, Java Programming, Full-Stack Web Development, Continuous Integration, Front-End Web Development, Software Design Documents, Databases",Project Overview and Requirements Gathering | Database Designs and JPA Models | Sample Data and Stored Procedures | Frontend and MVC | Dockerize Spring Boot Application | Final Submission and Course Wrap-Up,"IBM Skills Network Team, Upkar Lidder"
IBM iOS and Android Mobile App Developer,4.6 out of 5 stars,6.4K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc,,"Software Architecture, Android Development, Android (Operating System), Software Development Life Cycle, Apple iOS, GitHub, Prompt Engineering, React.js, React Redux, Development Environment, Git (Version Control System), Mobile Development","Introduction to Mobile App Development | Introduction to Software Engineering | Get Started with Android App Development | Designing User Interfaces and Experiences (UI/UX) | Getting Started with Git and GitHub | Introduction to HTML, CSS, & JavaScript | Get Started with iOS App Development | Flutter and Dart: Developing iOS, Android, and Mobile Apps | Developing Front-End Apps with React | React Native: Developing Android and iOS Apps | Mobile App Notifications, Databases, & Publishing | Mobile App Development Capstone ProjectÂ | Generative AI:Â Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development","IBM Skills Network Team, Michelle Saltoun, Muhammad Yahya, Corey Leong, Richa Arora, Skill-Up EdTech Team, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Rashi Kapoor, Bethany Hudnutt, Ramanujam Srinivasan, SkillUp EdTech"
Java for Android,4.5 out of 5 stars,3.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/java-for-android,8 modules,"Java Programming, Algorithms, Java, Mobile Development, Development Environment, Debugging, Object Oriented Programming (OOP), Android Studio, Integrated Development Environments, Data Structures, Computer Programming, Android Development",Module 1: MOOC Overview | Module 2: Introduction to Android Studio | Module 3: Writing a Simple Android App Using Basic Java Features | Module 4: Control Flow | Module 5: Structured Data | Module 6: Classes and Interfaces | ModuIe 7: Inheritance and Polymorphism | Module 8: Android Calculator App Mini-Project Assignment,"Dr. Jerry Roth, Dr. Julie L. Johnson, Michael Walker, Dr. Douglas C. Schmidt, Vanderbilt University"
Advanced Java,3.7 out of 5 stars,11 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-java-certification-course,5 modules,"Spring Boot, Model View Controller, Object-Relational Mapping, Restful API, Java Programming, Database Management, Server Side, Java, SQL, Application Frameworks, Application Servers, Web Applications, Spring Framework, Application Performance Management, Data Access","Introduction to Advanced Java and JDBC | Servlets - Development, Deployment, and Features | JSP - Fundamentals and Practical Implementations | Spring Framework | Spring Boot",
Java Database Connectivity,4.7 out of 5 stars,54 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/java-database-connectivity,,"Database Design, Java Platform Enterprise Edition (J2EE), Data Mapping, PL/SQL, Query Languages, Database Management, Transaction Processing, Database Systems, Java Programming, SQL, JUnit, Data Manipulation",Java Database Connectivity (JDBC) Introduction | Prepared Statements and Stored Procedures | Java Data Access - SQL Primer | Jakarta Persistence (JPA),"Ed Lance, Derek Parsons, Marnie Knue"
Introduction to Object-Oriented Programming with Java,4.7 out of 5 stars,508 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/object-oriented-programming-with-java,4 modules,"Computer Programming, Package and Software Management, Java, Java Programming, Virtual Machines, Object Oriented Programming (OOP)",Classes and Objects | Creating Classes | Using Java Objects | Namespaces and Java Libraries,"Evan Bergman, Noel J. Bergman"
"Java Programming: Arrays, Lists, and Structured Data",4.6 out of 5 stars,3.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/java-programming-arrays-lists-data,5 modules,"File Management, Statistical Methods, Software Engineering, Java, Web Servers, Encryption, Java Programming, Debugging, Data Analysis, Cryptography, Object Oriented Programming (OOP), Programming Principles, Data Structures, Algorithms",Welcome | Cryptography: Keeping Information Secret | GladLibs: Stories from Templates | Web Server Logs: From Logs to Visits | MiniProject: VigenÃ¨re Cipher,"Andrew D. Hilton, Robert Duvall, Owen Astrachan, Susan H. Rodger, Duke University"
Java Testing,3.8 out of 5 stars,67 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/learnquest-java-testing,,"Eclipse (Software), Software Testing, Integrated Development Environments, Unit Testing, JUnit, Development Testing, Test Execution Engine, Java, Test Tools, Test Data, Test Case, Testability",Overview of JUnit Testing | Mocking with JUnit | Java Testing: An Introduction to TDD | Parameterized and Dynamic Testing in JUnit,Grayson Lyvers
IBM Back-end JavaScript Developer,4.6 out of 5 stars,7.1K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/backend-javascript-developer,,"Cloud-Native Computing, Software Architecture, Kubernetes, Ajax, Software Development Life Cycle, OpenShift, Javascript, Node.JS, Application Deployment, Development Environment, Git (Version Control System), Server Side","Introduction to Software Engineering | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | JavaScript Programming Essentials | Developing Back-End Apps with Node.js and Express | Get Started with Cloud Native, DevOps, Agile, and NoSQL | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Node.js & MongoDB: Developing Back-end Database Applications | JavaScript Back-end Capstone Project | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Muhammad Yahya, Richa Arora, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Bethany Hudnutt, Ramanujam Srinivasan"
