課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Automate Cybersecurity Tasks with Python,4.8 out of 5 stars,3.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4 modules,"Automation, Scripting, File Management, Algorithms, Computer Programming, Debugging, Python Programming, Data Structures, Cybersecurity, Cyber Security Assessment, Programming Principles, Integrated Development Environments",Introduction to Python | Write effective Python code | Work with strings and lists | Python in practice,
Python Programming Fundamentals,4.5 out of 5 stars,239 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/microsoft-python-programming-fundamentals,6 modules,"Jupyter, Unit Testing, GitHub, Software Testing, Programming Principles, Object Oriented Programming (OOP), Integrated Development Environments, Scripting Languages, Python Programming, Data Structures, Version Control, Web Development, Program Development, Scripting, Development Environment, Debugging, Computer Programming, Algorithms, Git (Version Control System)",Introduction to Python | Python basics | Functions and modules | Data structures in Python | Error handling and debugging | Testing basics & version control,
AI Python for Beginners,4.8 out of 5 stars,127 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-python-for-beginners,4 modules,"ChatGPT, Data Structures, Application Programming Interface (API), Automation, Python Programming, Jupyter, Large Language Modeling, Computer Programming, Scripting, Prompt Engineering, Generative AI, Application Development, Artificial Intelligence, Data Analysis",Basics of AI Python Coding | Automating Tasks with Python | Working with Your Own Data and Documents in Python | Extending Python with Packages and APIs,Andrew Ng
Applied Data Science with Python,4.5 out of 5 stars,34K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-python,,"Graph Theory, Network Model, Data Visualization, Network Analysis, Visualization (Computer Graphics), Feature Engineering, Jupyter, Interactive Data Visualization, Applied Machine Learning, Scientific Visualization, Pandas (Python Package), Data Visualization Software","Introduction to Data Science in Python | Applied Plotting, Charting & Data Representation in Python | Applied Machine Learning in Python | Applied Text Mining in Python | Applied Social Network Analysis in Python","Christopher Brooks, Kevyn Collins-Thompson, Daniel Romero, V. G. Vinod Vydiswaran, University of Michigan"
Introduction to Python Programming,4.6 out of 5 stars,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-programming-intro,4 modules,"Computational Thinking, File Management, Jupyter, Data Import/Export, Scripting, Computer Programming, Python Programming, Data Structures, Integrated Development Environments, Programming Principles, Software Development Tools","Module 1 : Course Introduction, Intro to Programming and The Python Language, Variables, Conditionals, Jupyter Notebook, and IDLE | Module 2 : Intro to Lists, Loops, and Functions | Module 3 : More with Lists, Strings, Tuples, Sets, and PyCharm | Module 4 : Dictionaries and Files","Brandon Krakowsky, University of Pennsylvania"
AI Agents and Agentic AI in Python: Powered by Generative AI,4.8 out of 5 stars,6.2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents-python,,"ChatGPT, Artificial Intelligence, Productivity, Persona (User Experience), Prototyping, Agentic systems, Generative AI, Business Logic, Generative AI Agents, Software Development Tools, OpenAI, Transaction Processing",AI Agents and Agentic AI with Python & Generative AI | Prompt Engineering for ChatGPT | AI Agents and Agentic AI Architecture in Python,"Dr. Jules White, Vanderbilt University"
Programming in Python: A Hands-on Introduction,4.5 out of 5 stars,468 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/hands-on-python,,"Data Import/Export, Computer Science, Scripting, Computational Logic, Programming Principles, Computer Programming, Object Oriented Programming (OOP), Data Structures, Scripting Languages, File Management, Python Programming","Python Basics: Selection and Iteration | Python Basic Structures: Lists, Strings, and Files | Python Object Basics: Functions, Recursion, and Objects | Object-Oriented Python: Inheritance and Encapsulation","Elise Deitrick, Patrick Ester"
Python and Statistics for Financial Analysis,4.4 out of 5 stars,4.5K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-statistics-financial-analysis,4 modules,"Probability & Statistics, Financial Modeling, Financial Data, Financial Trading, Financial Analysis, Risk Analysis, Pandas (Python Package), Python Programming, Statistical Methods, Statistical Inference, Statistical Analysis, Data Visualization, Data Manipulation, Regression Analysis, Jupyter",Visualizing and Munging Stock Data | Random variables and distribution | Sampling and Inference | Linear Regression Models for Financial Analysis,"Xuhu Wan, The Hong Kong University of Science and Technology"
Learn Python,4.9 out of 5 stars,22 reviews,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/learn-python,,"User Interface (UI), Software Engineering, Scripting, Computational Thinking, Performance Tuning, Debugging, Software Development, Programming Principles, Web Development, Web Development Tools, Computer Programming, Object Oriented Programming (OOP)",Learn Python: 1 | Learn Python: 2 | Learn Python: 3,Olof Paulson
Python 101: Develop Your First Python Program,4.7 out of 5 stars,261 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/python101-develop-your-first-python-code,,"Scripting, Computer Programming, Scripting Languages, Data Analysis, Program Development, Python Programming, Game Design",,"Ryan Ahmed, Coursera Project Network"
Statistics with Python,4.6 out of 5 stars,3.3K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/statistics-with-python,,"Bayesian Statistics, Regression Analysis, Statistical Methods, Statistical Hypothesis Testing, Sampling (Statistics), Data Visualization, Predictive Modeling, Statistical Analysis, Jupyter, Statistical Programming, Data Visualization Software, Statistical Modeling",Understanding and Visualizing Data with Python | Inferential Statistical Analysis with Python | Fitting Statistical Models to Data with Python,"Brenda Gunderson, Brady T. West, Kerby Shedden, University of Michigan"
Data Processing Using Python,4.1 out of 5 stars,374 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python-data-processing,6 modules,"Data Presentation, Data Processing, Data Import/Export, NumPy, Data Analysis, Data Manipulation, Data Mining, Data Visualization, Matplotlib, Object Oriented Programming (OOP), User Interface (UI) Design, Web Scraping, Data Structures, Python Programming, Pandas (Python Package)",Welcome to learn Data Processing Using Python! | Basics of Python | Data Acquisition and Presentation | Powerful Data Structures and Python Extension Libraries | Python Data Statistics and Mining | Object Orientation and Graphical User Interface,"ZHANG Li, Nanjing University"
IBM Data Science,4.6 out of 5 stars,144K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-science,,"Data Manipulation, Data Visualization, Data Import/Export, Generative AI, Unsupervised Learning, Jupyter, Interactive Data Visualization, Data Literacy, Data Wrangling, Data Visualization Software, SQL, Supervised Learning","What is Data Science? | Tools for Data Science | Data Science Methodology | Python for Data Science, AI & Development | Python Project for Data Science | Databases and SQL for Data Science with Python | Data Analysis with Python | Data Visualization with Python | Machine Learning with Python | Applied Data Science Capstone | Generative AI: Elevate Your Data Science Career | Data Scientist Career Guide and Interview Preparation","IBM Skills Network Team, Dr. Pooja, Abhishek Gagneja, Romeo Kienzler, Joseph Santarcangelo, Polong Lin, Alex Aklson, Rav Ahuja, Saishruthi Swaminathan, Hima Vasudevan, Azim Hirjani, Aije Egwaikhide, Yan Luo, Svetlana Levitan, Jeff Grossman"
Introduction to Data Science in Python,4.5 out of 5 stars,27K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-data-analysis,4 modules,"Pivot Tables And Charts, Jupyter, Pandas (Python Package), Programming Principles, Statistical Analysis, Python Programming, Data Import/Export, NumPy, Data Science, Probability & Statistics, Data Cleansing, Data Analysis, Data Manipulation",Fundamentals of Data Manipulation with Python | Basic Data Processing with Pandas | More Data Processing with Pandas | Answering Questions with Messy Data,"Christopher Brooks, University of Michigan"
Introdução à Ciência da Computação com Python Parte 1,4.9 out of 5 stars,7.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,9 modules,"Program Development, Algorithms, Computational Thinking, Python Programming, Debugging, Computer Science, Programming Principles, Computer Programming, Data Structures, Integrated Development Environments",ApresentaÃ§Ã£o e IntroduÃ§Ã£o ao Curso | IntroduÃ§Ã£o ao Python | Condicionais - if...else | RepetiÃ§Ã£o - while | FunÃ§Ãµes | DepuraÃ§Ã£o e refatoraÃ§Ã£o | RepetiÃ§Ãµes Encaixadas | Listas | Mais sobre listas,"Fabio Kon, Universidade de SÃ£o Paulo"
Developing AI Applications with Python and Flask,4.4 out of 5 stars,1.2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-project-for-ai-application-development,3 modules,"Programming Principles, Python Programming, Integrated Development Environments, Restful API, Application Deployment, Application Programming Interface (API), Flask (Web Framework), Web Applications, Software Development Life Cycle, Style Guides, Artificial Intelligence, IBM Cloud, Unit Testing",Python Coding Practices and Packaging Concepts | Web App Deployment using Flask | Creating AI Application and Deploy using Flask,"Abhishek Gagneja, Ramesh Sannareddy"
Data Visualization with Python,4.5 out of 5 stars,12K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/python-for-data-visualization,5 modules,"Data Analysis, Histogram, Heat Maps, Data Visualization, Data Visualization Software, Matplotlib, Scatter Plots, Interactive Data Visualization, Dashboard, Geospatial Information and Technology, Box Plots, Pandas (Python Package), Data Presentation, Python Programming, Seaborn, Plotly",Introduction to Data Visualization Tools | Basic and Specialized Visualization Tools | Advanced Visualizations and Geospatial Data | Creating Dashboards with Plotly and Dash | Final Project and Exam,"Saishruthi Swaminathan, Dr. Pooja"
"Problem Solving, Python Programming, and Video Games",4.3 out of 5 stars,233 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/problem-solving-programming-video-games,12 modules,"Program Development, Computer Science, Functional Testing, Software Engineering, Problem Solving, Software Quality (SQA/SQC), Application Development, Debugging, Animation and Game Design, Pseudocode, Algorithms, Problem Management, Computational Thinking, Programming Principles, Test Planning, Game Design, Computer Programming, Video Game Development, Python Programming",Module 0: Introduction | Module 1: Design Hacking Version 1 | Module 2: Program Hacking Version 1 | Module 3: Hacking Version 2 | Module 4: Hacking Version 3 | Module 5: Hacking Version 4 & 5 | Module 6: Hacking Version 6 | Module 7: Hacking Version 7 | Module 8: Poke the Dots Version 1 & 2 | Module 9: Poke the Dots Version 3 | Module 10: Poke the Dots Version 4 | Module 11: Poke the Dots Version 5,"Duane Szafron, Paul Lu, University of Alberta"
Applying Python for Data Analysis,4.4 out of 5 stars,15 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/applying-python-for-data-analysis,1 module,"Data Visualization, Data Analysis, Correlation Analysis, Data Manipulation, Time Series Analysis and Forecasting, Data Cleansing, Data Visualization Software, Statistics, Business Analytics, Data-Driven Decision-Making, Pandas (Python Package), Python Programming, Descriptive Statistics",Applying Python for Data Analysis,"Diogo Resende, Coursera Instructor Network"
Google Advanced Data Analytics,4.7 out of 5 stars,6.8K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,,"Regression Analysis, Tableau Software, Machine Learning, Statistical Hypothesis Testing, Sampling (Statistics), Data Visualization, Statistical Analysis, Feature Engineering, Data Visualization Software, Data Transformation, Data Ethics, Interviewing Skills",Foundations of Data Science | Get Started with Python | Go Beyond the Numbers: Translate Data into Insights | The Power of Statistics | Regression Analysis: Simplify Complex Data Relationships | The Nuts and Bolts of Machine Learning | Google Advanced Data Analytics Capstone | Accelerate Your Job Search with AI,
Python Data Analytics,4.3 out of 5 stars,205 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python-data-analytics,5 modules,"Data Analysis, Python Programming, Data Manipulation, Jupyter, Data Cleansing, Matplotlib, Exploratory Data Analysis, Data Visualization, Pandas (Python Package), Programming Principles, Data Modeling, Data Processing, Scripting, Data Visualization Software",Introduction to Python | Basic Python Concepts | Obtaining and Scrubbing Data with Pandas | Exploring Data with Python | Modeling and Interpreting Data with Python,Victor Geislinger
Python Project for Data Science,4.5 out of 5 stars,4.7K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-project-for-data-science,1 module,"Dashboard, Data Manipulation, Matplotlib, Data Processing, Data Visualization Software, Jupyter, Web Scraping, Python Programming, Data Science, Data Collection, Pandas (Python Package), Data Analysis",Crowdsourcing Short squeeze Dashboard,"Azim Hirjani, Joseph Santarcangelo"
用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),4.9 out of 5 stars,893 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/pbc1,5 modules,"Programming Principles, Business Logic, Production Planning, Data Structures, Python Programming, Business Operations, Inventory Control, Information Management, Operations Management, Decision Making, Logistics, Transportation Operations, Computer Programming, Information Systems, Algorithms",ä»éº¼æ¯ãè³è¨ç®¡çãï¼è³è¨ç§æçåç®¡æç¨ | Python ç¨å¼è¨­è¨åæ¢ | æ¢ä»¶å¼é¸æèç¨å¼ç¢¼æç | é»è¦éä½åºæ¬åçèè¿´åçµæ§ | æ¸å®è³æçµæ§èä½æ¥­ç®¡çæ¼ç®æ³,"å­ä»¤å (Ling-Chieh Kung), National Taiwan University"
Introduction to Python Fundamentals,4.8 out of 5 stars,209 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-python-fundamentals,4 modules,"Scripting, Scripting Languages, Data Manipulation, Data Structures, Programming Principles, Computer Programming, Data Science, Python Programming","Hello, Python | Variables and Operations | Flow Control - Branching | Flow Control - Repetition","Di Wu, University of Colorado Boulder"
Python Programming Essentials,4.8 out of 5 stars,3.5K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-programming,4 modules,"Development Environment, Programming Principles, Debugging, Computer Programming, Integrated Development Environments, Python Programming",Python as a Calculator | Functions | Logic and Conditionals | Python Modules,"Scott Rixner, Joe Warren, Rice University"
Using Python to Access Web Data,4.8 out of 5 stars,44K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python-network-data,6 modules,"Data Access, Scripting, Data Import/Export, Restful API, Hypertext Markup Language (HTML), Application Programming Interface (API), Web Scraping, TCP/IP, Python Programming, Text Mining, Web Services, Extensible Markup Language (XML), JSON, Network Protocols, Data Capture",Getting Started | Regular Expressions (Chapter 11) | Networks and Sockets (Chapter 12) | Programs that Surf the Web (Chapter 12) | Web Services and XML (Chapter 13) | JSON and the REST Architecture (Chapter 13),"Charles Russell Severance, University of Michigan"
Python Classes and Inheritance,4.7 out of 5 stars,3.7K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-classes-inheritance,4 modules,"Unit Testing, Maintainability, Software Testing, Object Oriented Programming (OOP), Debugging, Object Oriented Design, Python Programming, Data Structures, JSON",Introduction | Classes | Extending and Modifying Classes with Inheritance and Decorators | More Advanced Functions and Exceptions,"Steve Oney, Paul Resnick, University of Michigan"
Learn to Program: The Fundamentals,4.7 out of 5 stars,6.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learn-to-program,7 modules,"Computer Programming, Integrated Development Environments, Software Documentation, File Management, Programming Principles, Data Structures, Debugging, Python Programming, Program Development","Python, Variables, and Functions | Strings and Designing Functions | Booleans, Import, Namespaces, and if Statements | For Loops and Fancy String Manipulation | While Loops, Lists, and Mutability | For Loops Over Indices, Parallel and Nested Lists and Strings, and Files | Tuples and Dictionaries","Jennifer Campbell, Paul Gries, University of Toronto"
Meta Back-End Developer,4.6 out of 5 stars,9.3K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-back-end-developer,,"Cloud Hosting, Database Design, Version Control, Bootstrap (Front-End Framework), Database Management Systems, Full-Stack Web Development, Front-End Web Development, Unix Commands, SQL, Back-End Web Development, GitHub, Django (Web Framework)",Introduction to Back-End Development | Programming in Python | Version Control | Introduction to Databases for Back-End Development | Django Web Framework | APIs | The Full Stack | Back-End Developer Capstone | Coding Interview Preparation,Taught by Meta Staff
IBM Full Stack Software Developer,4.6 out of 5 stars,56K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,,"Application Deployment, Flask (Web Framework), Object-Relational Mapping, Software Architecture, Kubernetes, Node.JS, Data Import/Export, Cloud Computing Architecture, Cloud Computing, Software Development Life Cycle, Full-Stack Web Development, Cascading Style Sheets (CSS)","Introduction to Software Engineering | Introduction to Cloud Computing | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Django Application Development with SQL and Databases | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Full Stack Application Development Capstone Project | Full Stack Software Developer Assessment | Generative AI:Â Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Abhishek Gagneja, Richa Arora, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Yan Luo, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan"
