課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
Cybersecurity Attack and Defense Fundamentals,4.6 out of 5 stars,727 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,,"Intrusion Detection and Prevention, Threat Detection, Wireless Networks, Authorization (Computing), Penetration Testing, Security Awareness, Cybersecurity, Network Security, Vulnerability Assessments, Mobile Security, Data Security, Malware Protection",Ethical Hacking Essentials (EHE) | Network Defense Essentials (NDE) | Digital Forensics Essentials (DFE),
Security & Ethical Hacking: Attacking the Network,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/security-ethical-hacking-attacking-the-network,5 modules,"Network Security, Command-Line Interface, Network Analysis, Cyber Security Assessment, General Networking, Intrusion Detection and Prevention, Virtual Private Networks (VPN), Penetration Testing, Computer Networking, Network Monitoring, Vulnerability Assessments, Network Protocols, TCP/IP, Encryption","Introductory Concepts | Essential Tooling and Libraries | Recon and Discovery with Nmap | Network Manipulation, Positioning and Practical Attacks/Defenses | Encrypted Tunneling for Remote Attacks with SSH","Ahmed M. Hamza, University of Colorado Boulder"
"Penetration Testing, Threat Hunting, and Cryptography",4.6 out of 5 stars,2.5K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ibm-penetration-testing-threat-hunting-cryptography,6 modules,"Cyber Threat Hunting, Open Web Application Security Project (OWASP), Threat Modeling, Network Analysis, Threat Detection, Application Security, Penetration Testing, Test Planning, Code Review, Cyber Operations, Cyber Threat Intelligence, Cybersecurity, Vulnerability Assessments, Vulnerability Scanning, Security Testing, Cryptography, Threat Management, MITRE ATT&CK Framework, Encryption, Security Information and Event Management (SIEM)",Penetration Testing: Planning and Discovery Phases | Penetration Testing: Attack Phase | Penetration Testing: Reporting Phase | Threat Hunting and Threat Intelligence | Cryptography: Principles and Techniques | Final Project and Wrap-Up,"Dr. Manish Kumar, IBM Skills Network Team, Dee Dee Collette"
Metasploit for Beginners: Ethical Penetration Testing,4.8 out of 5 stars,55 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/metasploit-for-beginners-ethical-penetration-testing,,"Cyber Security Assessment, Vulnerability Assessments, Vulnerability Scanning, Technical Communication, Cybersecurity, Penetration Testing, Command-Line Interface, Virtual Machines, Linux",,"Ryan Nigro, Coursera Project Network"
Introduction to Artificial Intelligence (AI),4.7 out of 5 stars,20K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ai,4 modules,"Natural Language Processing, Generative AI, ChatGPT, Market Opportunities","Introduction and Applications of AI | AI Concepts, Terminology, and Application Domains | Business and Career Transformation Through AI | Issues, Concerns, and Ethical Considerations",Rav Ahuja
The Complete Ethical Hacking Course,N/A,N/A,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-the-complete-ethical-hacking-course,,"Intrusion Detection and Prevention, Cyber Attacks, Wireless Networks, Open Web Application Security Project (OWASP), Security Awareness, Cybersecurity, Network Monitoring, Command-Line Interface, Network Security, Vulnerability Assessments, TCP/IP, Malware Protection","Ethical Hacking Foundations & Network Security | Web Security, Social Engineering & External Attacks | Advanced Web Exploits, Python Scripting & Network Attacks | Exploit Development, Malware, & Defensive Strategies",Packt - Course Instructors
Ethical Hacking with Kali Linux,4.9 out of 5 stars,8 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ethical-hacking-with-kali-linux,5 modules,"System Configuration, Bash (Scripting Language), Network Monitoring, Virtual Machines, Automation",Overview of Kali Linux | Kali Linux Tools | Scripting and Automation | Final Project and Course Wrap-Up | (Optional) Overview of the Linux Operating System,"IBM Skills Network Team, Dee Dee Collette"
IBM and ISC2 Cybersecurity Specialist,4.7 out of 5 stars,13K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-isc2-cybersecurity-specialist,,"Network Troubleshooting, Governance, Computer Security Incident Management, Penetration Testing, Cloud Computing Architecture, Cybersecurity, Network Security, Disaster Recovery, Peripheral Devices, Cryptography, Security Controls, Cloud Technologies","Introduction to Cybersecurity Careers | Introduction to Hardware and Operating Systems | Introduction to Software, Programming, and Databases | Introduction to Networking and Storage | Introduction to Cloud Computing | Introduction to Cybersecurity Essentials | Security Principles | Incident Response, BC, and DR Concepts | Access Control Concepts | Network Security | Security Operations | Cybersecurity Case Studies and Capstone Project","IBM Skills Network Team, Dee Dee Collette, Rav Ahuja, ISC2 Education & Training"
Automate Cybersecurity Tasks with Python,4.8 out of 5 stars,3.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4 modules,"Automation, Scripting, File Management, Algorithms, Computer Programming, Debugging, Python Programming, Data Structures, Cybersecurity, Cyber Security Assessment, Programming Principles, Integrated Development Environments",Introduction to Python | Write effective Python code | Work with strings and lists | Python in practice,
Cyber Security – Technology and Governance,4.7 out of 5 stars,99 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cyber-security-technology-governance,,"Cyber Attacks, Computer Security Incident Management, Cybersecurity, Command-Line Interface, Human Factors (Security), Network Security, TCP/IP, Security Management, Linux, Computer Architecture, OSI Models, Network Protocols",Introduction to Computer Security | Introduction to Network Security | Security Management and Governance | Cybercrime,"Guido Schmitz, Andrew Dwyer, Professor Peter Komisarczuk, Konstantinos Mersinas, University of London, Royal Holloway, University of London"
Introduction to Cybersecurity Tools & Cyberattacks,4.6 out of 5 stars,16K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,5 modules,"Incident Response, Security Controls, Security Awareness, Multi-Factor Authentication, Threat Detection, Threat Management, Identity and Access Management, Network Security, Authentications, Authorization (Computing), Cyber Attacks, Malware Protection, Computer Security Incident Management, Distributed Denial-Of-Service (DDoS) Attacks, Cybersecurity, Infrastructure Security",Cybersecurity Insights | Cybersecurity Threats | Cybersecurity Controls | Identity and Physical Controls | Final Project and Course Wrap-Up,"IBM Skills Network Team, Dee Dee Collette"
CertNexus Certified Ethical Emerging Technologist,4.7 out of 5 stars,570 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/certified-ethical-emerging-technologist,,"Communication, Governance, Learning Strategies, Organizational Leadership, Ethical Standards And Conduct, Accountability, Strategic Leadership, Strategic Thinking, Data Ethics, Test Planning, Media Relations, Business Ethics",Promote the Ethical Use of Data-Driven Technologies | Turn Ethical Frameworks into Actionable Steps | Detect and Mitigate Ethical Risks | Communicate Effectively about Ethical Challenges in Data-Driven Technologies | Create and Lead an Ethical Data-Driven Organization | Preparing for Your CertNexus Certification Exam,"Eleanor 'Nell' Watson, RenÃ©e Cummings, Megan Smith Branch, Tania De Gasperis, Jennifer Fischer, Aaron Hui, Abhishek Gupta"
AI For Everyone,4.8 out of 5 stars,48K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyone,4 modules,"Needs Assessment, Machine Learning, Artificial Intelligence, Engineering Management, Market Opportunities, Team Building, Data Science, Business Ethics, Deep Learning, Artificial Neural Networks, Artificial Intelligence and Machine Learning (AI/ML), Data Ethics, Strategic Thinking",What is AI? | Building AI Projects | Building AI In Your Company | AI and Society,Andrew Ng
Generative AI Fundamentals,4.7 out of 5 stars,7.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-for-everyone,,"ChatGPT, Tensorflow, Artificial Intelligence, Content Creation, Business Development, Generative AI, IBM Cloud, Deep Learning, Artificial Neural Networks, OpenAI, Prompt Engineering, Strategic Leadership","Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Foundation Models and Platforms | Generative AI: Impact, Considerations, and Ethical Issues | Generative AI: Business Transformation and Career Growth","Rav Ahuja, Antonio Cangiano"
Put It to Work: Prepare for Cybersecurity Jobs,4.8 out of 5 stars,5.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,5 modules,"Incident Management, Data Security, Professional Networking, Cybersecurity, Artificial Intelligence, Information Privacy, Security Information and Event Management (SIEM), Incident Response, Asset Protection, Security Awareness, Data Ethics, Communication, Cyber Threat Intelligence, Stakeholder Communications, Stakeholder Engagement",Protect data and communicate incidents | Escalate incidents | Communicate effectively to influence stakeholders | Engage with the cybersecurity community | Use AI to optimize workflows,
Ethical Hacking Foundations,4.1 out of 5 stars,26 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-ethical-hacking-foundations-cacdd,5 modules,"Virtual Machines, Cybersecurity, System Configuration, General Networking, Penetration Testing, Vulnerability Assessments, Command-Line Interface, Linux, Wireless Networks, Linux Commands, Network Security, Software Installation",Introduction | Setting Up a Pentesting Lab | Linux Essentials for Hackers | Networking Tools and Essential Terminology | Passive Information Gathering and Footprinting,Packt - Course Instructors
Security & Ethical Hacking: Attacking Unix and Windows,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/security-ethical-hacking-attacking-unix-and-windows,5 modules,"Microsoft Windows, Cyber Security Assessment, Vulnerability Assessments, Unix Commands, Application Security, OS Process Management, Computer Architecture, System Programming, Penetration Testing, Linux, Unix, Secure Coding, Debugging, Security Testing",Introduction and UNIX Security Basics | Abusing the Unix Security Model - Privilege Escalation | Evasive Privilege Escalation on Linux | Lateral Movement Techniques on Unix | Memory Corruption and User-Mode Exploitation on MSFT Windows,"Ahmed M. Hamza, University of Colorado Boulder"
Introduction to Penetration Testing and Ethical Hacking,3.3 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-fundamentals,5 modules,"Test Tools, Threat Modeling, Vulnerability Assessments, Cryptography, Cyber Threat Intelligence, Security Testing, MITRE ATT&CK Framework, Technical Writing, Penetration Testing, Public Key Infrastructure, Vulnerability Scanning, Encryption, Ethical Standards And Conduct, Cybersecurity",Course Introduction | Ideology/Motives/Behaviors (Purpose/Goals) | Penetration Testing Report & Executive Summary | Cryptography and PKI | Information Gathering & Social Engineering,"Jason Crossland, Johns Hopkins University"
Generative AI for Mobile App Developers,4.7 out of 5 stars,7.3K reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers,,"ChatGPT, Artificial Intelligence, Machine Learning Methods, CI/CD, Software Testing, Generative AI, AI Personalization, IBM Cloud, Software Development Tools, OpenAI, Cloud Applications, Test Automation",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI:Â Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development,"Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, Ramanujam Srinivasan, SkillUp EdTech"
Ethical Hacking Foundations & Network Security,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-ethical-hacking-foundations-network-security-7eje3,11 modules,"Virtual Machines, Virtual Private Networks (VPN), Cybersecurity, Linux, Network Security, Penetration Testing, File Management, Linux Commands, Security Software, Encryption, Software Installation, Wireless Networks, Intrusion Detection and Prevention, Vulnerability Assessments, Command-Line Interface, Network Analysis, System Configuration",Course Introduction | Hacking Lab Setup | Kali Linux 101 | Anonymity Online | Dark Web | Network Pentesting | Gathering Information From Networks | Wireless Attacks | Post Connection Attacks | System Pentesting | Pentesting with ChatGPT,Packt - Course Instructors
Social Psychology,4.7 out of 5 stars,5.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/social-psychology,7 modules,"Interpersonal Communications, Social Sciences, Research, Persuasive Communication, Behavior Management, Ethical Standards And Conduct, Psychology, Conflict Management, Cultural Diversity, Experimentation","WEEK 1: Social Perceptions and Misperceptions | WEEK 2: The Psychology of Self-Presentation and Persuasion | WEEK 3: Obedience, Conformity, and Deindividuation | WEEK 4: Group Behavior: The Good, Bad, and Ugly | WEEK 5: Mid-Course Break | WEEK 6: Helping, Hurting, and Peacemaking | WEEK 7: A Happy End to the Course","Scott Plous, Wesleyan University"
An Introduction to Ethical Hacking with Kali Linux,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-an-introduction-to-ethical-hacking-with-kali-linux-rxfou,4 modules,"Cybersecurity, Virtual Machines, Web Servers, Vulnerability Assessments, Unix, Application Security, Command-Line Interface, Information Systems Security, Network Security, Open Web Application Security Project (OWASP), Vulnerability Scanning, Network Analysis, Web Applications",Introduction | Information Gathering | Vulnerability Analysis | Web Application Analysis and Exploitation,Packt - Course Instructors
Hacking and Patching,4 out of 5 stars,275 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/hacking-patching,4 modules,"Software Design Patterns, Vulnerability Scanning, SQL, Amazon Elastic Compute Cloud, Operating Systems, Penetration Testing, Data Validation, Application Security, Secure Coding, Vulnerability Assessments, Amazon Web Services",Injection Web App Attacks and Their Defenses | Hack SQL Databases and Patch Web Apps with SQL Injection Vulnerabilities | Memory Attacks and Defenses | Penetration Testing,"Edward Chow, University of Colorado System"
Bookkeeping Basics,4.6 out of 5 stars,6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/bookkeeping-basics,4 modules,"Accounting, Bookkeeping, Ethical Standards And Conduct, Balance Sheet, Cash Flows, Income Statement, Financial Statements, QuickBooks (Accounting Software), Ledgers (Accounting), General Ledger, Accounting Software, Accounting Records",Accounting Concepts and Measurement | The Accounting Cycle (Part 1) | The Accounting Cycle (Part 2) | Accounting Principles and Practices,Intuit Academy Team
Cybersecurity in Healthcare (Hospitals & Care Centres),4.6 out of 5 stars,390 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity-in-healthcare,5 modules,"Cyber Attacks, General Data Protection Regulation (GDPR), Data Security, Patient Safety, Cyber Risk, Cybersecurity, Information Privacy, Health Technology, Malware Protection, Encryption, Cyber Security Policies, Human Factors (Security), Safety and Security, Telehealth, Security Awareness, Computer Security Awareness Training, Email Security","Cybersecurity in healthcare: technology, data, and human behaviour | Social aspects of cybersecurity: social engineering and social media | Data breaches, hackers, and malware in healthcare | Cyber hygiene: practices to improve cybersecurity | Security culture: creating positive environment to practice cybersecurity","Tessa A. P. Oomen, Erasmus University Rotterdam"
Intermediate Ethical Hacking Hands-on Training,N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-intermediate-ethical-hacking-hands-on-training-q23de,12 modules,"Network Security, Network Analysis, Network Protocols, Scripting, Vulnerability Assessments, Penetration Testing, Microsoft Windows, Windows PowerShell, Active Directory, Cyber Security Assessment, Virtual Environment, TCP/IP, Wireless Networks, Open Web Application Security Project (OWASP)","Course Overview | Virtual Lab Build | NMap | Reverse Shells, Privilege Escalation, and Persistent Backdoors | PowerShell Empire | Post Exploitation of Microsoft Windows | Practical Pentesting Labs | Auditing Wireless Networks | Wireshark | Web App Penetration Testing | Remaining Anonymous While Pentesting | SQL Injection to Shell Walkthrough",Packt - Course Instructors
Success with Integrity: Business Ethics Foundation,4.9 out of 5 stars,130 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/success-with-integrity-business-ethics-foundation,1 module,"Business Ethics, Conflict Management, Trustworthiness, Ethical Standards And Conduct, Decision Making, Corporate Sustainability, Professionalism, Strategic Decision-Making, Team Leadership, Business Management, Global Marketing, Leadership Studies, Environmental Social And Corporate Governance (ESG), Personal Integrity, Compliance Management",Success with Integrity: Foundational Business and Corporate Ethics,"Kelley O'Connell, Coursera Instructor Network"
Introduction to Ethical Hacking Principles,4.6 out of 5 stars,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ethical-hacking-principles,1 module,"Information Privacy, Cybersecurity, Technical Writing, Penetration Testing, Information Systems Security, General Data Protection Regulation (GDPR), Vulnerability Management, Cyber Security Policies, Computer Security, Vulnerability Assessments, Data Ethics",Ethical Hacking Principles and Practices,"Skill-Up EdTech Team, Christo Oehley, SkillUp EdTech"
Cybersecurity Awareness and Innovation,4.6 out of 5 stars,751 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cybersecurity,6 modules,"Computer Security Awareness Training, Email Security, Threat Detection, User Accounts, Security Awareness, Data Security, Cyber Attacks, Entrepreneurship, Threat Management, Cybersecurity, Identity and Access Management",Identity and Authentication | Identity and social attacks | Protection basics for information and IT devices | The modern world: mobility and clouds | Cybersecurity Today and Challenges | Innovation & Entrepreneurship,"IvÃ¡n MartÃ­nez, IvÃ¡n Pau, RomÃ¡n RamÃ­rez, EIT Digital"
Artificial Intelligence: Ethics & Societal Challenges,4.7 out of 5 stars,276 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-ethics,4 modules,"Information Privacy, Data Ethics, Ethical Standards And Conduct, Governance, Social Justice, Artificial Intelligence, Algorithms, Law, Regulation, and Compliance, Political Sciences, Emerging Technologies",Algorithmic Bias and Surveillance | Democracy | Artificial Consciousness | Responsibility and Control,"Maria Hedlund, Lena LindstrÃ¶m, Erik Persson, Lund University"
Introduction to International Criminal Law,4.8 out of 5 stars,3.9K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/international-criminal-law,8 modules,"Case Law, Interactive Learning, Criminal Investigation and Forensics, Legal Strategy, International Relations, Legal Proceedings, Diplomacy, Trial Preparation, Ethical Standards And Conduct, Public Safety and National Security, Legal Hearings",Introduction | Peace Versus Justice | Terrorism and Piracy | Unique Modes of Liability | Specialized Defenses | Gaining Custody of the Accused | Pre-Trial Issues | Maintaining Control of the Courtroom,"Michael Scharf, Case Western Reserve University"
English for Journalism,4.8 out of 5 stars,2.8K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/journalism,5 modules,"Research, Ethical Standards And Conduct, Digital Publishing, Journalism, Interviewing Skills, Electronic Media, Editing, Storytelling, Oral Expression, Media and Communications, Grammar, English Language, Vocabulary, Proofreading","Unit 1: Introduction and Principles of Journalism | Unit 2: How to Research, Pitch, and Interview | Unit 3: Words in Print | Unit 4: Broadcasting the News | Unit 5: Journalism in the Digital Age","John Cotton, Eve Litt, University of Pennsylvania"
Intermediate Ethical Hacking Techniques,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-intermediate-ethical-haking-techniques-1yazc,4 modules,"Wireless Networks, Intrusion Detection and Prevention, Vulnerability Assessments, Virtual Machines, Application Security, Cybersecurity, Penetration Testing, Firewall, Network Security, Vulnerability Scanning, Microsoft Windows, Open Web Application Security Project (OWASP), Web Applications, Command-Line Interface, SQL",Active Information Gathering and Port Scanning | Web Application Penetration Testing | Wireless Penetration Testing | System Hacking and Exploitation,Packt - Course Instructors
AI Product Management,4.7 out of 5 stars,800 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-product-management-duke,,"Human Factors, Regression Analysis, Human Centered Design, Machine Learning, Technical Management, Unsupervised Learning, Data Management, Deep Learning, Applied Machine Learning, Classification And Regression Tree (CART), MLOps (Machine Learning Operations), User Experience Design",Machine Learning Foundations for Product Managers | Managing Machine Learning Projects | Human Factors in AI,"Jon Reifschneider, Duke University"
Ethics in the Age of AI,4.6 out of 5 stars,792 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ethics-in-ai,,"Predictive Analytics, Artificial Intelligence, Machine Learning, Data Collection, Predictive Modeling, Game Theory, Data Security, Ethical Standards And Conduct, OpenAI, Statistical Modeling, Data Integrity, Analysis",Artificial Intelligence Algorithms Models and Limitations | Artificial Intelligence Data Fairness and Bias | Artificial Intelligence Privacy and Convenience | Artificial Intelligence Ethics in Action,Brent Summers
AI For Business,4.7 out of 5 stars,1.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-for-business-wharton,,"Artificial Intelligence, Organizational Strategy, Machine Learning, Governance, Customer Data Management, Generative AI, AI Personalization, Analytics, Data Security, Big Data, Data Governance, HR Tech",AI Fundamentals for Non-Data Scientists | AI Applications in Marketing and Finance | AI Applications in People Management | AI Strategy and Governance,"Michael R Roberts, Kartik Hosanagar, Peter Cappelli, Kevin Werbach, Raghu Iyengar, Matthew Bidwell, Prasanna Tambe, Lynn Wu, University of Pennsylvania"
Academic Skills for University Success,4.9 out of 5 stars,7.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/academic-skills,,"Verbal Communication Skills, Communication, Productivity, English Language, Cognitive flexibility, Creative Problem-Solving, Critical Thinking, Public Speaking, Editing, Writing, Ethical Standards And Conduct, Deductive Reasoning",Information & Digital Literacy for University Success | Problem-Solving Skills for University Success | Critical Thinking Skills for University Success | Communication Skills for University Success | Academic Skills for University Success: Capstone,"Katherine Olston, Luke Alexander, Jessica Blackburn, Lydia Dutcher, The University of Sydney"
Generative AI for Everyone,4.8 out of 5 stars,3.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-everyone,3 modules,"Cloud Applications, Business Process Automation, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Prompt Engineering, Ethical Standards And Conduct, ChatGPT, Large Language Modeling, Artificial Intelligence, Automation, OpenAI",Introduction to Generative AI | Generative AI Projects | Generative AI in Business and Society,Andrew Ng
Become a Journalist: Report the News!,4.7 out of 5 stars,1.7K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/become-a-journalist,,"Blogs, Journalism, Content Creation, Data Collection, Oral Expression, Storytelling, Writing, Peer Review, Ethical Standards And Conduct, International Relations, Interviewing Skills, Photo/Video Production and Technology","What is news? | Gathering and Developing the News | Effectively delivering the news to your audience | Journalism, the future, and you! | Capstone: Create your own professional journalistic portfolio","David Poulson, Eric Freedman, Jeremy Steele, Joanne C. Gerstner, Lucinda D. Davenport, Joe Grimm, Michigan State University"
