課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
AI in Education: Leveraging ChatGPT for Teaching,4.8 out of 5 stars,176 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-ai-in-education-leveraging-chatgpt-for-teaching,4 modules,"Education Software and Technology, Teaching, Generative AI Agents, Data Ethics, Prompt Engineering, Information Privacy, AI Personalization, ChatGPT, Generative AI, Artificial Intelligence",Transforming Classrooms with Generative AI: A Practical Guide for Educators | Working with AI | Building AI Exercises for Students | Creating GPTs for Educators and Students,"Ethan Mollick, University of Pennsylvania"
Generative AI: Introduction and Applications,4.7 out of 5 stars,2.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-introduction-and-applications,3 modules,"ChatGPT, Content Creation, Virtual Environment, Program Development, OpenAI, Image Analysis, Prompt Engineering, Generative AI, Artificial Intelligence, Large Language Modeling","Introduction and Capabilities of Generative AI | Applications and Tools of Generative AIÂ | Course Quiz, Project, and Wrap-up",Rav Ahuja
Generative AI and ChatGPT for K-12 Educators,4.8 out of 5 stars,6.6K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-k12-educators,,"Innovation, Game Design, Artificial Intelligence, Creative Problem-Solving, Productivity, ChatGPT, Generative AI, Interactive Design, AI Personalization, Brainstorming, Problem Solving, Creative Thinking","Innovative Teaching with ChatGPT | Generative AI for Kids, Parents, and Teachers | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University"
ChatGPT Prompt Engineering for Developers,4.7 out of 5 stars,1.7K reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-prompt-engineering-for-developers-project,,"ChatGPT, Application Programming Interface (API), Large Language Modeling, Jupyter, Prompt Engineering, Application Development, Generative AI, OpenAI",,"Andrew Ng, Isa Fulford"
ChatGPT for Beginners: Save time with Microsoft Excel,4.7 out of 5 stars,300 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-for-beginners-save-time-with-microsoft-excel,,"Data Management, Data Analysis Software, Text Mining, Prompt Engineering, Data Manipulation, Microsoft Excel, Business Analytics, Generative AI, Unstructured Data, Data Cleansing, ChatGPT, Excel Formulas",,"Jan Demiralp, Coursera Project Network"
"ChatGPT: Excel at Personal Automation with GPTs, AI & Zapier",4.8 out of 5 stars,6.4K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/chatgpt-gpt-zapier-excel-at-automation,,"Artificial Intelligence, Generative AI Agents, Agentic systems, Automation, Productivity, ChatGPT, Generative AI, AI Personalization, Expense Reports, Brainstorming, Creative Thinking, Prompt Engineering",Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants | ChatGPT & Zapier: Agentic AI for Everyone,"Dr. Jules White, Vanderbilt University"
Accelerate Your Learning with ChatGPT,4.8 out of 5 stars,500 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/learning-chatgpt,2 modules,"Learning Strategies, Generative AI, AI Personalization, Technical Communication, Constructive Feedback, Prompt Engineering, Critical Thinking, Creative Thinking, Artificial Neural Networks, Curiosity, Artificial Intelligence, Lifelong Learning, ChatGPT","GenAI Landscape and Neural Networks â Parallels in Machine and Human Learning | AI-Enhanced Learning Strategies â Retrieval, Motivation, and Cognitive Amplification","Dr. Jules White, Dr. Barbara Oakley, Deep Teaching Solutions"
Prompt Engineering,4.8 out of 5 stars,6.9K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/prompt-engineering,,"Ideation, Artificial Intelligence, Verification And Validation, Productivity, Risk Management Framework, Document Management, ChatGPT, Generative AI, Data Validation, Brainstorming, Problem Solving, Microsoft Excel",Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University"
Generative AI Automation,4.8 out of 5 stars,6.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-automation,,"Ideation, Artificial Intelligence, Verification And Validation, Productivity, Computer Vision, Risk Management Framework, Data Synthesis, Document Management, ChatGPT, Generative AI, Data Capture, Data Validation",Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI | GPT Vision: Seeing the World through Generative AI,"Dr. Jules White, Vanderbilt University"
Building Systems with the ChatGPT API,4.7 out of 5 stars,233 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/building-systems-with-the-chatgpt-api-project,,"Large Language Modeling, Prompt Engineering, Python Programming, Self Service Technologies, OpenAI, ChatGPT, Cloud API, Generative AI",,"Andrew Ng, Isa Fulford"
Advanced Prompt Engineering for Everyone,4.8 out of 5 stars,318 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-prompt-engineering-for-everyone,5 modules,"ChatGPT, Verification And Validation, Generative AI, AI Personalization, Large Language Modeling, Artificial Intelligence, Prompt Engineering","Writing & In-context Learning | Think More, Not Less, Prompting for Options | Prompt Engineering: Machine Learning for Everyone | Controlling Output Formatting In-depth | Retrieval Augmented Generation (RAG)","Dr. Jules White, Vanderbilt University"
Copywriting with ChatGPT: Produce Compelling Copy That Sells,4.8 out of 5 stars,60 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/rudi-hinds-ai-copywriting-with-chatgpt-produce-compelling-copy-that-sell,,"Content Creation, Marketing Communications, Prompt Engineering, Value Propositions, Target Market, Customer Insights, Product Knowledge, ChatGPT, Marketing Materials, Target Audience, Editing, Marketing Collateral, Writing and Editing, User Research, Copywriting, Brand Management",,"Rudi Hinds, Coursera Project Network"
AI for Everyday Life,4.8 out of 5 stars,89 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyday-life,2 modules,"ChatGPT, Predictive Modeling, Data Ethics, Communication, Generative AI, Prompt Engineering, Artificial Intelligence, Ethical Standards And Conduct, Natural Language Processing",Course Introduction | AI Skills for Everyday Life,"Jeanne Beatrix Law, Kennesaw State University"
ChatGPT + Zapier: AI-Powered Email Mastery,4.8 out of 5 stars,6.1K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/chatgpt-zapier-email,,"Artificial Intelligence, Email Marketing, Automation, Productivity, ChatGPT, Generative AI, Business Process Automation, Calendar Management, Brainstorming, Creative Thinking, HubSpot CRM, Data Integration",ChatGPT + Zapier: Automate Email Replies with AI | ChatGPT + Zapier: Easy Inbox Intelligence for Smarter Email | ChatGPT + Zapier: From Email Inbox to Excel Spreadsheet | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University"
"ChatGPT + Excel: Master Data, Make Decisions, Tell Stories",4.8 out of 5 stars,79 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel,1 module,"Data Integration, Microsoft Excel, Data Cleansing, Data Quality, Exploratory Data Analysis, ChatGPT, Prompt Engineering, Generative AI, Data Synthesis, Data Validation, Data Transformation, Data Visualization, Data Presentation, Large Language Modeling, Pivot Tables And Charts, Data Storytelling, Data Analysis, Excel Formulas",Data Exploration with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University"
Introduction to Artificial Intelligence (AI),4.7 out of 5 stars,20K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-ai,4 modules,"Natural Language Processing, Generative AI, Market Opportunities, ChatGPT","Introduction and Applications of AI | AI Concepts, Terminology, and Application Domains | Business and Career Transformation Through AI | Issues, Concerns, and Ethical Considerations",Rav Ahuja
ChatGPT - Uses and Strategies,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt---uses-and-strategies,4 modules,"ChatGPT, Prompt Engineering, Business Ethics, Ethical Standards And Conduct, Natural Language Processing, Artificial Intelligence, Creativity, Education and Training, Innovation, Critical Thinking, Generative AI","Topic 1. History and fundamentals of Artificial Intelligence, the essence of ChatGPT | Topic 2. Key concepts to effectively use ChatGPT | Topic 3. Implementing ChatGPT responsibly in education and work environment | Topic 4. Ethical considerations and frameworks in using ChatGPT","Olaf RomÃ¡n, Luis Fernando MorÃ¡n Mirabal, TecnolÃ³gico de Monterrey"
AI para docentes: Transforma tu enseñanza con ChatGPT,4.9 out of 5 stars,651 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-para-docentes-enseanza-con-chatgpt,5 modules,"Artificial Intelligence, Generative AI, ChatGPT, AI Personalization, Innovation, Emerging Technologies, Natural Language Processing, Prompt Engineering","PresentaciÃ³n | MÃ³dulo 1: IntroducciÃ³n al aprovechamiento del lenguaje natural | MÃ³dulo 2: Integrando IA en tus clases | MÃ³dulo 3: Consideraciones Ã©ticas, seguridad en el uso de IA y aplicaciÃ³n | Fin del Curso","Karim Fernando Pedro Fernandez, Anna Karina Cruz LÃ³pez, Guillermo del JesÃºs Valdez Ramayo, Universidades AnÃ¡huac"
Agentic AI and AI Agents for Leaders,4.8 out of 5 stars,6.6K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ai-agents-for-leaders,,"Technology Strategies, Artificial Intelligence, Generative AI Agents, Agentic systems, Automation, Productivity, ChatGPT, Generative AI, Business Process Automation, AI Personalization, Business Transformation, Creative Thinking",Agentic AI and AI Agents: A Primer for Leaders | OpenAI GPTs: Creating Your Own Custom AI Assistants | Prompt Engineering for ChatGPT,"Dr. Jules White, Vanderbilt University"
ChatGPT (and other AI) for Product Management & Innovation,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-and-other-ai-for-product-management--innovation,1 module,"Product Management, Agile Methodology, Generative AI, Business Strategy, Microsoft Copilot, Product Roadmaps, ChatGPT, Product Strategy, Sprint Planning, Market Research, Competitive Analysis, User Story, Prompt Engineering, Product Development",ChatGPT (and other AI) for Product Management & Innovation,Vipesh Singla
Generative AI for Project Managers,4.7 out of 5 stars,7.3K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-project-managers,,"Team Building, Artificial Intelligence, Machine Learning, ChatGPT, Generative AI, Content Creation, IBM Cloud, Project Management, Project Planning, Image Analysis, Prompt Engineering, Business Ethics",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Unleash Your Project Management Potential,"Daniel C. Yeomans, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech"
AI-assisted MATLAB Programming with ChatGPT,N/A,N/A,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/matlab-programming-with-chatgpt,4 modules,"Debugging, ChatGPT, Prompt Engineering, Matlab, Integrated Development Environments, Generative AI, OpenAI",Introduction | Prompt Engineering for Programming | ChatGPT as a MATLAB Tutor | Code Generation and Debugging,"Akos Ledeczi, Mike Fitzpatrick, Vanderbilt University"
ChatGPT for Beginners: Using AI for Market Research,4.4 out of 5 stars,76 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-for-beginners-market-research-ai,,"Marketing Collateral, Prompt Engineering, Language Interpretation, Translation, and Studies, Market Analysis, Marketing, Market Research, Content Marketing, Generative AI, ChatGPT",,"Ranjan Relan, Coursera Project Network"
"ChatGPT for Project Management: Execution, Tracking, Success",4.7 out of 5 stars,70 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-project-management-execution,2 modules,"Management Reporting, Prompt Engineering, Brainstorming, Generative AI, Taking Meeting Minutes, Project Management, Team Oriented, ChatGPT, Project Documentation, Scheduling, Meeting Facilitation, Project Implementation","Tracking Status Updates from Email, Meetings, & More | Amazing Meeting Coordination with ChatGPT","Dr. Jules White, Vanderbilt University"
ChatGPT & Zapier: Agentic AI for Everyone,4.7 out of 5 stars,74 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agentic-ai-chatgpt-zapier,4 modules,"Business Process Automation, Automation, Google Workspace, Artificial Intelligence, Workflow Management, ChatGPT, Generative AI, OpenAI, AI Personalization, Google Sheets, Application Programming Interface (API), Agentic systems, Expense Reports, Natural Language Processing, Travel Arrangements, Generative AI Agents, Prompt Engineering, Expense Management","Agentic AI Concepts | Overview of Custom GPTs | Building an Agent with Zapier | Multi-Agent Systems, Memory, Reflection","Dr. Jules White, Vanderbilt University"
Customer Service with Python:  Build a Chatbot using ChatGPT,4.4 out of 5 stars,20 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/customer-service-with-python-build-a-chatbot-using-chatgpt,,"ChatGPT, Prompt Engineering, Debugging, OpenAI, Python Programming, Customer Service, Development Environment, User Flows, Artificial Intelligence, E-Commerce, Application Programming Interface (API), Test Case",,"Mo Rebaie, Coursera Project Network"
AI Foundations for Everyone,4.7 out of 5 stars,28K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-foundations-for-everyone,,"Application Deployment, Artificial Intelligence, Machine Learning, Automation, ChatGPT, Generative AI, Business Process Automation, Content Creation, IBM Cloud, Deep Learning, Market Opportunities, Image Analysis",Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Building AI Powered Chatbots Without Programming,"Rav Ahuja, Antonio Cangiano"
ChatGPT 4o for Beginners: Create Social Media Content,4.3 out of 5 stars,13 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-beginners,,"ChatGPT, Content Creation, Generative AI, Operational Efficiency, Brainstorming, Prompt Engineering, Social Media Content, Artificial Intelligence, Workflow Management, Quality Improvement",,"Jonathan âKyleâ Hobson, Coursera Project Network"
ChatGPT + Zapier: Automate Email Replies with AI,4.8 out of 5 stars,22 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-email,1 module,"Generative AI, Google Docs, Real Time Data, Prompt Engineering, Travel Arrangements, Customer Inquiries, Calendar Management, ChatGPT, Scheduling, Automation, Customer Communications Management, Workflow Management",Overview,"Dr. Jules White, Vanderbilt University"
Generative AI Leadership & Strategy,4.8 out of 5 stars,6.8K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-leadership-strategy,,"Ideation, Artificial Intelligence, Organizational Leadership, Verification And Validation, Productivity, ChatGPT, Generative AI, Succession Planning, Business Writing, Data Validation, Meeting Facilitation, Problem Solving",Generative AI for Leaders | Prompt Engineering for ChatGPT | Trustworthy Generative AI,"Dr. Jules White, Bob Higgins, Vanderbilt University"
ChatGPT + Excel: Master AI-driven Formulas & Visualizations,4.9 out of 5 stars,50 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel-formulas-visualizations,3 modules,"Microsoft Excel, Business Process Automation, Interactive Data Visualization, Excel Formulas, Productivity Software, Spreadsheet Software, Data Visualization, Prompt Engineering, Prototyping, Generative AI, Excel Macros, ChatGPT, Data Import/Export, Debugging, Data Validation",Formula Building with ChatGPT + Excel | Robust Analysis & Checking to Spot Human and AI Errors | Building Visualizations with ChatGPT + Excel,"Dr. Jules White, Vanderbilt University"
Generative AI Data Analyst,4.8 out of 5 stars,6.6K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/generative-ai-data-analyst,,"Pivot Tables And Charts, Artificial Intelligence, Productivity, Data Synthesis, Document Management, Data Visualization, ChatGPT, Generative AI, Data Storytelling, Microsoft Excel, Databases, Data Transformation","Chat with Your Data: Generative AI-Powered SQL Data Analysis | ChatGPT + Excel: Master Data, Make Decisions, Tell Stories | ChatGPT Advanced Data Analysis | Prompt Engineering for ChatGPT","Dr. Jules White, Vanderbilt University"
Generative AI for Data Scientists,4.7 out of 5 stars,7.4K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-data-scientists,,"Predictive Analytics, Artificial Intelligence, Machine Learning, Data Synthesis, Feature Engineering, ChatGPT, Generative AI, Predictive Modeling, IBM Cloud, Data Storytelling, Data Modeling, Data Ethics",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Elevate Your Data Science Career,"Dr. Pooja, Abhishek Gagneja, Rav Ahuja, Antonio Cangiano"
IBM AI Product Manager,4.7 out of 5 stars,27K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ai-product-manager,,"Innovation, Product Planning, Artificial Intelligence, Business Development, Product Roadmaps, ChatGPT, Generative AI, Product Development, Product Testing, Product Lifecycle Management, Prompt Engineering, Commercialization",Product Management: An Introduction | Product Management: Foundations & Stakeholder Collaboration | Product Management: Initial Product Strategy and Plan | Product Management: Developing and Delivering a New Product | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Foundation Models and Platforms | Product Management: Building AI-Powered Products | Generative AI: Supercharge Your Product Management Career,"Daniel C. Yeomans, Matt Versdahl, Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, SkillUp EdTech"
ChatGPT for Beginners: SciFi Writing with Dall-e,4.5 out of 5 stars,449 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/chatgpt-dall-e-scifi-writing,,"Generative AI, Writing, Prompt Engineering, Creativity, OpenAI, Storytelling, Artificial Intelligence, Storyboarding, Ideation, Editing, Critical Thinking, ChatGPT",,"Danilo Oliveira Vaz, Coursera Project Network"
ChatGPT & Generative AI for Data Analytics,4.8 out of 5 stars,13 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/chatgpt-for-data-analytics,7 modules,"SQL, Debugging, Analytics, Business Intelligence, Microsoft Excel, Large Language Modeling, Machine Learning Methods, Data Analysis, Prompt Engineering, Generative AI, Python Programming, Google Sheets, Data Analysis Expressions (DAX), Data Science, ChatGPT, Power BI, Excel Formulas, Artificial Intelligence, Deep Learning",Intro to AI for Data Analytics | ChatGPT for Excel | ChatGPT for Google Sheets | ChatGPT for Power BI | ChatGPT for SQL | ChatGPT for Python | Key Takeaways & Next Steps,Maven Analytics
Generative AI for Everyone,4.8 out of 5 stars,3.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-for-everyone,3 modules,"Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), ChatGPT, Business Process Automation, Large Language Modeling, Generative AI, Prompt Engineering, Cloud Applications, Ethical Standards And Conduct, Automation, OpenAI",Introduction to Generative AI | Generative AI Projects | Generative AI in Business and Society,Andrew Ng
Essentials of Prompt Engineering,4.6 out of 5 stars,314 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/essentials-of-prompt-engineering,1 module,"Generative AI, Prompt Engineering, Large Language Modeling, ChatGPT, OpenAI",Essentials of Prompt Engineering,"AWS Instructor, Amazon Web Services"
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",4.4 out of 5 stars,163 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4,6 modules,"Artificial Intelligence, ChatGPT, Prompt Engineering, Cloud API, Data Ethics, Generative AI, Image Analysis, GitHub, Version Control, Web Development Tools, Application Security, OpenAI, Application Programming Interface (API), Large Language Modeling, Application Deployment, Real Time Data",ð¨ Intro to AI Engineering 01 - Foundations and API Basics | ð¨ Intro to AI Engineering 02 - Advanced Topics and Applications | ð¨ Test your AI Engineering Knowledge â Graded Assignment | ð¦ Deploying your AI App 01 - Security and API integration | ð¦ Deploying your AI App 02 - Advanced Features and Deployment | ð¦ Test your AI Deployment Knowledge,Tom Chant
Generative AI Assistants,4.8 out of 5 stars,6.7K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-assistants,,"Travel Arrangements, Innovation, Ideation, Artificial Intelligence, Verification And Validation, Productivity, Risk Management Framework, ChatGPT, Generative AI, AI Personalization, Data Validation, Brainstorming",Prompt Engineering for ChatGPT | OpenAI GPTs: Creating Your Own Custom AI Assistants | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University"
AI Agent Developer,4.8 out of 5 stars,7.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-agents,,"Ideation, Artificial Intelligence, Generative AI Agents, Verification And Validation, Agentic systems, Productivity, Risk Management Framework, Document Management, ChatGPT, Generative AI, AI Personalization, Data Validation",AI Agents and Agentic AI with Python & Generative AI | AI Agents and Agentic AI Architecture in Python | OpenAI GPTs: Creating Your Own Custom AI Assistants | Prompt Engineering for ChatGPT | ChatGPT Advanced Data Analysis | Trustworthy Generative AI,"Dr. Jules White, Vanderbilt University"
Generative AI for Mobile App Developers,4.7 out of 5 stars,7.3K reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers,,"Artificial Intelligence, Machine Learning Methods, ChatGPT, Generative AI, Software Testing, CI/CD, AI Personalization, IBM Cloud, Software Development Tools, Application Development, Data Ethics, Test Automation",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI:Â Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development,"Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, Ramanujam Srinivasan, SkillUp EdTech"
Generative AI for Human Resources (HR) Professionals,4.7 out of 5 stars,7.3K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-human-resources,,"Recruitment, Artificial Intelligence, Performance Appraisal, Human Resources Management and Planning, Human Resources Software, ChatGPT, Generative AI, Content Creation, IBM Cloud, Employee Engagement, Data Ethics, HR Tech",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI: Advance Your Human Resources (HR) Career,"Skill-Up EdTech Team, Jayashree Sridhar, Rav Ahuja, Antonio Cangiano, SkillUp EdTech"
ChatGPT Meal Planning: Effortlessly Plan and Cook with AI,4.9 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-meal-planning,2 modules,"Generative AI, ChatGPT, AI Personalization, Time Management, Prompt Engineering, Problem Solving, Calendar Management, Creative Thinking, Cooking, Planning",ChatGPT Recipe Exploration & Inspiration | ChatGPT Meal Planning,"Dr. Jules White, Vanderbilt University"
