課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資
IBM AI Developer,4.6 out of 5 stars,71K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,,"Software Engineering, Software Architecture, ChatGPT, Large Language Modeling, Software Development Life Cycle, Jupyter, Generative AI, Prompt Engineering, Application Deployment, Development Environment, Python Programming, Bootstrap (Front-End Framework)","Introduction to Software Engineering | Introduction to Artificial Intelligence (AI) | Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Introduction to HTML, CSS, & JavaScript | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Building Generative AI-Powered Applications with Python | Generative AI:Â Elevate your Software Development Career | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sina Nazeri, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Antonio Cangiano, Upkar Lidder, Ramesh Sannareddy, Bethany Hudnutt, Ramanujam Srinivasan"
Cloud Computing,4.3 out of 5 stars,2.1K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cloud-computing,,"Middleware, File Systems, Network Architecture, Software-Defined Networking, Cloud Computing, Apache Hadoop, Cloud Applications, Big Data, Apache Spark, Computer Networking, Data Storage Technologies, NoSQL","Cloud Computing Concepts, Part 1 | Cloud Computing Concepts: Part 2 | Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure | Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud | Cloud Networking | Cloud Computing Project","Reza Farivar, Ankit Singla, Indranil Gupta, P. Brighten Godfrey, Roy H. Campbell, University of Illinois Urbana-Champaign"
Statistical Methods for Computer Science,N/A,N/A,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/statistical-methods-for-computer-science,,"R Programming, Combinatorics, Graph Theory, Probability Distribution, Statistical Hypothesis Testing, Statistical Analysis, Network Analysis, Applied Mathematics, Statistical Methods, Bayesian Network, Statistical Modeling, Bayesian Statistics",Foundations of Probability and Random Variables | Advanced Probability and Statistical Methods | Computational and Graphical Models in Probability,"Ian McCulloh, Tony Johnson, Johns Hopkins University"
Bachelor of Science in Computer Science,N/A,N/A,Degree · 1 - 4 Years,https://www.coursera.org/degrees/bachelor-of-science-computer-science-bits,,,,
Meta Front-End Developer,4.7 out of 5 stars,22K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/meta-front-end-developer,,"HTML and CSS, Persona (User Experience), Javascript, GitHub, Usability Testing, React.js, Jest (JavaScript Testing Framework), Git (Version Control System), Front-End Web Development, Bootstrap (Front-End Framework), Interaction Design, Mobile Development",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Principles of UX/UI Design | Front-End Developer Capstone | Coding Interview Preparation,Taught by Meta Staff
"C, Go, and C++: A Comprehensive Introduction to Programming",4.5 out of 5 stars,9.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-go-c-plus-plus,,"Go (Programming Language), Graph Theory, Software Testing, Programming Principles, File Management, Command-Line Interface, Software Design Patterns, Object Oriented Design, Integrated Development Environments, Unit Testing, C++ (Programming Language), Debugging","C for Everyone: Programming Fundamentals | C for Everyone: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B","Ira Pohl, University of California, Santa Cruz"
Google UX Design,4.8 out of 5 stars,91K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-ux-design,,"Ideation, Applicant Tracking Systems, User Experience Design, Design Reviews, Figma (Design Software), User Experience, Interviewing Skills, Usability, Presentations, Usability Testing, User Story, Design Research","Foundations of User Experience (UX) Design | Start the UX Design Process: Empathize, Define, and Ideate | Build Wireframes and Low-Fidelity Prototypes | Conduct UX Research and Test Early Concepts | Create High-Fidelity Designs and Prototypes in Figma | Build Dynamic User Interfaces (UI) for Websites | Design a User Experience for Social Good & Prepare for Jobs | Accelerate Your Job Search with AI",
An Introduction to Logic for Computer Science,4.7 out of 5 stars,27 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/an-introduction-to-logic-in-computer-science,2 modules,"Logical Reasoning, Deductive Reasoning, Computational Thinking, Graph Theory, Algorithms, Artificial Intelligence, Computational Logic, Cryptography, Theoretical Computer Science",Week 1: Propositional logic | Week 2: Modelling with logic,"Sam Wilson, University of Leeds"
IBM DevOps and Software Engineering,4.6 out of 5 stars,60K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/devops-and-software-engineering,,"Software Engineering, Kubernetes, Software Development Life Cycle, CI/CD, Open Web Application Security Project (OWASP), Continuous Integration, Linux Commands, Jupyter, Application Deployment, User Story, Git (Version Control System), DevOps","Introduction to DevOps | Introduction to Cloud Computing | Introduction to Agile Development and Scrum | Introduction to Software Engineering | Getting Started with Git and GitHub | Hands-on Introduction to Linux Commands and Shell Scripting | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Introduction to Test and Behavior Driven Development | Continuous Integration and Continuous Delivery (CI/CD) | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | DevOps Capstone Project","John Rofrano, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Ramesh Sannareddy, Sam Prokopchuk, Bethany Hudnutt, Ramanujam Srinivasan"
"HTML, CSS, and Javascript for Web Developers",4.7 out of 5 stars,17K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/html-css-javascript-for-web-developers,,"HTML and CSS, Browser Compatibility, Scripting, Cross Platform Development, Ajax, Javascript, Usability, Event-Driven Programming, Web Design and Development, Web Applications, Front-End Web Development, Bootstrap (Front-End Framework)","HTML, CSS, and Javascript for Web Developers | Introduction to CSS3 | Coding the Static Restaurant Site | Introduction to Javascript and Ajax: Building Web Apps","Yaakov Chaikin, Johns Hopkins University"
Computer Hardware and Software,4.5 out of 5 stars,176 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/computer-hardware-software,3 modules,"Information Technology, File Systems, Software Systems, Data Storage, Operating Systems, Computer Systems, General Networking, Network Protocols, Computer Networking, System Software, Computer Hardware, Hardware Architecture, Network Security",Hardware | Software | Networking and the Internet,"Tim Carrington, University of California, Irvine"
Python 3 Programming,4.8 out of 5 stars,23K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python-3-programming,,"Programming Principles, File Management, Jupyter, Object Oriented Design, Unit Testing, Debugging, Python Programming, Web Scraping, Restful API, Data Processing, Data Manipulation, Computer Programming","Python Basics | Python Functions, Files, and Dictionaries | Data Collection and Processing with Python | Python Classes and Inheritance | Python Project: Software Engineering and Image Manipulation","Steve Oney, Paul Resnick, Christopher Brooks, University of Michigan"
Foundations of Cybersecurity,4.9 out of 5 stars,35K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-of-cybersecurity,4 modules,"Information Assurance, Security Management, Data Ethics, Ethical Standards And Conduct, Security Controls, Cyber Attacks, Security Information and Event Management (SIEM), Network Analysis, Cyber Security Strategy, Incident Response, Cyber Risk, Cybersecurity","Welcome to the exciting world of cybersecurity | The evolution of cybersecurity | Protect against threats, risks, and vulnerabilities | Cybersecurity tools and programming languages",
Web Design for Everybody: Basics of Web Development & Coding,4.7 out of 5 stars,35K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/web-design,,"HTML and CSS, Browser Compatibility, Interactive Design, Javascript, Usability, Web Content Accessibility Guidelines, Web Design and Development, Application Frameworks, Front-End Web Development, Bootstrap (Front-End Framework), Cascading Style Sheets (CSS), Web Development",Introduction to HTML5 | Introduction to CSS3 | Interactivity with JavaScript | Advanced Styling with Responsive Design | Web Design for Everybody Capstone,"Charles Russell Severance, Colleen van Lent, Ph.D., University of Michigan"
Introductory C Programming,4.6 out of 5 stars,7.3K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-programming,,"Software Engineering, System Programming, Software Testing, Programming Principles, Command-Line Interface, Debugging, Development Environment, Software Development, Algorithms, Program Development, Computer Programming, Simulations","Programming Fundamentals | Writing, Running, and Fixing Code in C | Pointers, Arrays, and Recursion | Interacting with the System and Managing Memory","Andrew D. Hilton, Anne Bracy, Genevieve M. Lipp, Duke University"
IBM Full-Stack JavaScript Developer,4.6 out of 5 stars,7.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer,,"Cloud-Native Computing, Software Architecture, Kubernetes, Ajax, Software Development Life Cycle, CI/CD, Javascript, Node.JS, React Redux, Application Deployment, Development Environment, Git (Version Control System)","Introduction to Software Engineering | Introduction to HTML, CSS, & JavaScript | Getting Started with Git and GitHub | JavaScript Programming Essentials | Developing Front-End Apps with React | Developing Back-End Apps with Node.js and Express | Get Started with Cloud Native, DevOps, Agile, and NoSQL | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Node.js & MongoDB: Developing Back-end Database Applications | JavaScript Full Stack Capstone Project | Software Developer Career Guide and Interview Preparation","IBM Skills Network Team, Michelle Saltoun, Sachin Jambur, Muhammad Yahya, Richa Arora, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Bethany Hudnutt, Ramanujam Srinivasan"
IBM Back-End Development,4.6 out of 5 stars,49K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-backend-development,,"Software Architecture, Kubernetes, Software Development Life Cycle, Microservices, Open Web Application Security Project (OWASP), Linux Commands, Jupyter, Bash (Scripting Language), Application Deployment, Development Environment, Git (Version Control System), Shell Script","Introduction to Software Engineering | Getting Started with Git and GitHub | Hands-on Introduction to Linux Commands and Shell Scripting | Python for Data Science, AI & Development | Developing AI Applications with Python and Flask | Django Application Development with SQL and Databases | Introduction to Containers w/ Docker, Kubernetes & OpenShift | Application Development using Microservices and Serverless | Application Security for Developers and DevOps Professionals | Monitoring and Observability forÂ Development and DevOps | Back-end Application Development Capstone Project","John Rofrano, IBM Skills Network Team, Abhishek Gagneja, Joseph Santarcangelo, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Alex Parker, Yan Luo, Ramesh Sannareddy, Sam Prokopchuk, Bethany Hudnutt, Ramanujam Srinivasan"
Generative AI for Mobile App Developers,4.7 out of 5 stars,7.3K reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers,,"ChatGPT, Software Testing, Artificial Intelligence, Large Language Modeling, Apple iOS, Application Security, CI/CD, Generative AI, Prompt Engineering, OpenAI, DevSecOps, IBM Cloud",Generative AI: Introduction and Applications | Generative AI: Prompt Engineering Basics | Generative AI:Â Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development,"Skill-Up EdTech Team, Rav Ahuja, Antonio Cangiano, Ramanujam Srinivasan, SkillUp EdTech"
Object Oriented Programming in Java,4.6 out of 5 stars,15K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/object-oriented-programming,,"Software Engineering, Software Testing, Event-Driven Programming, Unit Testing, Java Programming, Debugging, Encryption, Interactive Data Visualization, Development Testing, Cryptography, Algorithms, Computer Programming","Java Programming: Solving Problems with Software | Java Programming: Arrays, Lists, and Structured Data | Object Oriented Programming in Java | Data Structures and Performance","Leo Porter, Andrew D. Hilton, Robert Duvall, Christine Alvarado, Mia Minnes, Susan H. Rodger, Owen Astrachan, University of California San Diego, Duke University"
IBM iOS and Android Mobile App Developer,4.6 out of 5 stars,6.4K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-ios-android-mobile-app-developer-pc,,"Software Architecture, Android Development, Android (Operating System), Software Development Life Cycle, Apple iOS, GitHub, Prompt Engineering, React.js, React Redux, Development Environment, Git (Version Control System), Mobile Development","Introduction to Mobile App Development | Introduction to Software Engineering | Get Started with Android App Development | Designing User Interfaces and Experiences (UI/UX) | Getting Started with Git and GitHub | Introduction to HTML, CSS, & JavaScript | Get Started with iOS App Development | Flutter and Dart: Developing iOS, Android, and Mobile Apps | Developing Front-End Apps with React | React Native: Developing Android and iOS Apps | Mobile App Notifications, Databases, & Publishing | Mobile App Development Capstone ProjectÂ | Generative AI:Â Elevate your Software Development Career | Generative AI:  Turbocharge Mobile App Development","IBM Skills Network Team, Michelle Saltoun, Muhammad Yahya, Corey Leong, Richa Arora, Skill-Up EdTech Team, Rav Ahuja, Upkar Lidder, Lavanya Thiruvali Sunderarajan, Rashi Kapoor, Bethany Hudnutt, Ramanujam Srinivasan, SkillUp EdTech"
计算机组成 Computer Organization,4.8 out of 5 stars,482 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/jisuanji-zucheng,11 modules,"Hardware Architecture, Peripheral Devices, Computational Logic, Data Storage Technologies, Data Storage, Operating Systems, Computer Hardware, Computer Architecture, Systems Architecture",è¯¾ç¨ä»ç»ââæ¬¢è¿éä¿®è®¡ç®æºç»æ | ç¬¬ä¸è®²  è®¡ç®æºåºæ¬ç»æ | ç¬¬äºè®² æä»¤ç³»ç»ä½ç³»ç»æ | ç¬¬ä¸è®²  ç®æ¯é»è¾åå | ç¬¬åè®² ä¹æ³å¨åé¤æ³å¨ | ç¬¬äºè®² åå¨æå¤çå¨ | ç¬¬å­è®² æµæ°´çº¿å¤çå¨ | ç¬¬ä¸è®² å­å¨å±æ¬¡ç»æ | ç¬¬å«è®² ä¸­æ­åå¼å¸¸ | ç¬¬ä¹è®² è¾å¥è¾åºè®¾å¤ | ææ«èè¯,"éä¿æï¼Lu Junlinï¼, Peking University"
Interactive Computer Graphics,4.1 out of 5 stars,306 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/interactive-computer-graphics,7 modules,"Technical Design, User Interface (UI), Computer Graphic Techniques, Animation and Game Design, Design, Human Computer Interaction, Algorithms, Interactive Design, Computer Graphics, Visualization (Computer Graphics), Simulations",Graphical User Interfaces | 2D Drawings and Animations | 3D Geometric Modeling | Deformation and Animation | Fabrication | Computer-aided Design | Real-world Interaction,"Takeo Igarashi, The University of Tokyo"
Mathematics for Machine Learning and Data Science,4.6 out of 5 stars,2.8K reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,,"Probability Distribution, Statistical Hypothesis Testing, Linear Algebra, Statistical Analysis, Applied Mathematics, Calculus, Jupyter, Sampling (Statistics), Descriptive Statistics, Bayesian Statistics, NumPy, Statistical Machine Learning",Linear Algebra for Machine Learning and Data Science | Calculus for Machine Learning and Data Science | Probability & Statistics for Machine Learning & Data Science,Luis Serrano
Foundations of User Experience (UX) Design,4.8 out of 5 stars,73K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-user-experience-design,4 modules,"Prototyping, User Research, Cross Platform Development, Design Thinking, User Experience Design, Sprint Planning, User Centered Design, Wireframing, Web Content Accessibility Guidelines, Usability",Introducing user experience design | Thinking like a UX designer | Joining design sprints | Integrating research into the design process,
Programming for Everybody (Getting Started with Python),4.8 out of 5 stars,232K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python,7 modules,"Scripting, Python Programming, Programming Principles, Scripting Languages, Computer Programming, Development Environment, Computational Thinking",Chapter One - Why we Program? | Installing Python | Chapter One: Why We Program (continued) | Chapter Two: Variables and Expressions | Chapter Three: Conditional Code | Chapter Four: Functions | Chapter Five: Loops and Iteration,"Charles Russell Severance, University of Michigan"
C for Everyone: Programming Fundamentals,4.5 out of 5 stars,6.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/c-for-everyone,6 modules,"Debugging, Computational Thinking, Computer Science, Algorithms, Program Development, Data Structures, Integrated Development Environments, Computer Programming, C (Programming Language), Programming Principles","Introduction | Lexical Elements and Data Types | Flow of Control and Simple Functions | Advanced Functions, Recursion, Arrays, and Pointers | Arrays and pointers | Final Exam","Ira Pohl, University of California, Santa Cruz"
Probability & Statistics for Machine Learning & Data Science,4.6 out of 5 stars,572 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/machine-learning-probability-and-statistics,4 modules,"Statistical Machine Learning, A/B Testing, Exploratory Data Analysis, Probability, Probability Distribution, Statistical Visualization, Sampling (Statistics), Statistical Inference, Bayesian Statistics, Probability & Statistics, Statistical Hypothesis Testing, Descriptive Statistics, Statistical Analysis, Data Science",Week 1 - Introduction to Probability and Probability Distributions | Week 2 - Describing probability distributions and probability distributions with multiple variables | Week 3 - Sampling and Point estimation | Week 4 - Confidence Intervals and Hypothesis testing,Luis Serrano
